"B01002_001E","B01002_001M","B01002_002E","B01002_002M","B01002_003E","B01002_003M","GEO_ID","NAME"
"85.8","2.4","86.6","2.5","85.4","3.0","1500000US240054001003","Block Group 3, Census Tract 4001, Baltimore County, Maryland"
"32.3","10.5","32.0","10.1","34.6","15.4","1500000US240054002001","Block Group 1, Census Tract 4002, Baltimore County, Maryland"
"37.2","3.1","34.3","15.5","37.6","3.2","1500000US240054002002","Block Group 2, Census Tract 4002, Baltimore County, Maryland"
"37.0","12.0","37.8","24.8","34.5","12.5","1500000US240054004001","Block Group 1, Census Tract 4004, Baltimore County, Maryland"
"48.0","8.3","46.5","12.0","48.4","10.1","1500000US240054004002","Block Group 2, Census Tract 4004, Baltimore County, Maryland"
"49.3","25.4","49.2","30.8","49.3","25.4","1500000US240054004003","Block Group 3, Census Tract 4004, Baltimore County, Maryland"
"43.2","19.4","37.9","21.0","48.1","25.1","1500000US240054004004","Block Group 4, Census Tract 4004, Baltimore County, Maryland"
"61.9","2.8","56.4","14.8","68.5","22.1","1500000US240054004005","Block Group 5, Census Tract 4004, Baltimore County, Maryland"
"47.3","5.3","48.1","6.7","47.0","6.5","1500000US240054005001","Block Group 1, Census Tract 4005, Baltimore County, Maryland"
"35.6","18.3","28.3","4.0","63.7","46.6","1500000US240054006001","Block Group 1, Census Tract 4006, Baltimore County, Maryland"
"38.2","3.2","38.0","10.0","38.3","3.6","1500000US240054006002","Block Group 2, Census Tract 4006, Baltimore County, Maryland"
"39.7","4.8","40.7","11.7","34.2","7.1","1500000US240054006003","Block Group 3, Census Tract 4006, Baltimore County, Maryland"
"37.2","6.1","34.9","5.7","38.9","7.2","1500000US240054007011","Block Group 1, Census Tract 4007.01, Baltimore County, Maryland"
"40.3","4.4","40.7","9.2","38.3","4.3","1500000US240054007012","Block Group 2, Census Tract 4007.01, Baltimore County, Maryland"
"31.8","4.6","34.0","7.2","31.2","5.4","1500000US240054007021","Block Group 1, Census Tract 4007.02, Baltimore County, Maryland"
"36.6","6.7","34.9","8.5","38.6","8.6","1500000US240054008001","Block Group 1, Census Tract 4008, Baltimore County, Maryland"
"40.4","6.3","37.0","9.5","43.1","10.3","1500000US240054008002","Block Group 2, Census Tract 4008, Baltimore County, Maryland"
"34.6","5.7","17.3","29.7","40.8","5.9","1500000US240054009001","Block Group 1, Census Tract 4009, Baltimore County, Maryland"
"57.1","14.0","58.1","12.7","56.1","21.0","1500000US240054010001","Block Group 1, Census Tract 4010, Baltimore County, Maryland"
"42.4","6.8","35.5","11.2","48.6","5.9","1500000US240054010002","Block Group 2, Census Tract 4010, Baltimore County, Maryland"
"50.1","4.4","41.7","13.1","50.8","11.6","1500000US240054011011","Block Group 1, Census Tract 4011.01, Baltimore County, Maryland"
"39.1","9.3","38.1","8.5","44.9","12.8","1500000US240054011012","Block Group 2, Census Tract 4011.01, Baltimore County, Maryland"
"31.5","3.0","19.6","25.4","32.4","1.9","1500000US240054011013","Block Group 3, Census Tract 4011.01, Baltimore County, Maryland"
"-","**","-","**","-","**","1500000US240054011021","Block Group 1, Census Tract 4011.02, Baltimore County, Maryland"
"34.9","11.6","39.0","10.5","34.6","12.7","1500000US240054011022","Block Group 2, Census Tract 4011.02, Baltimore County, Maryland"
"44.0","14.1","34.9","15.7","49.8","3.9","1500000US240054012001","Block Group 1, Census Tract 4012, Baltimore County, Maryland"
"36.2","4.7","36.7","7.8","35.7","5.2","1500000US240054012002","Block Group 2, Census Tract 4012, Baltimore County, Maryland"
"32.3","9.7","32.0","21.5","33.1","23.3","1500000US240054013011","Block Group 1, Census Tract 4013.01, Baltimore County, Maryland"
"49.0","7.7","38.0","32.7","49.1","3.5","1500000US240054013012","Block Group 2, Census Tract 4013.01, Baltimore County, Maryland"
"35.1","9.8","23.8","12.1","39.5","3.1","1500000US240054013013","Block Group 3, Census Tract 4013.01, Baltimore County, Maryland"
"43.7","4.6","45.6","11.8","39.2","10.6","1500000US240054013021","Block Group 1, Census Tract 4013.02, Baltimore County, Maryland"
"38.9","13.1","27.4","8.9","45.8","11.0","1500000US240054013022","Block Group 2, Census Tract 4013.02, Baltimore County, Maryland"
"40.2","3.8","40.1","6.5","40.2","4.9","1500000US240054014001","Block Group 1, Census Tract 4014, Baltimore County, Maryland"
"54.9","4.8","48.2","26.2","56.0","7.2","1500000US240054015031","Block Group 1, Census Tract 4015.03, Baltimore County, Maryland"
"51.7","11.1","45.9","16.6","53.8","8.6","1500000US240054015032","Block Group 2, Census Tract 4015.03, Baltimore County, Maryland"
"38.5","5.0","38.8","5.3","38.3","9.5","1500000US240054015033","Block Group 3, Census Tract 4015.03, Baltimore County, Maryland"
"52.3","13.0","41.8","23.6","52.8","5.6","1500000US240054015034","Block Group 4, Census Tract 4015.03, Baltimore County, Maryland"
"44.6","15.9","38.9","17.4","44.8","19.6","1500000US240054015035","Block Group 5, Census Tract 4015.03, Baltimore County, Maryland"
"41.9","4.9","40.5","9.8","43.9","10.3","1500000US240054015041","Block Group 1, Census Tract 4015.04, Baltimore County, Maryland"
"37.9","16.5","37.8","13.1","43.5","18.0","1500000US240054015042","Block Group 2, Census Tract 4015.04, Baltimore County, Maryland"
"36.0","8.2","38.1","6.7","33.0","10.9","1500000US240054015043","Block Group 3, Census Tract 4015.04, Baltimore County, Maryland"
"37.1","7.3","39.4","5.7","34.8","12.0","1500000US240054015051","Block Group 1, Census Tract 4015.05, Baltimore County, Maryland"
"45.6","9.8","37.0","9.7","53.5","10.0","1500000US240054015052","Block Group 2, Census Tract 4015.05, Baltimore County, Maryland"
"36.3","11.8","32.7","8.5","40.6","17.8","1500000US240054015053","Block Group 3, Census Tract 4015.05, Baltimore County, Maryland"
"31.6","15.3","35.4","13.9","31.2","16.2","1500000US240054015061","Block Group 1, Census Tract 4015.06, Baltimore County, Maryland"
"31.8","8.0","29.4","10.1","35.8","7.4","1500000US240054015062","Block Group 2, Census Tract 4015.06, Baltimore County, Maryland"
"43.3","6.0","32.1","7.4","49.9","11.8","1500000US240054015063","Block Group 3, Census Tract 4015.06, Baltimore County, Maryland"
"33.4","17.8","25.8","16.6","39.5","29.6","1500000US240054015071","Block Group 1, Census Tract 4015.07, Baltimore County, Maryland"
"31.1","10.9","31.3","20.0","30.7","14.7","1500000US240054015072","Block Group 2, Census Tract 4015.07, Baltimore County, Maryland"
"34.2","3.9","33.8","9.9","34.9","9.3","1500000US240054015073","Block Group 3, Census Tract 4015.07, Baltimore County, Maryland"
"34.9","1.2","34.9","1.9","35.0","5.6","1500000US240054015074","Block Group 4, Census Tract 4015.07, Baltimore County, Maryland"
"40.6","8.3","36.8","24.4","41.8","8.7","1500000US240054022011","Block Group 1, Census Tract 4022.01, Baltimore County, Maryland"
"36.4","7.5","36.5","4.1","33.6","22.5","1500000US240054022012","Block Group 2, Census Tract 4022.01, Baltimore County, Maryland"
"47.4","4.1","47.4","5.4","47.4","5.7","1500000US240054022021","Block Group 1, Census Tract 4022.02, Baltimore County, Maryland"
"40.8","7.3","34.1","9.5","46.2","8.1","1500000US240054023021","Block Group 1, Census Tract 4023.02, Baltimore County, Maryland"
"29.4","6.0","24.0","4.0","33.9","14.9","1500000US240054023022","Block Group 2, Census Tract 4023.02, Baltimore County, Maryland"
"38.9","8.9","32.4","8.2","40.0","11.5","1500000US240054023023","Block Group 3, Census Tract 4023.02, Baltimore County, Maryland"
"28.9","5.7","27.6","2.8","35.2","13.4","1500000US240054023031","Block Group 1, Census Tract 4023.03, Baltimore County, Maryland"
"43.5","15.3","43.3","13.6","43.7","27.0","1500000US240054023032","Block Group 2, Census Tract 4023.03, Baltimore County, Maryland"
"41.2","8.7","51.4","16.6","35.7","11.5","1500000US240054023033","Block Group 3, Census Tract 4023.03, Baltimore County, Maryland"
"44.9","17.7","56.1","13.0","34.0","9.0","1500000US240054023034","Block Group 4, Census Tract 4023.03, Baltimore County, Maryland"
"44.4","6.7","37.5","5.0","54.3","16.1","1500000US240054023035","Block Group 5, Census Tract 4023.03, Baltimore County, Maryland"
"42.2","13.0","52.2","19.7","37.9","8.8","1500000US240054023041","Block Group 1, Census Tract 4023.04, Baltimore County, Maryland"
"54.8","17.8","58.1","28.0","54.5","15.4","1500000US240054023042","Block Group 2, Census Tract 4023.04, Baltimore County, Maryland"
"48.8","14.9","38.8","11.3","57.1","10.3","1500000US240054023043","Block Group 3, Census Tract 4023.04, Baltimore County, Maryland"
"55.6","4.9","53.5","6.0","57.3","5.3","1500000US240054023051","Block Group 1, Census Tract 4023.05, Baltimore County, Maryland"
"33.3","1.5","27.6","13.3","33.5","1.4","1500000US240054023052","Block Group 2, Census Tract 4023.05, Baltimore County, Maryland"
"30.4","4.8","30.2","8.0","30.6","5.2","1500000US240054023061","Block Group 1, Census Tract 4023.06, Baltimore County, Maryland"
"29.8","5.5","26.5","3.5","34.2","4.6","1500000US240054023062","Block Group 2, Census Tract 4023.06, Baltimore County, Maryland"
"52.9","8.9","52.6","15.7","56.1","10.0","1500000US240054023063","Block Group 3, Census Tract 4023.06, Baltimore County, Maryland"
"36.4","9.7","36.2","13.1","36.5","13.2","1500000US240054023071","Block Group 1, Census Tract 4023.07, Baltimore County, Maryland"
"31.3","1.9","31.3","8.6","31.4","1.5","1500000US240054023072","Block Group 2, Census Tract 4023.07, Baltimore County, Maryland"
"34.6","3.7","32.8","7.2","34.7","10.8","1500000US240054023073","Block Group 3, Census Tract 4023.07, Baltimore County, Maryland"
"56.5","9.1","58.1","12.8","56.4","14.4","1500000US240054024031","Block Group 1, Census Tract 4024.03, Baltimore County, Maryland"
"53.2","10.0","53.0","11.0","53.6","15.3","1500000US240054024032","Block Group 2, Census Tract 4024.03, Baltimore County, Maryland"
"37.1","9.3","37.2","24.1","37.1","7.2","1500000US240054024041","Block Group 1, Census Tract 4024.04, Baltimore County, Maryland"
"38.6","11.7","35.7","22.3","39.6","11.3","1500000US240054024042","Block Group 2, Census Tract 4024.04, Baltimore County, Maryland"
"35.3","9.2","12.6","49.2","37.1","8.9","1500000US240054024043","Block Group 3, Census Tract 4024.04, Baltimore County, Maryland"
"41.6","13.3","39.8","9.9","51.9","27.3","1500000US240054024051","Block Group 1, Census Tract 4024.05, Baltimore County, Maryland"
"44.6","11.3","42.6","18.5","45.6","9.1","1500000US240054024052","Block Group 2, Census Tract 4024.05, Baltimore County, Maryland"
"45.8","5.9","35.8","13.6","47.7","3.6","1500000US240054024071","Block Group 1, Census Tract 4024.07, Baltimore County, Maryland"
"37.0","8.6","36.9","10.7","37.0","11.7","1500000US240054024072","Block Group 2, Census Tract 4024.07, Baltimore County, Maryland"
"29.9","1.9","17.9","18.5","31.2","7.6","1500000US240054024081","Block Group 1, Census Tract 4024.08, Baltimore County, Maryland"
"35.4","13.3","27.1","22.5","40.3","9.1","1500000US240054024082","Block Group 2, Census Tract 4024.08, Baltimore County, Maryland"
"28.6","11.8","28.9","20.7","27.4","16.5","1500000US240054024091","Block Group 1, Census Tract 4024.09, Baltimore County, Maryland"
"37.4","16.2","29.6","12.9","38.2","17.7","1500000US240054024092","Block Group 2, Census Tract 4024.09, Baltimore County, Maryland"
"45.1","10.2","34.8","31.0","45.7","8.7","1500000US240054025031","Block Group 1, Census Tract 4025.03, Baltimore County, Maryland"
"29.5","5.2","32.4","12.9","25.5","4.8","1500000US240054025032","Block Group 2, Census Tract 4025.03, Baltimore County, Maryland"
"60.0","1.8","59.2","2.7","61.4","5.1","1500000US240054025033","Block Group 3, Census Tract 4025.03, Baltimore County, Maryland"
"35.9","5.2","35.0","3.5","38.8","6.5","1500000US240054025041","Block Group 1, Census Tract 4025.04, Baltimore County, Maryland"
"47.6","6.0","48.0","5.5","46.7","8.2","1500000US240054025042","Block Group 2, Census Tract 4025.04, Baltimore County, Maryland"
"48.2","5.4","48.1","19.7","48.3","6.4","1500000US240054025051","Block Group 1, Census Tract 4025.05, Baltimore County, Maryland"
"36.0","6.9","32.8","8.8","36.5","11.6","1500000US240054025052","Block Group 2, Census Tract 4025.05, Baltimore County, Maryland"
"51.7","3.8","50.7","4.1","52.5","5.3","1500000US240054025061","Block Group 1, Census Tract 4025.06, Baltimore County, Maryland"
"41.8","5.0","37.8","7.3","46.6","7.2","1500000US240054025062","Block Group 2, Census Tract 4025.06, Baltimore County, Maryland"
"44.2","8.4","32.9","15.7","47.5","2.5","1500000US240054025101","Block Group 1, Census Tract 4025.10, Baltimore County, Maryland"
"35.5","10.3","39.0","28.7","35.4","8.6","1500000US240054025102","Block Group 2, Census Tract 4025.10, Baltimore County, Maryland"
"34.5","6.0","32.7","8.7","35.5","21.3","1500000US240054025103","Block Group 3, Census Tract 4025.10, Baltimore County, Maryland"
"44.1","9.8","27.5","12.4","54.2","9.4","1500000US240054025111","Block Group 1, Census Tract 4025.11, Baltimore County, Maryland"
"34.4","5.7","34.5","4.7","34.2","18.6","1500000US240054025112","Block Group 2, Census Tract 4025.11, Baltimore County, Maryland"
"35.1","2.0","28.4","23.6","36.2","9.5","1500000US240054025113","Block Group 3, Census Tract 4025.11, Baltimore County, Maryland"
"42.6","9.9","51.0","14.7","35.4","9.9","1500000US240054026021","Block Group 1, Census Tract 4026.02, Baltimore County, Maryland"
"43.0","5.7","34.4","5.8","49.4","2.8","1500000US240054026022","Block Group 2, Census Tract 4026.02, Baltimore County, Maryland"
"46.3","16.0","44.9","18.7","50.4","23.7","1500000US240054026031","Block Group 1, Census Tract 4026.03, Baltimore County, Maryland"
"44.1","6.7","40.7","16.4","44.9","6.4","1500000US240054026032","Block Group 2, Census Tract 4026.03, Baltimore County, Maryland"
"47.6","5.1","44.4","1.3","54.6","6.2","1500000US240054026033","Block Group 3, Census Tract 4026.03, Baltimore County, Maryland"
"46.4","12.0","46.0","12.7","46.8","16.8","1500000US240054026041","Block Group 1, Census Tract 4026.04, Baltimore County, Maryland"
"54.0","8.2","54.0","15.0","53.5","10.2","1500000US240054026042","Block Group 2, Census Tract 4026.04, Baltimore County, Maryland"
"25.7","12.7","23.9","2.8","51.0","34.1","1500000US240054026043","Block Group 3, Census Tract 4026.04, Baltimore County, Maryland"
"54.3","7.9","40.7","13.7","63.3","14.5","1500000US240054031001","Block Group 1, Census Tract 4031, Baltimore County, Maryland"
"44.5","8.0","44.3","8.7","47.1","11.2","1500000US240054031002","Block Group 2, Census Tract 4031, Baltimore County, Maryland"
"45.6","14.4","51.1","10.4","37.6","16.0","1500000US240054032011","Block Group 1, Census Tract 4032.01, Baltimore County, Maryland"
"33.2","23.3","41.4","26.0","31.8","31.9","1500000US240054032012","Block Group 2, Census Tract 4032.01, Baltimore County, Maryland"
"41.3","8.0","33.7","10.0","44.3","3.9","1500000US240054032021","Block Group 1, Census Tract 4032.02, Baltimore County, Maryland"
"52.6","4.9","55.3","7.5","44.1","29.3","1500000US240054033001","Block Group 1, Census Tract 4033, Baltimore County, Maryland"
"36.3","3.7","33.7","3.8","37.4","5.9","1500000US240054033002","Block Group 2, Census Tract 4033, Baltimore County, Maryland"
"69.6","7.6","70.1","13.7","68.8","9.5","1500000US240054034011","Block Group 1, Census Tract 4034.01, Baltimore County, Maryland"
"60.1","6.9","52.4","2.6","60.4","2.2","1500000US240054034012","Block Group 2, Census Tract 4034.01, Baltimore County, Maryland"
"43.1","5.7","42.7","10.3","43.4","7.5","1500000US240054034013","Block Group 3, Census Tract 4034.01, Baltimore County, Maryland"
"68.2","11.9","41.8","31.9","70.9","10.9","1500000US240054034021","Block Group 1, Census Tract 4034.02, Baltimore County, Maryland"
"46.8","15.8","41.0","26.6","46.8","15.4","1500000US240054034022","Block Group 2, Census Tract 4034.02, Baltimore County, Maryland"
"39.1","2.7","36.1","27.3","39.6","6.3","1500000US240054034023","Block Group 3, Census Tract 4034.02, Baltimore County, Maryland"
"33.5","3.2","30.8","17.8","33.6","4.3","1500000US240054034024","Block Group 4, Census Tract 4034.02, Baltimore County, Maryland"
"41.4","18.1","43.6","18.3","35.6","24.3","1500000US240054035001","Block Group 1, Census Tract 4035, Baltimore County, Maryland"
"33.8","3.1","35.0","9.2","33.8","1.9","1500000US240054035002","Block Group 2, Census Tract 4035, Baltimore County, Maryland"
"42.0","15.7","42.4","22.2","41.3","17.5","1500000US240054035003","Block Group 3, Census Tract 4035, Baltimore County, Maryland"
"29.1","7.0","28.7","6.1","30.0","10.8","1500000US240054036011","Block Group 1, Census Tract 4036.01, Baltimore County, Maryland"
"48.6","4.2","49.4","8.9","48.1","12.0","1500000US240054036012","Block Group 2, Census Tract 4036.01, Baltimore County, Maryland"
"43.7","7.2","42.3","11.7","45.8","6.6","1500000US240054036013","Block Group 3, Census Tract 4036.01, Baltimore County, Maryland"
"42.7","9.9","47.7","9.6","40.5","12.5","1500000US240054036014","Block Group 4, Census Tract 4036.01, Baltimore County, Maryland"
"33.6","3.0","26.2","11.5","38.4","7.7","1500000US240054036021","Block Group 1, Census Tract 4036.02, Baltimore County, Maryland"
"34.4","4.7","28.8","11.9","34.6","14.4","1500000US240054036022","Block Group 2, Census Tract 4036.02, Baltimore County, Maryland"
"38.3","6.1","35.4","8.3","38.8","9.9","1500000US240054036023","Block Group 3, Census Tract 4036.02, Baltimore County, Maryland"
"39.8","7.4","32.2","15.3","44.4","10.2","1500000US240054037021","Block Group 1, Census Tract 4037.02, Baltimore County, Maryland"
"44.3","18.4","30.2","7.9","53.6","26.1","1500000US240054037022","Block Group 2, Census Tract 4037.02, Baltimore County, Maryland"
"30.7","2.3","22.5","20.4","32.3","2.6","1500000US240054037023","Block Group 3, Census Tract 4037.02, Baltimore County, Maryland"
"65.9","8.5","65.8","15.9","66.0","9.8","1500000US240054037031","Block Group 1, Census Tract 4037.03, Baltimore County, Maryland"
"63.2","8.2","67.0","11.1","59.8","7.5","1500000US240054037032","Block Group 2, Census Tract 4037.03, Baltimore County, Maryland"
"45.4","11.5","49.3","13.9","42.0","15.6","1500000US240054037041","Block Group 1, Census Tract 4037.04, Baltimore County, Maryland"
"37.0","14.7","47.1","21.8","36.4","14.6","1500000US240054037042","Block Group 2, Census Tract 4037.04, Baltimore County, Maryland"
"52.5","3.4","51.9","5.8","52.9","3.1","1500000US240054038011","Block Group 1, Census Tract 4038.01, Baltimore County, Maryland"
"46.7","7.7","44.6","9.8","48.5","6.8","1500000US240054038021","Block Group 1, Census Tract 4038.02, Baltimore County, Maryland"
"44.3","9.3","48.3","6.6","43.2","38.6","1500000US240054038022","Block Group 2, Census Tract 4038.02, Baltimore County, Maryland"
"56.3","14.3","40.8","16.1","63.4","4.2","1500000US240054038031","Block Group 1, Census Tract 4038.03, Baltimore County, Maryland"
"49.3","7.9","45.8","9.0","50.7","11.2","1500000US240054038032","Block Group 2, Census Tract 4038.03, Baltimore County, Maryland"
"44.3","6.9","42.8","5.5","45.1","10.5","1500000US240054041011","Block Group 1, Census Tract 4041.01, Baltimore County, Maryland"
"29.9","3.7","27.4","12.7","31.4","6.6","1500000US240054041012","Block Group 2, Census Tract 4041.01, Baltimore County, Maryland"
"39.7","9.2","36.8","9.6","41.9","7.9","1500000US240054041013","Block Group 3, Census Tract 4041.01, Baltimore County, Maryland"
"33.7","9.5","33.2","5.0","39.2","17.2","1500000US240054041021","Block Group 1, Census Tract 4041.02, Baltimore County, Maryland"
"41.4","8.8","43.7","9.9","34.8","21.8","1500000US240054041022","Block Group 2, Census Tract 4041.02, Baltimore County, Maryland"
"40.5","12.3","45.2","14.6","36.5","14.1","1500000US240054041023","Block Group 3, Census Tract 4041.02, Baltimore County, Maryland"
"33.7","20.8","36.2","15.5","23.9","25.9","1500000US240054042011","Block Group 1, Census Tract 4042.01, Baltimore County, Maryland"
"58.4","5.1","57.8","13.7","59.2","3.0","1500000US240054042012","Block Group 2, Census Tract 4042.01, Baltimore County, Maryland"
"28.8","4.3","27.8","3.1","29.0","14.0","1500000US240054042013","Block Group 3, Census Tract 4042.01, Baltimore County, Maryland"
"35.0","8.1","23.9","20.3","35.6","0.6","1500000US240054042014","Block Group 4, Census Tract 4042.01, Baltimore County, Maryland"
"39.0","4.7","35.6","12.0","41.7","10.9","1500000US240054042021","Block Group 1, Census Tract 4042.02, Baltimore County, Maryland"
"30.3","6.3","22.8","12.2","34.0","12.8","1500000US240054042022","Block Group 2, Census Tract 4042.02, Baltimore County, Maryland"
"26.3","7.5","19.6","9.9","26.7","15.7","1500000US240054042023","Block Group 3, Census Tract 4042.02, Baltimore County, Maryland"
"37.1","9.1","32.7","4.2","47.9","22.3","1500000US240054042024","Block Group 4, Census Tract 4042.02, Baltimore County, Maryland"
"19.8","0.4","20.1","0.5","19.5","0.5","1500000US240054042025","Block Group 5, Census Tract 4042.02, Baltimore County, Maryland"
"52.1","7.1","52.0","8.3","53.1","17.8","1500000US240054044021","Block Group 1, Census Tract 4044.02, Baltimore County, Maryland"
"43.3","5.2","38.6","19.0","43.5","2.9","1500000US240054044022","Block Group 2, Census Tract 4044.02, Baltimore County, Maryland"
"46.5","13.6","50.5","19.7","43.8","11.2","1500000US240054044023","Block Group 3, Census Tract 4044.02, Baltimore County, Maryland"
"35.4","8.7","35.3","9.3","35.6","13.0","1500000US240054044031","Block Group 1, Census Tract 4044.03, Baltimore County, Maryland"
"33.9","6.6","33.4","16.9","34.4","7.4","1500000US240054044032","Block Group 2, Census Tract 4044.03, Baltimore County, Maryland"
"32.8","5.0","31.7","5.9","33.6","8.0","1500000US240054044033","Block Group 3, Census Tract 4044.03, Baltimore County, Maryland"
"41.2","3.0","41.7","6.9","40.4","2.7","1500000US240054044041","Block Group 1, Census Tract 4044.04, Baltimore County, Maryland"
"50.5","19.7","50.4","32.2","50.6","18.8","1500000US240054044042","Block Group 2, Census Tract 4044.04, Baltimore County, Maryland"
"48.5","5.4","38.9","13.6","67.4","18.9","1500000US240054044043","Block Group 3, Census Tract 4044.04, Baltimore County, Maryland"
"41.9","16.3","37.5","17.4","48.9","13.3","1500000US240054045011","Block Group 1, Census Tract 4045.01, Baltimore County, Maryland"
"45.4","16.6","40.7","21.6","51.8","27.3","1500000US240054045012","Block Group 2, Census Tract 4045.01, Baltimore County, Maryland"
"34.7","18.2","34.4","24.9","36.0","18.8","1500000US240054045013","Block Group 3, Census Tract 4045.01, Baltimore County, Maryland"
"34.6","9.3","22.7","10.3","40.5","1.4","1500000US240054045014","Block Group 4, Census Tract 4045.01, Baltimore County, Maryland"
"48.1","15.9","32.0","25.3","49.2","10.2","1500000US240054045021","Block Group 1, Census Tract 4045.02, Baltimore County, Maryland"
"47.7","9.2","39.7","12.7","60.0","12.6","1500000US240054045022","Block Group 2, Census Tract 4045.02, Baltimore County, Maryland"
"46.5","18.6","49.9","27.2","44.5","18.0","1500000US240054045023","Block Group 3, Census Tract 4045.02, Baltimore County, Maryland"
"52.3","12.8","56.4","11.4","48.6","15.4","1500000US240054046001","Block Group 1, Census Tract 4046, Baltimore County, Maryland"
"43.7","16.6","42.4","23.5","48.9","19.8","1500000US240054046002","Block Group 2, Census Tract 4046, Baltimore County, Maryland"
"54.2","2.4","53.5","4.2","54.5","3.1","1500000US240054048001","Block Group 1, Census Tract 4048, Baltimore County, Maryland"
"42.5","7.7","37.6","15.2","50.8","4.4","1500000US240054048002","Block Group 2, Census Tract 4048, Baltimore County, Maryland"
"54.4","6.4","47.0","13.6","57.3","4.4","1500000US240054049001","Block Group 1, Census Tract 4049, Baltimore County, Maryland"
"57.8","6.2","57.4","5.6","61.0","7.1","1500000US240054049002","Block Group 2, Census Tract 4049, Baltimore County, Maryland"
"51.8","5.0","52.2","8.8","51.6","4.1","1500000US240054049003","Block Group 3, Census Tract 4049, Baltimore County, Maryland"
"45.4","4.8","43.9","5.5","45.8","6.9","1500000US240054050001","Block Group 1, Census Tract 4050, Baltimore County, Maryland"
"42.7","12.1","48.6","20.9","42.2","8.8","1500000US240054050002","Block Group 2, Census Tract 4050, Baltimore County, Maryland"
"49.3","8.4","49.7","8.8","43.9","16.4","1500000US240054060001","Block Group 1, Census Tract 4060, Baltimore County, Maryland"
"45.3","9.5","44.7","8.1","46.1","13.3","1500000US240054060002","Block Group 2, Census Tract 4060, Baltimore County, Maryland"
"45.5","11.6","32.6","8.5","48.7","9.7","1500000US240054060003","Block Group 3, Census Tract 4060, Baltimore County, Maryland"
"41.2","5.2","40.0","12.4","42.1","4.2","1500000US240054060004","Block Group 4, Census Tract 4060, Baltimore County, Maryland"
"42.9","7.0","41.5","12.0","47.8","7.3","1500000US240054070011","Block Group 1, Census Tract 4070.01, Baltimore County, Maryland"
"48.6","13.4","56.9","10.1","46.1","6.3","1500000US240054070012","Block Group 2, Census Tract 4070.01, Baltimore County, Maryland"
"42.9","4.4","44.5","4.0","42.0","6.9","1500000US240054070021","Block Group 1, Census Tract 4070.02, Baltimore County, Maryland"
"49.0","8.7","45.9","18.9","51.2","9.7","1500000US240054070022","Block Group 2, Census Tract 4070.02, Baltimore County, Maryland"
"46.6","3.3","46.5","0.5","46.9","18.0","1500000US240054070023","Block Group 3, Census Tract 4070.02, Baltimore County, Maryland"
"49.7","11.1","46.9","13.7","55.0","13.8","1500000US240054081001","Block Group 1, Census Tract 4081, Baltimore County, Maryland"
"43.3","13.6","30.1","12.5","54.9","13.6","1500000US240054081002","Block Group 2, Census Tract 4081, Baltimore County, Maryland"
"52.4","4.2","44.5","12.4","53.2","2.1","1500000US240054081003","Block Group 3, Census Tract 4081, Baltimore County, Maryland"
"58.3","6.4","60.9","3.8","51.9","8.3","1500000US240054082001","Block Group 1, Census Tract 4082, Baltimore County, Maryland"
"42.2","11.5","40.5","7.7","44.2","13.3","1500000US240054082002","Block Group 2, Census Tract 4082, Baltimore County, Maryland"
"48.3","5.6","51.7","15.1","45.9","3.0","1500000US240054083021","Block Group 1, Census Tract 4083.02, Baltimore County, Maryland"
"51.3","7.3","49.5","7.1","53.3","9.4","1500000US240054083022","Block Group 2, Census Tract 4083.02, Baltimore County, Maryland"
"49.4","3.3","48.5","4.9","50.3","2.8","1500000US240054083031","Block Group 1, Census Tract 4083.03, Baltimore County, Maryland"
"42.5","5.2","44.7","14.4","38.9","9.6","1500000US240054083032","Block Group 2, Census Tract 4083.03, Baltimore County, Maryland"
"38.9","19.0","35.9","4.1","57.3","11.1","1500000US240054083041","Block Group 1, Census Tract 4083.04, Baltimore County, Maryland"
"44.4","11.3","45.1","11.0","42.3","17.8","1500000US240054083042","Block Group 2, Census Tract 4083.04, Baltimore County, Maryland"
"76.0","5.2","76.4","8.4","74.5","4.3","1500000US240054083043","Block Group 3, Census Tract 4083.04, Baltimore County, Maryland"
"51.3","9.6","48.9","15.3","63.1","23.1","1500000US240054083044","Block Group 4, Census Tract 4083.04, Baltimore County, Maryland"
"63.1","6.2","55.6","21.4","64.4","5.7","1500000US240054083045","Block Group 5, Census Tract 4083.04, Baltimore County, Maryland"
"54.6","5.6","38.3","4.3","60.7","5.2","1500000US240054084001","Block Group 1, Census Tract 4084, Baltimore County, Maryland"
"45.7","8.7","41.3","13.0","46.8","12.6","1500000US240054085021","Block Group 1, Census Tract 4085.02, Baltimore County, Maryland"
"53.9","5.0","53.8","8.3","53.9","7.6","1500000US240054085022","Block Group 2, Census Tract 4085.02, Baltimore County, Maryland"
"63.0","9.5","62.0","8.5","70.6","13.1","1500000US240054085023","Block Group 3, Census Tract 4085.02, Baltimore County, Maryland"
"33.0","5.9","32.6","5.2","35.3","11.8","1500000US240054085031","Block Group 1, Census Tract 4085.03, Baltimore County, Maryland"
"30.3","2.6","31.4","3.2","29.3","3.0","1500000US240054085032","Block Group 2, Census Tract 4085.03, Baltimore County, Maryland"
"45.8","7.0","49.3","9.0","44.3","6.5","1500000US240054085051","Block Group 1, Census Tract 4085.05, Baltimore County, Maryland"
"36.3","7.6","33.9","5.3","39.6","9.3","1500000US240054085052","Block Group 2, Census Tract 4085.05, Baltimore County, Maryland"
