"B11016_001E","B11016_001M","B11016_002E","B11016_002M","B11016_003E","B11016_003M","B11016_004E","B11016_004M","B11016_005E","B11016_005M","B11016_006E","B11016_006M","B11016_007E","B11016_007M","B11016_008E","B11016_008M","B11016_009E","B11016_009M","B11016_010E","B11016_010M","B11016_011E","B11016_011M","B11016_012E","B11016_012M","B11016_013E","B11016_013M","B11016_014E","B11016_014M","B11016_015E","B11016_015M","B11016_016E","B11016_016M","GEO_ID","NAME"
"424","73","272","66","139","62","55","32","48","33","15","14","15","20","0","12","152","51","138","49","14","15","0","12","0","12","0","12","0","12","0","12","1500000US240010019002","Block Group 2, Census Tract 19, Allegany County, Maryland"
"610","107","333","96","154","75","38","39","110","77","20","30","0","12","11","19","277","97","266","99","11","17","0","12","0","12","0","12","0","12","0","12","1500000US240010020001","Block Group 1, Census Tract 20, Allegany County, Maryland"
"1101","107","812","123","421","118","136","63","171","70","84","57","0","12","0","12","289","90","263","95","26","29","0","12","0","12","0","12","0","12","0","12","1500000US240010020002","Block Group 2, Census Tract 20, Allegany County, Maryland"
"540","109","455","120","242","100","110","81","92","62","0","12","0","12","11","19","85","52","85","52","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240010020003","Block Group 3, Census Tract 20, Allegany County, Maryland"
"819","82","524","79","217","55","115","48","98","42","77","45","4","6","13","14","295","78","252","64","30","27","10","16","0","12","3","5","0","12","0","12","1500000US240010021001","Block Group 1, Census Tract 21, Allegany County, Maryland"
"533","62","383","58","199","58","68","36","67","29","32","20","10","12","7","9","150","50","142","49","8","7","0","12","0","12","0","12","0","12","0","12","1500000US240010021002","Block Group 2, Census Tract 21, Allegany County, Maryland"
"450","82","299","82","130","45","106","74","24","34","39","42","0","12","0","12","151","72","120","61","0","12","0","12","31","48","0","12","0","12","0","12","1500000US240010022001","Block Group 1, Census Tract 22, Allegany County, Maryland"
"509","79","376","79","189","71","73","35","80","45","15","16","0","12","19","20","133","44","126","42","7","11","0","12","0","12","0","12","0","12","0","12","1500000US240010022002","Block Group 2, Census Tract 22, Allegany County, Maryland"
"541","77","362","64","214","55","66","28","57","32","19","19","6","9","0","12","179","58","147","48","32","29","0","12","0","12","0","12","0","12","0","12","1500000US240010022003","Block Group 3, Census Tract 22, Allegany County, Maryland"
"362","57","262","66","126","54","27","24","87","40","12","23","10","17","0","12","100","43","73","38","18","21","0","12","9","15","0","12","0","12","0","12","1500000US240037011011","Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland"
"309","60","207","60","58","33","54","39","61","44","0","12","34","30","0","12","102","54","78","47","12","19","12","18","0","12","0","12","0","12","0","12","1500000US240037011012","Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland"
"306","50","174","52","64","39","48","48","39","32","12","15","11","17","0","12","132","39","122","37","0","12","10","15","0","12","0","12","0","12","0","12","1500000US240037011013","Block Group 3, Census Tract 7011.01, Anne Arundel County, Maryland"
"564","74","488","76","231","58","87","45","105","53","65","53","0","12","0","12","76","40","59","36","17","20","0","12","0","12","0","12","0","12","0","12","1500000US240037011014","Block Group 4, Census Tract 7011.01, Anne Arundel County, Maryland"
"1290","146","894","158","411","125","260","110","158","83","39","42","26","38","0","12","396","115","345","115","38","35","13","22","0","12","0","12","0","12","0","12","1500000US240037011021","Block Group 1, Census Tract 7011.02, Anne Arundel County, Maryland"
"268","76","189","63","108","55","38","37","43","48","0","12","0","12","0","12","79","50","59","47","0","12","20","31","0","12","0","12","0","12","0","12","1500000US240037011022","Block Group 2, Census Tract 7011.02, Anne Arundel County, Maryland"
"582","124","443","130","156","72","138","92","50","52","43","47","56","65","0","12","139","79","116","75","23","28","0","12","0","12","0","12","0","12","0","12","1500000US240037011023","Block Group 3, Census Tract 7011.02, Anne Arundel County, Maryland"
"803","129","627","119","326","113","98","65","143","102","37","42","11","17","12","23","176","98","152","87","24","39","0","12","0","12","0","12","0","12","0","12","1500000US240037011024","Block Group 4, Census Tract 7011.02, Anne Arundel County, Maryland"
"965","117","716","130","352","105","59","34","164","84","101","61","16","27","24","36","249","118","113","63","98","91","38","60","0","12","0","12","0","12","0","12","1500000US240037012001","Block Group 1, Census Tract 7012, Anne Arundel County, Maryland"
"531","107","417","90","146","99","91","56","125","63","19","24","36","54","0","12","114","88","60","75","36","40","18","26","0","12","0","12","0","12","0","12","1500000US240037012002","Block Group 2, Census Tract 7012, Anne Arundel County, Maryland"
"819","157","485","128","237","114","108","62","112","68","28","40","0","12","0","12","334","122","313","118","21","34","0","12","0","12","0","12","0","12","0","12","1500000US240037012003","Block Group 3, Census Tract 7012, Anne Arundel County, Maryland"
"842","148","661","139","222","88","208","116","110","68","45","39","76","75","0","12","181","92","153","88","28","32","0","12","0","12","0","12","0","12","0","12","1500000US240037012004","Block Group 4, Census Tract 7012, Anne Arundel County, Maryland"
"616","112","439","98","200","83","58","54","111","63","59","38","11","18","0","12","177","101","146","93","31","36","0","12","0","12","0","12","0","12","0","12","1500000US240037013001","Block Group 1, Census Tract 7013, Anne Arundel County, Maryland"
"765","129","652","134","243","98","110","84","143","69","93","88","63","44","0","12","113","81","113","81","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037013002","Block Group 2, Census Tract 7013, Anne Arundel County, Maryland"
"422","119","404","122","230","102","124","79","38","36","0","12","12","18","0","12","18","27","0","12","18","27","0","12","0","12","0","12","0","12","0","12","1500000US240037013003","Block Group 3, Census Tract 7013, Anne Arundel County, Maryland"
"785","121","640","114","263","120","179","96","128","66","62","43","0","12","8","14","145","65","115","60","0","12","30","31","0","12","0","12","0","12","0","12","1500000US240037013004","Block Group 4, Census Tract 7013, Anne Arundel County, Maryland"
"407","99","335","100","201","95","76","47","27","25","10","14","0","12","21","30","72","59","62","60","10","15","0","12","0","12","0","12","0","12","0","12","1500000US240037014001","Block Group 1, Census Tract 7014, Anne Arundel County, Maryland"
"822","104","683","107","293","87","105","56","158","63","79","64","37","21","11","16","139","66","139","66","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037014002","Block Group 2, Census Tract 7014, Anne Arundel County, Maryland"
"1028","106","947","111","552","130","233","126","126","65","20","33","0","12","16","24","81","60","64","53","17","27","0","12","0","12","0","12","0","12","0","12","1500000US240037021001","Block Group 1, Census Tract 7021, Anne Arundel County, Maryland"
"290","80","183","74","105","55","0","12","46","36","0","12","32","52","0","12","107","54","107","54","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037021002","Block Group 2, Census Tract 7021, Anne Arundel County, Maryland"
"485","81","454","80","299","94","56","37","39","42","30","33","15","23","15","24","31","34","31","34","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037021003","Block Group 3, Census Tract 7021, Anne Arundel County, Maryland"
"380","81","255","100","149","94","11","18","45","34","50","47","0","12","0","12","125","62","103","60","11","18","0","12","11","18","0","12","0","12","0","12","1500000US240037021004","Block Group 4, Census Tract 7021, Anne Arundel County, Maryland"
"288","75","204","63","75","60","103","55","26","28","0","12","0","12","0","12","84","51","76","50","8","14","0","12","0","12","0","12","0","12","0","12","1500000US240037021005","Block Group 5, Census Tract 7021, Anne Arundel County, Maryland"
"774","73","680","82","241","75","140","66","162","60","108","59","13","20","16","24","94","50","94","50","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037022041","Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland"
"811","68","571","91","266","87","100","59","130","48","75","46","0","12","0","12","240","81","219","79","21","23","0","12","0","12","0","12","0","12","0","12","1500000US240037022042","Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland"
"766","117","526","111","173","79","157","71","115","93","59","37","22","34","0","12","240","117","240","117","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037022051","Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland"
"1082","151","614","159","385","144","172","94","36","36","0","12","21","22","0","12","468","125","340","114","128","99","0","12","0","12","0","12","0","12","0","12","1500000US240037022052","Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland"
"407","83","316","90","154","80","33","39","89","47","31","32","9","17","0","12","91","62","75","58","16","25","0","12","0","12","0","12","0","12","0","12","1500000US240037022053","Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland"
"881","151","696","137","173","78","228","98","170","88","78","59","18","29","29","35","185","116","104","80","50","75","31","50","0","12","0","12","0","12","0","12","1500000US240037022061","Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland"
"811","144","364","123","170","98","91","71","86","64","17","27","0","12","0","12","447","152","296","127","53","50","98","104","0","12","0","12","0","12","0","12","1500000US240037022062","Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland"
"670","99","557","109","127","75","185","94","74","56","152","89","0","12","19","30","113","76","113","76","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037022063","Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland"
"1778","173","1193","206","426","162","170","88","472","233","77","71","35","39","13","22","585","156","477","153","108","71","0","12","0","12","0","12","0","12","0","12","1500000US240037022081","Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland"
"802","119","732","130","323","142","119","74","201","93","47","50","23","30","19","33","70","58","50","50","20","31","0","12","0","12","0","12","0","12","0","12","1500000US240037022082","Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland"
"380","82","380","82","43","33","102","65","142","69","80","48","13","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037022091","Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland"
"429","87","343","72","136","57","69","50","86","57","37","37","15","25","0","12","86","72","70","70","16","22","0","12","0","12","0","12","0","12","0","12","1500000US240037022092","Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland"
"697","109","448","105","120","73","176","105","57","46","77","58","18","31","0","12","249","87","156","80","93","96","0","12","0","12","0","12","0","12","0","12","1500000US240037022093","Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland"
"259","70","155","59","59","37","56","46","19","31","11","13","10","14","0","12","104","63","104","63","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037023001","Block Group 1, Census Tract 7023, Anne Arundel County, Maryland"
"650","67","613","69","204","59","109","48","137","55","118","68","34","30","11","18","37","26","37","26","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037023002","Block Group 2, Census Tract 7023, Anne Arundel County, Maryland"
"496","61","466","65","224","64","117","60","83","44","22","24","20","17","0","12","30","27","19","21","11","18","0","12","0","12","0","12","0","12","0","12","1500000US240037023003","Block Group 3, Census Tract 7023, Anne Arundel County, Maryland"
"509","67","320","70","159","57","56","34","37","26","38","32","12","18","18","27","189","63","158","64","31","25","0","12","0","12","0","12","0","12","0","12","1500000US240037023004","Block Group 4, Census Tract 7023, Anne Arundel County, Maryland"
"1059","125","639","140","443","131","71","58","125","82","0","12","0","12","0","12","420","125","303","103","117","89","0","12","0","12","0","12","0","12","0","12","1500000US240037024021","Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland"
"1104","148","557","129","268","94","124","85","114","57","27","33","0","12","24","39","547","127","454","110","68","53","0","12","0","12","25","38","0","12","0","12","1500000US240037024022","Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland"
"951","126","451","103","328","110","80","58","30","38","13","20","0","12","0","12","500","117","461","112","39","34","0","12","0","12","0","12","0","12","0","12","1500000US240037024023","Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland"
"449","116","355","110","97","55","104","103","3","13","143","114","0","12","8","15","94","66","84","66","10","16","0","12","0","12","0","12","0","12","0","12","1500000US240037025001","Block Group 1, Census Tract 7025, Anne Arundel County, Maryland"
"476","166","299","154","167","120","114","121","0","12","0","12","0","12","18","34","177","109","177","109","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037025002","Block Group 2, Census Tract 7025, Anne Arundel County, Maryland"
"1061","192","793","179","214","134","279","111","198","98","79","62","23","41","0","12","268","152","172","101","17","26","79","118","0","12","0","12","0","12","0","12","1500000US240037025003","Block Group 3, Census Tract 7025, Anne Arundel County, Maryland"
"258","93","221","89","98","61","22","37","0","12","30","38","71","72","0","12","37","42","21","36","0","12","16","29","0","12","0","12","0","12","0","12","1500000US240037025004","Block Group 4, Census Tract 7025, Anne Arundel County, Maryland"
"244","67","149","58","55","33","12","20","67","64","15","24","0","12","0","12","95","68","95","68","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037026011","Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland"
"582","99","422","96","131","67","195","92","54","44","26","35","16","20","0","12","160","91","133","83","21","33","0","12","6","19","0","12","0","12","0","12","1500000US240037026012","Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland"
"336","62","202","67","65","47","24","28","78","52","35","39","0","12","0","12","134","73","117","66","17","25","0","12","0","12","0","12","0","12","0","12","1500000US240037026013","Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland"
"447","65","350","79","240","72","48","42","33","37","29","36","0","12","0","12","97","63","53","40","17","26","27","43","0","12","0","12","0","12","0","12","1500000US240037026014","Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland"
"564","91","346","95","129","88","104","55","75","66","0","12","0","12","38","53","218","95","157","73","19","30","42","61","0","12","0","12","0","12","0","12","1500000US240037026015","Block Group 5, Census Tract 7026.01, Anne Arundel County, Maryland"
"1114","118","858","129","413","105","112","64","116","70","76","57","74","56","67","76","256","106","181","97","59","59","0","12","16","26","0","12","0","12","0","12","1500000US240037026021","Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland"
"818","125","550","124","305","110","188","78","57","52","0","12","0","12","0","12","268","97","222","95","46","45","0","12","0","12","0","12","0","12","0","12","1500000US240037026022","Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland"
"283","55","210","58","133","47","22","24","55","39","0","12","0","12","0","12","73","52","57","45","0","12","16","25","0","12","0","12","0","12","0","12","1500000US240037026023","Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland"
"524","141","186","109","61","52","54","54","0","12","71","93","0","12","0","12","338","130","144","74","160","118","0","12","34","54","0","12","0","12","0","12","1500000US240037027011","Block Group 1, Census Tract 7027.01, Anne Arundel County, Maryland"
"562","108","397","101","245","109","64","46","44","41","44","50","0","12","0","12","165","99","132","94","33","32","0","12","0","12","0","12","0","12","0","12","1500000US240037027012","Block Group 2, Census Tract 7027.01, Anne Arundel County, Maryland"
"1143","137","372","132","208","91","61","82","63","72","15","24","25","35","0","12","771","163","498","144","223","113","50","80","0","12","0","12","0","12","0","12","1500000US240037027013","Block Group 3, Census Tract 7027.01, Anne Arundel County, Maryland"
"528","94","448","92","276","91","53","50","58","42","27","36","34","36","0","12","80","49","80","49","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037027021","Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland"
"903","110","682","102","421","98","67","39","174","63","11","20","0","12","9","16","221","87","199","80","22","28","0","12","0","12","0","12","0","12","0","12","1500000US240037027022","Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland"
"838","109","405","99","211","85","135","57","59","42","0","12","0","12","0","12","433","111","285","101","71","61","47","52","30","46","0","12","0","12","0","12","1500000US240037061011","Block Group 1, Census Tract 7061.01, Anne Arundel County, Maryland"
"615","119","241","89","187","81","26","25","28","24","0","12","0","12","0","12","374","111","278","96","87","70","9","14","0","12","0","12","0","12","0","12","1500000US240037061012","Block Group 2, Census Tract 7061.01, Anne Arundel County, Maryland"
"324","101","111","76","54","65","19","31","21","23","17","25","0","12","0","12","213","64","213","64","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037061013","Block Group 3, Census Tract 7061.01, Anne Arundel County, Maryland"
"875","144","355","127","171","78","133","103","42","51","0","12","9","29","0","12","520","168","392","139","114","75","0","12","0","12","14","22","0","12","0","12","1500000US240037063011","Block Group 1, Census Tract 7063.01, Anne Arundel County, Maryland"
"951","181","391","126","253","88","29","37","94","79","0","12","15","23","0","12","560","152","550","147","0","12","10","20","0","12","0","12","0","12","0","12","1500000US240037063012","Block Group 2, Census Tract 7063.01, Anne Arundel County, Maryland"
"421","127","178","108","169","107","9","17","0","12","0","12","0","12","0","12","243","92","243","92","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037063013","Block Group 3, Census Tract 7063.01, Anne Arundel County, Maryland"
"874","119","327","116","181","87","108","85","38","44","0","12","0","12","0","12","547","126","457","123","78","54","12","20","0","12","0","12","0","12","0","12","1500000US240037063021","Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland"
"345","91","227","80","193","82","7","13","11","19","16","26","0","12","0","12","118","79","87","82","20","24","11","18","0","12","0","12","0","12","0","12","1500000US240037063022","Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland"
