"B11006_001E","B11006_001M","B11006_002E","B11006_002M","B11006_003E","B11006_003M","B11006_004E","B11006_004M","B11006_005E","B11006_005M","B11006_006E","B11006_006M","B11006_007E","B11006_007M","B11006_008E","B11006_008M","B11006_009E","B11006_009M","B11006_010E","B11006_010M","B11006_011E","B11006_011M","B11006_012E","B11006_012M","B11006_013E","B11006_013M","B11006_014E","B11006_014M","B11006_015E","B11006_015M","GEO_ID","NAME"
"820","97","187","44","133","46","99","36","34","32","0","12","34","32","54","31","633","104","376","103","260","100","116","50","11","17","105","47","257","80","1500000US240054113071","Block Group 1, Census Tract 4113.07, Baltimore County, Maryland"
"694","100","170","47","144","44","92","35","52","34","17","20","35","29","26","24","524","104","316","93","207","77","109","71","34","51","75","55","208","86","1500000US240054113072","Block Group 2, Census Tract 4113.07, Baltimore County, Maryland"
"450","80","211","70","139","59","91","51","48","33","0","12","48","33","72","42","239","92","148","60","101","50","47","33","11","16","36","31","91","72","1500000US240054113081","Block Group 1, Census Tract 4113.08, Baltimore County, Maryland"
"204","59","149","55","82","32","82","32","0","12","0","12","0","12","67","47","55","30","37","22","37","22","0","12","0","12","0","12","18","20","1500000US240054113082","Block Group 2, Census Tract 4113.08, Baltimore County, Maryland"
"622","93","248","56","166","51","150","49","16","19","16","19","0","12","82","39","374","83","288","65","221","64","67","48","9","13","58","45","86","67","1500000US240054113083","Block Group 3, Census Tract 4113.08, Baltimore County, Maryland"
"693","123","277","82","122","49","122","49","0","12","0","12","0","12","155","72","416","115","376","114","326","105","50","76","0","12","50","76","40","40","1500000US240054113091","Block Group 1, Census Tract 4113.09, Baltimore County, Maryland"
"1628","157","843","105","462","109","433","108","29","33","0","12","29","33","381","111","785","144","647","134","597","126","50","53","10","17","40","49","138","64","1500000US240054113092","Block Group 2, Census Tract 4113.09, Baltimore County, Maryland"
"744","120","162","74","139","67","139","67","0","12","0","12","0","12","23","27","582","130","512","108","467","107","45","43","0","12","45","43","70","75","1500000US240054113093","Block Group 3, Census Tract 4113.09, Baltimore County, Maryland"
"1049","80","425","85","290","63","235","63","55","33","21","23","34","27","135","60","624","100","491","87","416","86","75","44","8","15","67","42","133","63","1500000US240054114041","Block Group 1, Census Tract 4114.04, Baltimore County, Maryland"
"334","63","225","65","100","61","100","61","0","12","0","12","0","12","125","46","109","50","74","46","56","41","18","21","18","21","0","12","35","22","1500000US240054114042","Block Group 2, Census Tract 4114.04, Baltimore County, Maryland"
"531","64","280","65","223","67","189","63","34","40","9","14","25","37","57","28","251","70","200","61","184","58","16","17","0","12","16","17","51","46","1500000US240054114061","Block Group 1, Census Tract 4114.06, Baltimore County, Maryland"
"680","58","377","70","176","53","147","50","29","25","21","22","8","13","201","68","303","60","254","60","180","53","74","50","33","29","41","40","49","32","1500000US240054114062","Block Group 2, Census Tract 4114.06, Baltimore County, Maryland"
"484","70","230","68","151","46","122","38","29","24","0","12","29","24","79","58","254","52","196","51","161","51","35","26","16","13","19","21","58","35","1500000US240054114063","Block Group 3, Census Tract 4114.06, Baltimore County, Maryland"
"418","176","187","93","133","72","133","72","0","12","0","12","0","12","54","62","231","157","202","143","131","99","71","112","0","12","71","112","29","53","1500000US240054114071","Block Group 1, Census Tract 4114.07, Baltimore County, Maryland"
"2661","327","2517","302","620","174","598","170","22","35","22","35","0","12","1897","288","144","109","111","99","111","99","0","12","0","12","0","12","33","51","1500000US240054114072","Block Group 2, Census Tract 4114.07, Baltimore County, Maryland"
"689","191","151","96","67","76","30","48","37","56","0","12","37","56","84","61","538","172","372","161","215","125","157","120","35","58","122","108","166","116","1500000US240054114073","Block Group 3, Census Tract 4114.07, Baltimore County, Maryland"
"986","276","224","155","198","149","65","77","133","143","0","12","133","143","26","40","762","284","541","265","262","219","279","180","32","54","247","171","221","134","1500000US240054114074","Block Group 4, Census Tract 4114.07, Baltimore County, Maryland"
"438","163","155","153","78","88","32","49","46","72","46","72","0","12","77","127","283","160","226","142","196","152","30","50","0","12","30","50","57","70","1500000US240054114075","Block Group 5, Census Tract 4114.07, Baltimore County, Maryland"
"342","73","91","40","79","38","39","25","40","32","12","19","28","26","12","18","251","79","228","79","157","59","71","58","67","60","4","9","23","21","1500000US240054114081","Block Group 1, Census Tract 4114.08, Baltimore County, Maryland"
"926","94","226","67","135","53","106","48","29","24","0","12","29","24","91","43","700","108","335","106","297","101","38","34","15","24","23","25","365","95","1500000US240054114082","Block Group 2, Census Tract 4114.08, Baltimore County, Maryland"
"226","57","71","45","58","41","57","42","1","7","1","7","0","12","13","15","155","48","81","40","60","39","21","25","14","21","7","12","74","44","1500000US240054114083","Block Group 3, Census Tract 4114.08, Baltimore County, Maryland"
"423","54","161","52","104","44","87","41","17","18","17","18","0","12","57","33","262","65","217","61","177","55","40","28","11","17","29","22","45","36","1500000US240054114091","Block Group 1, Census Tract 4114.09, Baltimore County, Maryland"
"679","73","235","66","204","65","194","61","10","14","0","12","10","14","31","28","444","73","366","67","257","72","109","57","21","22","88","52","78","47","1500000US240054114092","Block Group 2, Census Tract 4114.09, Baltimore County, Maryland"
"731","89","178","66","101","57","81","52","20","23","7","11","13","20","77","40","553","87","385","85","253","65","132","75","10","15","122","74","168","72","1500000US240054114093","Block Group 3, Census Tract 4114.09, Baltimore County, Maryland"
"389","65","192","75","142","74","99","48","43","52","0","12","43","52","50","35","197","59","174","55","142","49","32","30","0","12","32","30","23","28","1500000US240054114101","Block Group 1, Census Tract 4114.10, Baltimore County, Maryland"
"560","71","286","65","197","59","141","60","56","39","0","12","56","39","89","38","274","60","209","54","172","53","37","34","0","12","37","34","65","39","1500000US240054114102","Block Group 2, Census Tract 4114.10, Baltimore County, Maryland"
"752","92","213","82","161","76","104","47","57","60","53","59","4","7","52","36","539","93","434","103","265","79","169","91","86","78","83","70","105","69","1500000US240054114103","Block Group 3, Census Tract 4114.10, Baltimore County, Maryland"
"496","76","246","72","203","67","129","56","74","40","14","17","60","38","43","33","250","75","218","73","194","70","24","26","24","26","0","12","32","30","1500000US240054201001","Block Group 1, Census Tract 4201, Baltimore County, Maryland"
"512","81","266","62","152","51","111","44","41","29","11","16","30","25","114","53","246","89","120","63","107","59","13","19","0","12","13","19","126","69","1500000US240054201002","Block Group 2, Census Tract 4201, Baltimore County, Maryland"
"303","55","215","48","125","48","108","46","17","21","0","12","17","21","90","43","88","62","75","58","75","58","0","12","0","12","0","12","13","20","1500000US240054201003","Block Group 3, Census Tract 4201, Baltimore County, Maryland"
"574","69","232","60","117","46","85","41","32","26","0","12","32","26","115","46","342","67","269","67","179","66","90","51","48","34","42","45","73","44","1500000US240054202001","Block Group 1, Census Tract 4202, Baltimore County, Maryland"
"566","83","303","64","56","35","40","27","16","20","16","20","0","12","247","63","263","68","185","67","151","55","34","45","0","12","34","45","78","42","1500000US240054202002","Block Group 2, Census Tract 4202, Baltimore County, Maryland"
"1067","43","287","71","121","73","40","38","81","62","0","12","81","62","166","68","780","77","459","103","234","68","225","101","36","29","189","87","321","101","1500000US240054203011","Block Group 1, Census Tract 4203.01, Baltimore County, Maryland"
"346","56","60","26","35","21","35","21","0","12","0","12","0","12","25","18","286","51","160","47","80","39","80","41","31","31","49","31","126","41","1500000US240054203021","Block Group 1, Census Tract 4203.02, Baltimore County, Maryland"
"624","68","222","58","80","36","40","21","40","36","16","17","24","29","142","55","402","66","321","61","197","61","124","46","39","37","85","38","81","45","1500000US240054203022","Block Group 2, Census Tract 4203.02, Baltimore County, Maryland"
"492","37","201","36","142","33","119","26","23","17","7","10","16","14","59","28","291","43","223","33","172","33","51","42","6","10","45","40","68","34","1500000US240054203031","Block Group 1, Census Tract 4203.03, Baltimore County, Maryland"
"402","132","186","89","109","77","35","41","74","61","10","28","64","61","77","71","216","120","175","101","88","75","87","77","32","50","55","62","41","64","1500000US240054204011","Block Group 1, Census Tract 4204.01, Baltimore County, Maryland"
"770","201","206","111","117","72","63","51","54","59","54","59","0","12","89","80","564","195","492","185","258","156","234","109","110","102","124","104","72","67","1500000US240054204012","Block Group 2, Census Tract 4204.01, Baltimore County, Maryland"
"239","104","85","71","27","49","27","49","0","12","0","12","0","12","58","44","154","87","107","81","72","62","35","56","0","12","35","56","47","43","1500000US240054204013","Block Group 3, Census Tract 4204.01, Baltimore County, Maryland"
"528","187","204","86","130","77","58","52","72","76","2","45","70","69","74","64","324","189","214","162","136","125","78","101","0","12","78","101","110","107","1500000US240054204014","Block Group 4, Census Tract 4204.01, Baltimore County, Maryland"
"392","52","148","34","110","32","68","36","42","29","11","10","31","27","38","22","244","57","169","47","120","43","49","33","39","34","10","13","75","43","1500000US240054204021","Block Group 1, Census Tract 4204.02, Baltimore County, Maryland"
"343","45","138","35","93","33","53","25","40","26","0","12","40","26","45","33","205","47","165","47","132","46","33","21","21","16","12","13","40","28","1500000US240054204022","Block Group 2, Census Tract 4204.02, Baltimore County, Maryland"
"864","85","318","70","156","50","137","47","19","20","19","20","0","12","162","58","546","109","268","101","171","90","97","64","67","61","30","23","278","100","1500000US240054205001","Block Group 1, Census Tract 4205, Baltimore County, Maryland"
"483","87","209","66","145","60","108","45","37","44","0","12","37","44","64","43","274","86","174","70","104","57","70","46","60","44","10","14","100","68","1500000US240054205002","Block Group 2, Census Tract 4205, Baltimore County, Maryland"
"707","103","241","65","199","61","118","55","81","47","30","28","51","39","42","32","466","94","306","98","190","94","116","66","0","12","116","66","160","74","1500000US240054206001","Block Group 1, Census Tract 4206, Baltimore County, Maryland"
"217","62","71","44","33","29","18","21","15","17","0","12","15","17","38","35","146","53","101","50","61","45","40","31","4","7","36","30","45","33","1500000US240054206002","Block Group 2, Census Tract 4206, Baltimore County, Maryland"
"417","82","246","58","157","54","79","43","78","44","26","29","52","34","89","66","171","65","142","64","83","57","59","43","14","20","45","40","29","28","1500000US240054206003","Block Group 3, Census Tract 4206, Baltimore County, Maryland"
"1129","70","437","80","239","69","181","69","58","27","13","14","45","22","198","72","692","92","481","107","251","84","230","91","93","61","137","71","211","82","1500000US240054207011","Block Group 1, Census Tract 4207.01, Baltimore County, Maryland"
"772","45","408","53","224","44","179","41","45","33","27","29","18","16","184","50","364","61","255","59","181","46","74","40","31","27","43","32","109","39","1500000US240054207021","Block Group 1, Census Tract 4207.02, Baltimore County, Maryland"
"334","90","113","44","74","42","17","16","57","41","9","14","48","38","39","27","221","89","174","81","33","35","141","80","30","25","111","78","47","45","1500000US240054208001","Block Group 1, Census Tract 4208, Baltimore County, Maryland"
"459","88","217","64","193","62","131","50","62","53","35","45","27","25","24","23","242","90","166","71","112","60","54","48","32","32","22","36","76","61","1500000US240054208002","Block Group 2, Census Tract 4208, Baltimore County, Maryland"
"375","71","180","54","103","48","65","38","38","32","11","18","27","28","77","38","195","74","157","70","75","55","82","52","0","12","82","52","38","29","1500000US240054208003","Block Group 3, Census Tract 4208, Baltimore County, Maryland"
"538","101","153","62","89","42","66","38","23","25","15","20","8","14","64","46","385","105","312","104","171","80","141","78","55","57","86","55","73","41","1500000US240054209001","Block Group 1, Census Tract 4209, Baltimore County, Maryland"
"362","82","202","75","103","58","30","25","73","53","28","26","45","45","99","53","160","76","120","62","62","38","58","43","7","12","51","41","40","49","1500000US240054209002","Block Group 2, Census Tract 4209, Baltimore County, Maryland"
"547","107","155","48","54","26","47","25","7","11","0","12","7","11","101","47","392","117","195","94","80","67","115","68","29","38","86","57","197","87","1500000US240054209003","Block Group 3, Census Tract 4209, Baltimore County, Maryland"
"835","66","471","73","150","33","103","29","47","27","34","24","13","14","321","72","364","77","214","52","126","47","88","37","15","15","73","36","150","61","1500000US240054210001","Block Group 1, Census Tract 4210, Baltimore County, Maryland"
"646","109","398","95","183","76","96","55","87","58","61","50","26","30","215","75","248","72","161","60","76","55","85","62","9","14","76","60","87","50","1500000US240054211011","Block Group 1, Census Tract 4211.01, Baltimore County, Maryland"
"609","104","211","69","73","45","64","42","9","15","9","15","0","12","138","61","398","93","274","66","131","74","143","68","28","33","115","72","124","66","1500000US240054211012","Block Group 2, Census Tract 4211.01, Baltimore County, Maryland"
"519","64","290","50","180","45","129","40","51","30","11","15","40","28","110","35","229","57","210","59","99","36","111","53","38","33","73","46","19","18","1500000US240054211021","Block Group 1, Census Tract 4211.02, Baltimore County, Maryland"
"451","56","162","38","84","31","29","19","55","32","18","19","37","27","78","27","289","54","179","56","101","45","78","42","22","15","56","38","110","45","1500000US240054211022","Block Group 2, Census Tract 4211.02, Baltimore County, Maryland"
"389","57","233","54","137","41","83","30","54","38","6","9","48","37","96","50","156","43","110","39","59","32","51","31","6","8","45","30","46","24","1500000US240054212001","Block Group 1, Census Tract 4212, Baltimore County, Maryland"
"292","48","124","43","62","31","42","26","20","18","0","12","20","18","62","32","168","49","129","42","76","36","53","37","30","24","23","29","39","27","1500000US240054212002","Block Group 2, Census Tract 4212, Baltimore County, Maryland"
"354","77","191","57","96","37","47","34","49","35","0","12","49","35","95","57","163","65","96","58","55","55","41","31","26","26","15","20","67","45","1500000US240054213001","Block Group 1, Census Tract 4213, Baltimore County, Maryland"
"349","77","126","62","78","44","14","16","64","41","10","16","54","42","48","43","223","82","178","70","51","34","127","64","0","12","127","64","45","33","1500000US240054213002","Block Group 2, Census Tract 4213, Baltimore County, Maryland"
"412","97","193","64","74","41","36","35","38","28","0","12","38","28","119","52","219","96","155","84","82","53","73","61","0","12","73","61","64","48","1500000US240054213003","Block Group 3, Census Tract 4213, Baltimore County, Maryland"
"837","110","71","43","30","29","25","27","5","9","0","12","5","9","41","36","766","125","570","128","249","101","321","111","149","78","172","91","196","67","1500000US240054301011","Block Group 1, Census Tract 4301.01, Baltimore County, Maryland"
"573","98","211","56","145","50","95","43","50","40","7","11","43","39","66","34","362","100","250","93","190","85","60","45","27","30","33","32","112","66","1500000US240054301012","Block Group 2, Census Tract 4301.01, Baltimore County, Maryland"
"369","67","140","50","110","48","68","34","42","34","0","12","42","34","30","37","229","66","158","63","80","37","78","52","39","44","39","40","71","57","1500000US240054301041","Block Group 1, Census Tract 4301.04, Baltimore County, Maryland"
"553","87","259","66","208","59","135","54","73","37","19","18","54","32","51","32","294","86","245","87","167","65","78","63","22","34","56","54","49","41","1500000US240054301042","Block Group 2, Census Tract 4301.04, Baltimore County, Maryland"
"333","95","98","43","57","32","41","22","16","24","0","12","16","24","41","32","235","96","181","96","18","20","163","93","24","38","139","89","54","37","1500000US240054302001","Block Group 1, Census Tract 4302, Baltimore County, Maryland"
"426","70","116","41","92","32","76","32","16","18","0","12","16","18","24","22","310","73","266","77","168","64","98","83","34","42","64","73","44","29","1500000US240054302002","Block Group 2, Census Tract 4302, Baltimore County, Maryland"
"277","79","184","74","52","37","17","17","35","34","26","31","9","14","132","71","93","58","85","56","44","22","41","46","12","19","29","43","8","12","1500000US240054302003","Block Group 3, Census Tract 4302, Baltimore County, Maryland"
"512","100","154","53","63","39","32","26","31","30","7","12","24","29","91","54","358","97","224","84","88","64","136","71","38","40","98","64","134","73","1500000US240054303001","Block Group 1, Census Tract 4303, Baltimore County, Maryland"
"453","86","105","48","88","44","38","25","50","35","19","22","31","26","17","17","348","93","284","89","152","70","132","67","53","44","79","55","64","39","1500000US240054303002","Block Group 2, Census Tract 4303, Baltimore County, Maryland"
"385","86","248","68","143","54","90","40","53","41","12","19","41","41","105","56","137","68","81","42","35","24","46","39","8","13","38","38","56","55","1500000US240054303003","Block Group 3, Census Tract 4303, Baltimore County, Maryland"
"541","140","85","60","46","49","38","48","8","14","0","12","8","14","39","30","456","128","359","127","93","58","266","113","0","12","266","113","97","76","1500000US240054303004","Block Group 4, Census Tract 4303, Baltimore County, Maryland"
"432","82","145","58","108","58","79","48","29","31","17","26","12","19","37","26","287","86","195","69","138","67","57","40","27","31","30","27","92","68","1500000US240054304001","Block Group 1, Census Tract 4304, Baltimore County, Maryland"
"514","90","191","62","101","50","81","44","20","23","13","20","7","11","90","46","323","93","206","85","165","80","41","36","0","12","41","36","117","68","1500000US240054304002","Block Group 2, Census Tract 4304, Baltimore County, Maryland"
"634","100","235","59","151","55","111","55","40","28","10","17","30","23","84","44","399","101","290","92","250","85","40","33","18","21","22","26","109","48","1500000US240054304003","Block Group 3, Census Tract 4304, Baltimore County, Maryland"
"551","48","237","45","158","38","134","35","24","17","11","11","13","14","79","31","314","48","250","47","192","40","58","30","42","29","16","14","64","29","1500000US240054306001","Block Group 1, Census Tract 4306, Baltimore County, Maryland"
"319","38","159","35","96","34","96","34","0","12","0","12","0","12","63","31","160","43","125","40","108","38","17","14","13","13","4","7","35","27","1500000US240054306002","Block Group 2, Census Tract 4306, Baltimore County, Maryland"
"319","67","143","60","128","61","98","56","30","34","15","24","15","27","15","24","176","60","125","59","75","51","50","47","0","12","50","47","51","36","1500000US240054307001","Block Group 1, Census Tract 4307, Baltimore County, Maryland"
"985","118","286","115","160","81","130","74","30","36","17","28","13","22","126","77","699","124","446","109","360","92","86","71","42","49","44","51","253","92","1500000US240054307002","Block Group 2, Census Tract 4307, Baltimore County, Maryland"
"647","88","223","88","121","69","121","69","0","12","0","12","0","12","102","53","424","109","258","88","134","62","124","87","51","72","73","58","166","102","1500000US240054307003","Block Group 3, Census Tract 4307, Baltimore County, Maryland"
"519","83","147","60","89","38","59","35","30","26","0","12","30","26","58","48","372","80","230","72","177","66","53","34","21","24","32","27","142","55","1500000US240054308001","Block Group 1, Census Tract 4308, Baltimore County, Maryland"
"364","63","116","40","78","31","49","27","29","23","9","16","20","17","38","25","248","59","161","49","132","49","29","26","0","12","29","26","87","47","1500000US240054308002","Block Group 2, Census Tract 4308, Baltimore County, Maryland"
"495","66","242","65","150","56","136","53","14","21","0","12","14","21","92","53","253","67","179","58","153","60","26","28","0","12","26","28","74","57","1500000US240054308003","Block Group 3, Census Tract 4308, Baltimore County, Maryland"
"829","137","246","88","206","82","123","77","83","64","19","28","64","59","40","37","583","150","335","150","170","100","165","101","127","105","38","44","248","118","1500000US240054309001","Block Group 1, Census Tract 4309, Baltimore County, Maryland"
"440","152","32","55","32","55","32","55","0","12","0","12","0","12","0","12","408","149","230","139","219","137","11","17","0","12","11","17","178","116","1500000US240054309002","Block Group 2, Census Tract 4309, Baltimore County, Maryland"
"660","218","48","45","28","41","17","31","11","26","11","26","0","12","20","23","612","223","322","189","167","146","155","125","86","104","69","73","290","159","1500000US240054309003","Block Group 3, Census Tract 4309, Baltimore County, Maryland"
"485","72","226","61","165","60","109","39","56","51","0","12","56","51","61","33","259","62","212","57","140","49","72","46","13","16","59","43","47","32","1500000US240054401001","Block Group 1, Census Tract 4401, Baltimore County, Maryland"
"426","64","170","52","86","41","67","35","19","22","8","12","11","18","84","40","256","63","198","58","154","55","44","29","10","16","34","23","58","28","1500000US240054401002","Block Group 2, Census Tract 4401, Baltimore County, Maryland"
"412","67","213","73","102","55","57","37","45","45","18","21","27","42","111","57","199","63","97","45","88","43","9","16","9","16","0","12","102","50","1500000US240054401003","Block Group 3, Census Tract 4401, Baltimore County, Maryland"
"420","65","171","67","116","62","116","62","0","12","0","12","0","12","55","36","249","61","176","57","115","45","61","51","0","12","61","51","73","49","1500000US240054401004","Block Group 4, Census Tract 4401, Baltimore County, Maryland"
"344","66","80","32","43","26","23","24","20","18","14","16","6","11","37","24","264","66","163","61","98","47","65","43","25","40","40","38","101","60","1500000US240054402001","Block Group 1, Census Tract 4402, Baltimore County, Maryland"
"699","68","365","67","148","46","126","39","22","19","0","12","22","19","217","58","334","76","237","50","200","45","37","36","13","16","24","30","97","55","1500000US240054402002","Block Group 2, Census Tract 4402, Baltimore County, Maryland"
"923","55","250","66","94","34","64","27","30","31","0","12","30","31","156","60","673","77","452","75","262","60","190","76","58","41","132","64","221","62","1500000US240054403001","Block Group 1, Census Tract 4403, Baltimore County, Maryland"
"636","169","221","101","155","101","130","89","25","41","0","12","25","41","66","49","415","165","164","113","122","98","42","41","2","12","40","40","251","131","1500000US240054404001","Block Group 1, Census Tract 4404, Baltimore County, Maryland"
"257","94","121","71","91","67","58","50","33","39","0","12","33","39","30","34","136","85","101","77","50","47","51","63","16","27","35","56","35","34","1500000US240054404002","Block Group 2, Census Tract 4404, Baltimore County, Maryland"
"588","135","283","94","161","99","161","99","0","12","0","12","0","12","122","64","305","116","238","109","174","122","64","71","0","12","64","71","67","58","1500000US240054404003","Block Group 3, Census Tract 4404, Baltimore County, Maryland"
"419","108","116","64","90","64","28","28","62","56","0","12","62","56","26","30","303","112","265","90","147","88","118","99","50","66","68","81","38","57","1500000US240054404004","Block Group 4, Census Tract 4404, Baltimore County, Maryland"
"988","91","447","70","243","59","209","59","34","25","0","12","34","25","204","58","541","80","385","71","299","77","86","59","37","50","49","42","156","59","1500000US240054405001","Block Group 1, Census Tract 4405, Baltimore County, Maryland"
"226","55","113","46","80","39","61","38","19","22","8","13","11","18","33","25","113","40","98","38","90","38","8","13","0","12","8","13","15","18","1500000US240054405002","Block Group 2, Census Tract 4405, Baltimore County, Maryland"
"764","30","326","37","248","50","200","48","48","20","11","10","37","18","78","35","438","42","387","45","317","51","70","36","55","36","15","13","51","24","1500000US240054406001","Block Group 1, Census Tract 4406, Baltimore County, Maryland"
"671","175","130","80","93","73","48","52","45","53","0","12","45","53","37","35","541","178","299","159","126","111","173","131","95","104","78","85","242","135","1500000US240054407011","Block Group 1, Census Tract 4407.01, Baltimore County, Maryland"
"1172","235","304","105","168","88","73","55","95","70","0","12","95","70","136","72","868","239","539","188","302","122","237","151","85","80","152","130","329","167","1500000US240054407012","Block Group 2, Census Tract 4407.01, Baltimore County, Maryland"
"615","145","155","80","96","58","54","47","42","49","0","12","42","49","59","62","460","151","285","121","104","78","181","107","40","53","141","97","175","130","1500000US240054407013","Block Group 3, Census Tract 4407.01, Baltimore County, Maryland"
"902","142","340","115","238","109","114","87","124","81","50","58","74","67","102","50","562","115","411","98","346","91","65","64","0","12","65","64","151","83","1500000US240054407021","Block Group 1, Census Tract 4407.02, Baltimore County, Maryland"
"1210","137","473","137","211","116","112","68","99","99","0","12","99","99","262","115","737","177","228","110","219","105","9","17","0","12","9","17","509","155","1500000US240054407022","Block Group 2, Census Tract 4407.02, Baltimore County, Maryland"
"1326","81","492","93","276","66","206","62","70","40","0","12","70","40","216","66","834","121","455","118","279","93","176","90","14","22","162","88","379","113","1500000US240054408001","Block Group 1, Census Tract 4408, Baltimore County, Maryland"
"692","92","246","74","121","58","100","56","21","23","0","12","21","23","125","62","446","77","289","76","233","77","56","43","0","12","56","43","157","77","1500000US240054409001","Block Group 1, Census Tract 4409, Baltimore County, Maryland"
"754","89","208","75","106","50","91","47","15","22","0","12","15","22","102","67","546","98","378","109","163","88","215","97","47","50","168","82","168","82","1500000US240054409002","Block Group 2, Census Tract 4409, Baltimore County, Maryland"
"678","93","197","52","141","52","105","44","36","27","6","10","30","25","56","32","481","83","363","86","241","70","122","69","8","13","114","68","118","71","1500000US240054410001","Block Group 1, Census Tract 4410, Baltimore County, Maryland"
"540","108","95","47","74","37","19","22","55","31","9","14","46","29","21","25","445","113","361","114","141","74","220","96","0","12","220","96","84","70","1500000US240054410002","Block Group 2, Census Tract 4410, Baltimore County, Maryland"
"417","48","239","42","141","44","98","39","43","31","11","12","32","29","98","31","178","40","126","37","58","29","68","34","25","18","43","28","52","26","1500000US240054411011","Block Group 1, Census Tract 4411.01, Baltimore County, Maryland"
"399","51","224","47","144","49","112","34","32","32","0","12","32","32","80","37","175","51","124","49","102","41","22","20","0","12","22","20","51","29","1500000US240054411012","Block Group 2, Census Tract 4411.01, Baltimore County, Maryland"
"317","79","166","66","118","65","100","58","18","20","0","12","18","20","48","29","151","67","96","48","66","50","30","32","0","12","30","32","55","50","1500000US240054411021","Block Group 1, Census Tract 4411.02, Baltimore County, Maryland"
"428","76","266","55","145","48","90","37","55","40","0","12","55","40","121","45","162","58","86","44","69","39","17","21","9","15","8","14","76","45","1500000US240054411022","Block Group 2, Census Tract 4411.02, Baltimore County, Maryland"
"330","81","129","46","95","40","80","39","15","16","0","12","15","16","34","24","201","82","137","66","56","32","81","66","32","40","49","56","64","59","1500000US240054411023","Block Group 3, Census Tract 4411.02, Baltimore County, Maryland"
"675","100","329","82","264","85","216","81","48","36","19","21","29","31","65","35","346","96","223","87","196","86","27","27","7","11","20","24","123","52","1500000US240054411024","Block Group 4, Census Tract 4411.02, Baltimore County, Maryland"
"508","82","290","75","205","71","117","53","88","62","53","57","35","32","85","42","218","71","199","71","131","67","68","47","20","24","48","39","19","17","1500000US240054501001","Block Group 1, Census Tract 4501, Baltimore County, Maryland"
"425","88","187","65","114","51","75","38","39","36","15","23","24","28","73","52","238","73","201","72","192","72","9","16","0","12","9","16","37","27","1500000US240054501002","Block Group 2, Census Tract 4501, Baltimore County, Maryland"
"595","104","397","90","101","49","56","38","45","33","20","22","25","25","296","91","198","79","144","67","121","60","23","29","18","27","5","8","54","48","1500000US240054501003","Block Group 3, Census Tract 4501, Baltimore County, Maryland"
"452","65","280","65","180","53","92","44","88","49","50","41","38","34","100","45","172","57","121","48","86","39","35","33","25","29","10","19","51","37","1500000US240054502001","Block Group 1, Census Tract 4502, Baltimore County, Maryland"
"368","79","268","74","165","70","81","41","84","62","59","55","25","27","103","53","100","54","78","48","57","42","21","25","11","18","10","17","22","25","1500000US240054502002","Block Group 2, Census Tract 4502, Baltimore County, Maryland"
"436","91","153","58","91","52","70","50","21","18","7","11","14","15","62","36","283","97","182","83","71","45","111","81","33","46","78","66","101","65","1500000US240054502003","Block Group 3, Census Tract 4502, Baltimore County, Maryland"
"914","85","449","84","188","55","146","51","42","29","6","10","36","28","261","71","465","109","294","98","191","84","103","62","15","17","88","60","171","92","1500000US240054503001","Block Group 1, Census Tract 4503, Baltimore County, Maryland"
"435","76","255","72","110","49","110","49","0","12","0","12","0","12","145","63","180","74","128","66","51","28","77","61","10","16","67","59","52","45","1500000US240054503002","Block Group 2, Census Tract 4503, Baltimore County, Maryland"
"209","41","104","34","79","31","65","29","14","14","0","12","14","14","25","16","105","33","83","31","77","30","6","9","6","9","0","12","22","16","1500000US240054504001","Block Group 1, Census Tract 4504, Baltimore County, Maryland"
"565","46","208","39","115","30","89","29","26","17","0","12","26","17","93","36","357","51","253","47","154","46","99","34","42","22","57","29","104","39","1500000US240054504002","Block Group 2, Census Tract 4504, Baltimore County, Maryland"
"444","91","253","74","180","70","129","57","51","46","13","20","38","42","73","40","191","79","112","60","54","35","58","51","19","21","39","46","79","47","1500000US240054505011","Block Group 1, Census Tract 4505.01, Baltimore County, Maryland"
"611","96","319","77","169","60","122","59","47","32","21","22","26","24","150","65","292","94","237","91","125","69","112","62","12","16","100","61","55","42","1500000US240054505012","Block Group 2, Census Tract 4505.01, Baltimore County, Maryland"
"585","101","213","72","170","66","104","57","66","46","10","15","56","43","43","34","372","86","258","83","185","77","73","59","16","19","57","56","114","63","1500000US240054505013","Block Group 3, Census Tract 4505.01, Baltimore County, Maryland"
"457","130","160","96","0","12","0","12","0","12","0","12","0","12","160","96","297","112","124","70","76","71","48","40","0","12","48","40","173","91","1500000US240054505031","Block Group 1, Census Tract 4505.03, Baltimore County, Maryland"
"825","124","308","125","202","100","156","92","46","46","0","12","46","46","106","90","517","133","368","123","205","119","163","85","25","35","138","80","149","88","1500000US240054505032","Block Group 2, Census Tract 4505.03, Baltimore County, Maryland"
"915","134","122","79","78","64","23","36","55","54","0","12","55","54","44","40","793","128","480","120","199","96","281","110","124","100","157","99","313","118","1500000US240054505033","Block Group 3, Census Tract 4505.03, Baltimore County, Maryland"
"207","100","91","66","52","46","20","37","32","43","23","38","9","20","39","43","116","81","30","33","30","33","0","12","0","12","0","12","86","73","1500000US240054505041","Block Group 1, Census Tract 4505.04, Baltimore County, Maryland"
