"GEO_ID","NAME","B19301_001E","B19301_001M","B19301_001MA","B19301_001EA",
"Geography","Geographic Area Name","Estimate!!Per capita income in the past 12 months (in 2016 inflation-adjusted dollars)","Margin of Error!!Per capita income in the past 12 months (in 2016 inflation-adjusted dollars)","Annotation of Margin of Error!!Per capita income in the past 12 months (in 2016 inflation-adjusted dollars)","Annotation of Estimate!!Per capita income in the past 12 months (in 2016 inflation-adjusted dollars)",
"1500000US240010001001","Block Group 1, Census Tract 1, Allegany County, Maryland","19800","3471","null","null",
"1500000US240010001002","Block Group 2, Census Tract 1, Allegany County, Maryland","20257","2520","null","null",
"1500000US240010001003","Block Group 3, Census Tract 1, Allegany County, Maryland","24777","5757","null","null",
"1500000US240010002001","Block Group 1, Census Tract 2, Allegany County, Maryland","35096","18400","null","null",
"1500000US240010002002","Block Group 2, Census Tract 2, Allegany County, Maryland","28364","4131","null","null",
"1500000US240010002003","Block Group 3, Census Tract 2, Allegany County, Maryland","11845","2214","null","null",
"1500000US240010003001","Block Group 1, Census Tract 3, Allegany County, Maryland","23466","4886","null","null",
"1500000US240010003002","Block Group 2, Census Tract 3, Allegany County, Maryland","20185","7789","null","null",
"1500000US240010003003","Block Group 3, Census Tract 3, Allegany County, Maryland","25306","6618","null","null",
"1500000US240010004001","Block Group 1, Census Tract 4, Allegany County, Maryland","33964","6997","null","null",
"1500000US240010004002","Block Group 2, Census Tract 4, Allegany County, Maryland","23773","4091","null","null",
"1500000US240010004003","Block Group 3, Census Tract 4, Allegany County, Maryland","18830","5696","null","null",
"1500000US240010005001","Block Group 1, Census Tract 5, Allegany County, Maryland","14602","2082","null","null",
"1500000US240010005002","Block Group 2, Census Tract 5, Allegany County, Maryland","23902","5303","null","null",
"1500000US240010006001","Block Group 1, Census Tract 6, Allegany County, Maryland","22337","3642","null","null",
"1500000US240010006002","Block Group 2, Census Tract 6, Allegany County, Maryland","17082","3512","null","null",
"1500000US240010007001","Block Group 1, Census Tract 7, Allegany County, Maryland","16199","2829","null","null",
"1500000US240010007002","Block Group 2, Census Tract 7, Allegany County, Maryland","13350","2404","null","null",
"1500000US240010008001","Block Group 1, Census Tract 8, Allegany County, Maryland","19317","3828","null","null",
"1500000US240010008002","Block Group 2, Census Tract 8, Allegany County, Maryland","11504","2055","null","null",
"1500000US240010010001","Block Group 1, Census Tract 10, Allegany County, Maryland","18356","2724","null","null",
"1500000US240010010002","Block Group 2, Census Tract 10, Allegany County, Maryland","15583","2180","null","null",
"1500000US240010011001","Block Group 1, Census Tract 11, Allegany County, Maryland","22275","2670","null","null",
"1500000US240010012001","Block Group 1, Census Tract 12, Allegany County, Maryland","41323","10663","null","null",
"1500000US240010012002","Block Group 2, Census Tract 12, Allegany County, Maryland","21119","4075","null","null",
"1500000US240010012003","Block Group 3, Census Tract 12, Allegany County, Maryland","35276","7016","null","null",
"1500000US240010013001","Block Group 1, Census Tract 13, Allegany County, Maryland","30397","10384","null","null",
"1500000US240010013002","Block Group 2, Census Tract 13, Allegany County, Maryland","5210","828","null","null",
"1500000US240010014011","Block Group 1, Census Tract 14.01, Allegany County, Maryland","46125","10661","null","null",
"1500000US240010014012","Block Group 2, Census Tract 14.01, Allegany County, Maryland","39516","10983","null","null",
"1500000US240010014013","Block Group 3, Census Tract 14.01, Allegany County, Maryland","32904","8858","null","null",
"1500000US240010014021","Block Group 1, Census Tract 14.02, Allegany County, Maryland","25081","3176","null","null",
"1500000US240010015021","Block Group 1, Census Tract 15.02, Allegany County, Maryland","23463","3979","null","null",
"1500000US240010015031","Block Group 1, Census Tract 15.03, Allegany County, Maryland","22146","3620","null","null",
"1500000US240010015032","Block Group 2, Census Tract 15.03, Allegany County, Maryland","20756","2979","null","null",
"1500000US240010015033","Block Group 3, Census Tract 15.03, Allegany County, Maryland","24569","4304","null","null",
"1500000US240010016001","Block Group 1, Census Tract 16, Allegany County, Maryland","28459","3389","null","null",
"1500000US240010017001","Block Group 1, Census Tract 17, Allegany County, Maryland","37006","10494","null","null",
"1500000US240010017002","Block Group 2, Census Tract 17, Allegany County, Maryland","24615","6472","null","null",
"1500000US240010017003","Block Group 3, Census Tract 17, Allegany County, Maryland","28718","4591","null","null",
"1500000US240010017004","Block Group 4, Census Tract 17, Allegany County, Maryland","15920","2674","null","null",
"1500000US240010018001","Block Group 1, Census Tract 18, Allegany County, Maryland","19896","3743","null","null",
"1500000US240010018002","Block Group 2, Census Tract 18, Allegany County, Maryland","26459","6051","null","null",
"1500000US240010018003","Block Group 3, Census Tract 18, Allegany County, Maryland","7364","2080","null","null",
"1500000US240010019001","Block Group 1, Census Tract 19, Allegany County, Maryland","23205","4039","null","null",
"1500000US240010019002","Block Group 2, Census Tract 19, Allegany County, Maryland","23223","3061","null","null",
"1500000US240010020001","Block Group 1, Census Tract 20, Allegany County, Maryland","16009","3592","null","null",
"1500000US240010020002","Block Group 2, Census Tract 20, Allegany County, Maryland","28256","4741","null","null",
"1500000US240010020003","Block Group 3, Census Tract 20, Allegany County, Maryland","22780","6036","null","null",
"1500000US240010021001","Block Group 1, Census Tract 21, Allegany County, Maryland","20179","2104","null","null",
"1500000US240010021002","Block Group 2, Census Tract 21, Allegany County, Maryland","21546","2787","null","null",
"1500000US240010022001","Block Group 1, Census Tract 22, Allegany County, Maryland","22281","3244","null","null",
"1500000US240010022002","Block Group 2, Census Tract 22, Allegany County, Maryland","23794","5597","null","null",
"1500000US240010022003","Block Group 3, Census Tract 22, Allegany County, Maryland","25853","3623","null","null",
"1500000US240037011011","Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland","43541","7547","null","null",
"1500000US240037011012","Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland","48880","7458","null","null",
