"B11016_001E","B11016_001M","B11016_002E","B11016_002M","B11016_003E","B11016_003M","B11016_004E","B11016_004M","B11016_005E","B11016_005M","B11016_006E","B11016_006M","B11016_007E","B11016_007M","B11016_008E","B11016_008M","B11016_009E","B11016_009M","B11016_010E","B11016_010M","B11016_011E","B11016_011M","B11016_012E","B11016_012M","B11016_013E","B11016_013M","B11016_014E","B11016_014M","B11016_015E","B11016_015M","B11016_016E","B11016_016M","GEO_ID","NAME"
"723","78","451","64","228","48","128","44","45","31","34","20","16","17","0","12","272","70","166","48","70","46","36","42","0","12","0","12","0","12","0","12","1500000US240010016001","Block Group 1, Census Tract 16, Allegany County, Maryland"
"122","62","70","51","38","31","0","12","32","40","0","12","0","12","0","12","52","51","52","51","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240010017001","Block Group 1, Census Tract 17, Allegany County, Maryland"
"479","122","216","115","130","85","14","23","31","41","41","35","0","12","0","12","263","121","132","63","79","77","52","66","0","12","0","12","0","12","0","12","1500000US240010017002","Block Group 2, Census Tract 17, Allegany County, Maryland"
"599","118","490","122","259","84","142","76","89","81","0","12","0","12","0","12","109","59","94","56","15","23","0","12","0","12","0","12","0","12","0","12","1500000US240010017003","Block Group 3, Census Tract 17, Allegany County, Maryland"
"591","143","283","124","72","48","74","66","117","106","0","12","0","12","20","33","308","136","200","103","76","94","32","40","0","12","0","12","0","12","0","12","1500000US240010017004","Block Group 4, Census Tract 17, Allegany County, Maryland"
"784","129","413","96","279","92","53","49","45","39","36","25","0","12","0","12","371","106","293","92","78","67","0","12","0","12","0","12","0","12","0","12","1500000US240010018001","Block Group 1, Census Tract 18, Allegany County, Maryland"
"340","77","144","52","69","36","22","25","34","37","19","28","0","12","0","12","196","69","147","62","41","28","0","12","0","12","8","13","0","12","0","12","1500000US240010018002","Block Group 2, Census Tract 18, Allegany County, Maryland"
"242","87","46","30","37","28","0","12","0","12","9","15","0","12","0","12","196","82","103","61","26","32","22","24","26","29","19","21","0","12","0","12","1500000US240010018003","Block Group 3, Census Tract 18, Allegany County, Maryland"
"601","82","432","75","245","54","57","28","85","41","27","25","18","19","0","12","169","74","141","71","28","24","0","12","0","12","0","12","0","12","0","12","1500000US240010019001","Block Group 1, Census Tract 19, Allegany County, Maryland"
"508","57","368","58","164","47","86","39","37","21","57","31","21","25","3","4","140","46","131","46","6","6","0","12","0","12","3","5","0","12","0","12","1500000US240010019002","Block Group 2, Census Tract 19, Allegany County, Maryland"
"740","148","489","154","307","127","99","95","68","63","15","31","0","12","0","12","251","131","152","78","99","116","0","12","0","12","0","12","0","12","0","12","1500000US240010020001","Block Group 1, Census Tract 20, Allegany County, Maryland"
"1083","160","795","161","381","116","217","112","166","103","12","22","19","29","0","12","288","106","247","97","41","49","0","12","0","12","0","12","0","12","0","12","1500000US240010020002","Block Group 2, Census Tract 20, Allegany County, Maryland"
"435","118","275","107","131","84","72","58","23","35","49","57","0","12","0","12","160","93","160","93","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240010020003","Block Group 3, Census Tract 20, Allegany County, Maryland"
"749","80","552","83","277","68","110","46","82","41","60","37","15","13","8","10","197","52","163","46","31","23","3","5","0","12","0","12","0","12","0","12","1500000US240010021001","Block Group 1, Census Tract 21, Allegany County, Maryland"
"494","82","292","70","184","61","53","34","37","24","14","15","4","6","0","12","202","78","167","76","32","23","3","5","0","12","0","12","0","12","0","12","1500000US240010021002","Block Group 2, Census Tract 21, Allegany County, Maryland"
"472","74","277","72","118","49","61","43","48","31","50","49","0","12","0","12","195","77","176","76","19","20","0","12","0","12","0","12","0","12","0","12","1500000US240010022001","Block Group 1, Census Tract 22, Allegany County, Maryland"
"556","94","336","71","126","53","43","27","56","32","93","50","11","12","7","10","220","75","199","70","21","30","0","12","0","12","0","12","0","12","0","12","1500000US240010022002","Block Group 2, Census Tract 22, Allegany County, Maryland"
"639","78","445","80","252","60","109","54","47","33","30","22","7","12","0","12","194","60","190","61","4","7","0","12","0","12","0","12","0","12","0","12","1500000US240010022003","Block Group 3, Census Tract 22, Allegany County, Maryland"
"303","60","289","61","98","45","63","35","69","48","26","23","33","35","0","12","14","15","6","10","8","12","0","12","0","12","0","12","0","12","0","12","1500000US240037011011","Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland"
"353","68","238","65","113","45","54","54","40","33","31","28","0","12","0","12","115","49","79","52","36","28","0","12","0","12","0","12","0","12","0","12","1500000US240037011012","Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland"
"306","53","190","43","97","42","25","21","56","37","12","19","0","12","0","12","116","47","109","44","7","12","0","12","0","12","0","12","0","12","0","12","1500000US240037011013","Block Group 3, Census Tract 7011.01, Anne Arundel County, Maryland"
"545","64","492","69","202","60","119","63","100","50","61","37","10","16","0","12","53","28","45","27","0","12","8","14","0","12","0","12","0","12","0","12","1500000US240037011014","Block Group 4, Census Tract 7011.01, Anne Arundel County, Maryland"
"1158","152","606","146","252","100","198","92","104","87","41","38","11","20","0","12","552","151","473","147","63","51","16","27","0","12","0","12","0","12","0","12","1500000US240037011021","Block Group 1, Census Tract 7011.02, Anne Arundel County, Maryland"
"348","67","253","71","180","78","29","32","29","34","0","12","0","12","15","24","95","57","64","45","31","34","0","12","0","12","0","12","0","12","0","12","1500000US240037011022","Block Group 2, Census Tract 7011.02, Anne Arundel County, Maryland"
"764","122","543","128","190","85","149","94","87","49","117","83","0","12","0","12","221","101","142","76","30","33","0","12","49","72","0","12","0","12","0","12","1500000US240037011023","Block Group 3, Census Tract 7011.02, Anne Arundel County, Maryland"
"824","113","545","108","205","76","173","86","101","68","48","72","0","12","18","29","279","99","233","95","46","45","0","12","0","12","0","12","0","12","0","12","1500000US240037011024","Block Group 4, Census Tract 7011.02, Anne Arundel County, Maryland"
"854","137","723","134","282","94","234","122","148","95","59","51","0","12","0","12","131","89","114","83","17","28","0","12","0","12","0","12","0","12","0","12","1500000US240037012001","Block Group 1, Census Tract 7012, Anne Arundel County, Maryland"
"600","118","434","107","221","93","74","55","91","57","38","44","10","16","0","12","166","95","147","88","19","32","0","12","0","12","0","12","0","12","0","12","1500000US240037012002","Block Group 2, Census Tract 7012, Anne Arundel County, Maryland"
"794","141","580","130","294","127","141","76","85","64","26","36","34","54","0","12","214","119","156","92","58","74","0","12","0","12","0","12","0","12","0","12","1500000US240037012003","Block Group 3, Census Tract 7012, Anne Arundel County, Maryland"
"755","130","576","135","292","111","27","31","195","87","0","12","42","67","20","27","179","79","141","68","38","43","0","12","0","12","0","12","0","12","0","12","1500000US240037012004","Block Group 4, Census Tract 7012, Anne Arundel County, Maryland"
"587","85","445","88","215","75","74","49","125","70","17","24","0","12","14","23","142","91","142","91","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037013001","Block Group 1, Census Tract 7013, Anne Arundel County, Maryland"
"688","89","591","97","177","77","126","82","183","80","62","50","43","42","0","12","97","56","52","48","16","26","29","33","0","12","0","12","0","12","0","12","1500000US240037013002","Block Group 2, Census Tract 7013, Anne Arundel County, Maryland"
"394","108","360","109","172","83","57","48","70","56","44","40","17","27","0","12","34","41","34","41","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037013003","Block Group 3, Census Tract 7013, Anne Arundel County, Maryland"
"1076","144","809","178","351","125","92","66","263","152","62","53","29","33","12","20","267","104","229","91","38","47","0","12","0","12","0","12","0","12","0","12","1500000US240037013004","Block Group 4, Census Tract 7013, Anne Arundel County, Maryland"
"356","80","286","72","137","56","103","65","8","13","28","26","10","17","0","12","70","49","60","47","0","12","10","15","0","12","0","12","0","12","0","12","1500000US240037014001","Block Group 1, Census Tract 7014, Anne Arundel County, Maryland"
"853","70","713","88","277","80","143","54","128","60","93","48","34","29","38","25","140","74","109","62","31","39","0","12","0","12","0","12","0","12","0","12","1500000US240037014002","Block Group 2, Census Tract 7014, Anne Arundel County, Maryland"
"918","110","709","134","389","105","99","62","142","68","45","63","0","12","34","41","209","88","90","52","119","69","0","12","0","12","0","12","0","12","0","12","1500000US240037021001","Block Group 1, Census Tract 7021, Anne Arundel County, Maryland"
"348","65","239","66","161","57","20","32","23","28","17","27","18","29","0","12","109","62","53","46","56","45","0","12","0","12","0","12","0","12","0","12","1500000US240037021002","Block Group 2, Census Tract 7021, Anne Arundel County, Maryland"
"566","123","319","96","133","61","70","58","89","64","13","21","14","23","0","12","247","116","233","115","14","22","0","12","0","12","0","12","0","12","0","12","1500000US240037021003","Block Group 3, Census Tract 7021, Anne Arundel County, Maryland"
"469","95","358","73","160","66","64","52","78","54","36","42","20","29","0","12","111","100","111","100","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037021004","Block Group 4, Census Tract 7021, Anne Arundel County, Maryland"
"279","69","181","75","65","43","75","56","32","27","0","12","0","12","9","17","98","67","89","69","9","15","0","12","0","12","0","12","0","12","0","12","1500000US240037021005","Block Group 5, Census Tract 7021, Anne Arundel County, Maryland"
"750","71","672","70","276","67","122","52","219","67","46","31","9","12","0","12","78","40","69","39","9","13","0","12","0","12","0","12","0","12","0","12","1500000US240037022041","Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland"
"756","73","572","87","178","64","166","78","136","48","63","34","29","32","0","12","184","66","144","55","40","35","0","12","0","12","0","12","0","12","0","12","1500000US240037022042","Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland"
"927","155","759","165","492","124","171","120","96","71","0","12","0","12","0","12","168","75","107","60","61","46","0","12","0","12","0","12","0","12","0","12","1500000US240037022051","Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland"
"924","136","470","123","231","107","158","85","0","12","81","67","0","12","0","12","454","113","364","120","90","82","0","12","0","12","0","12","0","12","0","12","1500000US240037022052","Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland"
"456","93","381","104","113","50","99","69","101","82","45","48","23","31","0","12","75","47","75","47","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037022053","Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland"
"949","151","770","157","246","117","210","116","56","58","93","57","22","35","143","84","179","79","153","81","16","26","0","12","10","23","0","12","0","12","0","12","1500000US240037022061","Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland"
"825","148","420","155","248","124","44","43","64","70","45","52","19","30","0","12","405","134","323","132","82","69","0","12","0","12","0","12","0","12","0","12","1500000US240037022062","Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland"
"665","129","645","136","135","100","263","120","195","97","36","37","16","26","0","12","20","25","11","18","9","14","0","12","0","12","0","12","0","12","0","12","1500000US240037022063","Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland"
"1897","178","1337","171","448","199","492","127","193","92","190","131","0","12","14","24","560","164","502","160","58","49","0","12","0","12","0","12","0","12","0","12","1500000US240037022081","Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland"
"831","116","800","114","234","81","176","78","292","106","72","71","26","29","0","12","31","34","31","34","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037022082","Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland"
"343","48","314","53","49","25","140","57","82","45","43","34","0","12","0","12","29","24","29","24","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037022091","Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland"
"418","61","369","67","100","47","82","44","118","44","69","35","0","12","0","12","49","38","49","38","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037022092","Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland"
"693","89","552","84","297","77","57","32","129","69","19","21","18","22","32","33","141","81","117","74","11","16","13","24","0","12","0","12","0","12","0","12","1500000US240037022093","Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland"
"234","69","209","72","62","35","60","52","75","57","0","12","0","12","12","18","25","23","7","11","18","21","0","12","0","12","0","12","0","12","0","12","1500000US240037023001","Block Group 1, Census Tract 7023, Anne Arundel County, Maryland"
"585","87","517","88","292","70","69","48","93","55","16","21","39","43","8","12","68","48","68","48","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037023002","Block Group 2, Census Tract 7023, Anne Arundel County, Maryland"
"545","92","475","94","172","66","88","45","115","56","77","59","23","24","0","12","70","37","70","37","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037023003","Block Group 3, Census Tract 7023, Anne Arundel County, Maryland"
"654","77","390","74","196","72","95","52","71","40","28","27","0","12","0","12","264","99","214","105","50","38","0","12","0","12","0","12","0","12","0","12","1500000US240037023004","Block Group 4, Census Tract 7023, Anne Arundel County, Maryland"
"749","145","413","129","162","78","82","53","92","59","18","26","48","75","11","16","336","114","190","88","127","76","19","31","0","12","0","12","0","12","0","12","1500000US240037024021","Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland"
"1851","169","946","161","543","130","227","107","159","75","17","26","0","12","0","12","905","193","804","169","86","92","15","26","0","12","0","12","0","12","0","12","1500000US240037024022","Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland"
"831","118","474","112","405","118","33","36","20","29","16","26","0","12","0","12","357","111","332","111","25","28","0","12","0","12","0","12","0","12","0","12","1500000US240037024023","Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland"
"498","131","417","130","112","74","92","53","82","89","47","43","0","12","84","132","81","57","58","45","0","12","0","12","23","36","0","12","0","12","0","12","1500000US240037025001","Block Group 1, Census Tract 7025, Anne Arundel County, Maryland"
"442","163","283","139","42","47","170","121","53","50","18","30","0","12","0","12","159","113","116","103","43","49","0","12","0","12","0","12","0","12","0","12","1500000US240037025002","Block Group 2, Census Tract 7025, Anne Arundel County, Maryland"
"860","189","749","181","216","121","263","143","134","67","79","78","0","12","57","80","111","116","111","116","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037025003","Block Group 3, Census Tract 7025, Anne Arundel County, Maryland"
"325","81","258","84","174","98","18","28","66","52","0","12","0","12","0","12","67","50","67","50","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037025004","Block Group 4, Census Tract 7025, Anne Arundel County, Maryland"
"195","80","99","50","64","36","0","12","35","42","0","12","0","12","0","12","96","76","83","76","13","20","0","12","0","12","0","12","0","12","0","12","1500000US240037026011","Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland"
"626","105","520","108","289","66","64","58","130","84","21","30","16","24","0","12","106","78","50","48","19","30","0","12","37","58","0","12","0","12","0","12","1500000US240037026012","Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland"
"311","71","235","68","96","53","41","41","57","48","41","64","0","12","0","12","76","54","76","54","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037026013","Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland"
"507","125","271","93","171","81","65","58","21","34","0","12","0","12","14","22","236","130","221","122","0","12","0","12","0","12","0","12","15","23","0","12","1500000US240037026014","Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland"
"580","133","381","126","93","51","191","121","68","59","18","29","0","12","11","24","199","92","199","92","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037026015","Block Group 5, Census Tract 7026.01, Anne Arundel County, Maryland"
"1003","123","809","115","317","90","161","86","195","79","136","72","0","12","0","12","194","87","148","79","46","51","0","12","0","12","0","12","0","12","0","12","1500000US240037026021","Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland"
"1071","141","661","151","263","103","198","118","137","82","63","50","0","12","0","12","410","128","356","120","54","40","0","12","0","12","0","12","0","12","0","12","1500000US240037026022","Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland"
"444","91","324","95","202","93","30","35","51","46","41","51","0","12","0","12","120","75","94","77","0","12","26","40","0","12","0","12","0","12","0","12","1500000US240037026023","Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland"
"475","104","179","73","123","70","19","33","8","16","29","30","0","12","0","12","296","96","201","96","95","61","0","12","0","12","0","12","0","12","0","12","1500000US240037027011","Block Group 1, Census Tract 7027.01, Anne Arundel County, Maryland"
"605","99","337","91","175","79","24","28","79","63","59","53","0","12","0","12","268","96","235","95","33","39","0","12","0","12","0","12","0","12","0","12","1500000US240037027012","Block Group 2, Census Tract 7027.01, Anne Arundel County, Maryland"
"1176","139","476","169","381","158","28","33","67","57","0","12","0","12","0","12","700","154","450","127","228","102","22","34","0","12","0","12","0","12","0","12","1500000US240037027013","Block Group 3, Census Tract 7027.01, Anne Arundel County, Maryland"
"531","79","434","72","237","63","73","41","54","37","29","30","16","18","25","33","97","46","97","46","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037027021","Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland"
"917","91","700","102","442","91","109","58","128","48","12","17","9","15","0","12","217","82","208","80","9","13","0","12","0","12","0","12","0","12","0","12","1500000US240037027022","Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland"
"639","84","378","72","279","84","60","40","25","23","0","12","14","18","0","12","261","74","173","68","49","38","11","18","28","43","0","12","0","12","0","12","1500000US240037061011","Block Group 1, Census Tract 7061.01, Anne Arundel County, Maryland"
"704","128","393","110","217","104","142","73","34","40","0","12","0","12","0","12","311","115","185","80","72","66","54","54","0","12","0","12","0","12","0","12","1500000US240037061012","Block Group 2, Census Tract 7061.01, Anne Arundel County, Maryland"
"268","93","137","68","36","44","40","40","49","42","12","19","0","12","0","12","131","77","131","77","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037061013","Block Group 3, Census Tract 7061.01, Anne Arundel County, Maryland"
"714","182","342","109","140","80","57","60","130","110","0","12","15","10","0","12","372","142","372","142","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037063011","Block Group 1, Census Tract 7063.01, Anne Arundel County, Maryland"
"1044","165","387","121","236","114","78","55","41","36","32","39","0","12","0","12","657","146","501","132","156","119","0","12","0","12","0","12","0","12","0","12","1500000US240037063012","Block Group 2, Census Tract 7063.01, Anne Arundel County, Maryland"
"626","113","280","96","192","83","28","39","60","57","0","12","0","12","0","12","346","119","329","121","17","27","0","12","0","12","0","12","0","12","0","12","1500000US240037063013","Block Group 3, Census Tract 7063.01, Anne Arundel County, Maryland"
"778","95","199","65","141","54","25","29","3","7","30","33","0","12","0","12","579","102","463","83","94","51","12","19","10","15","0","12","0","12","0","12","1500000US240037063021","Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland"
"407","75","232","75","131","56","74","45","27","26","0","12","0","12","0","12","175","67","158","65","17","20","0","12","0","12","0","12","0","12","0","12","1500000US240037063022","Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland"
