"B11016_001E","B11016_001M","B11016_002E","B11016_002M","B11016_003E","B11016_003M","B11016_004E","B11016_004M","B11016_005E","B11016_005M","B11016_006E","B11016_006M","B11016_007E","B11016_007M","B11016_008E","B11016_008M","B11016_009E","B11016_009M","B11016_010E","B11016_010M","B11016_011E","B11016_011M","B11016_012E","B11016_012M","B11016_013E","B11016_013M","B11016_014E","B11016_014M","B11016_015E","B11016_015M","B11016_016E","B11016_016M","GEO_ID","NAME"
"718","81","567","77","261","66","85","44","113","49","89","44","8","15","11","16","151","58","134","55","7","11","0","12","0","12","0","12","10","16","0","12","1500000US240178506003","Block Group 3, Census Tract 8506, Charles County, Maryland"
"1256","109","1015","117","246","82","290","110","235","105","158","79","58","59","28","34","241","86","209","81","18","20","8","14","0","12","6","10","0","12","0","12","1500000US240178507061","Block Group 1, Census Tract 8507.06, Charles County, Maryland"
"465","78","383","73","89","58","94","60","119","65","59","49","22","30","0","12","82","44","52","38","30","28","0","12","0","12","0","12","0","12","0","12","1500000US240178507062","Block Group 2, Census Tract 8507.06, Charles County, Maryland"
"780","102","498","122","248","95","119","70","56","40","32","32","28","31","15","19","282","92","242","89","40","33","0","12","0","12","0","12","0","12","0","12","1500000US240178507081","Block Group 1, Census Tract 8507.08, Charles County, Maryland"
"954","90","742","96","203","68","159","69","226","98","115","60","17","20","22","26","212","89","186","87","26","23","0","12","0","12","0","12","0","12","0","12","1500000US240178507082","Block Group 2, Census Tract 8507.08, Charles County, Maryland"
"1113","195","800","199","287","169","126","69","288","138","34","43","65","65","0","12","313","116","313","116","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178507091","Block Group 1, Census Tract 8507.09, Charles County, Maryland"
"492","164","276","153","78","71","120","133","20","26","0","12","0","12","58","87","216","113","182","106","34","39","0","12","0","12","0","12","0","12","0","12","1500000US240178507092","Block Group 2, Census Tract 8507.09, Charles County, Maryland"
"768","185","619","165","259","136","134","122","162","128","47","51","0","12","17","31","149","115","116","103","0","12","33","42","0","12","0","12","0","12","0","12","1500000US240178507093","Block Group 3, Census Tract 8507.09, Charles County, Maryland"
"1103","128","893","123","312","94","242","95","170","75","148","102","12","20","9","14","210","87","201","87","9","13","0","12","0","12","0","12","0","12","0","12","1500000US240178507101","Block Group 1, Census Tract 8507.10, Charles County, Maryland"
"790","136","623","132","94","50","160","74","230","100","65","44","59","58","15","22","167","63","130","57","23","23","14","22","0","12","0","12","0","12","0","12","1500000US240178507102","Block Group 2, Census Tract 8507.10, Charles County, Maryland"
"888","164","530","146","143","88","243","112","56","63","42","55","46","36","0","12","358","130","358","130","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178507111","Block Group 1, Census Tract 8507.11, Charles County, Maryland"
"474","139","283","122","58","46","176","118","49","51","0","12","0","12","0","12","191","101","138","94","53","59","0","12","0","12","0","12","0","12","0","12","1500000US240178507112","Block Group 2, Census Tract 8507.11, Charles County, Maryland"
"696","132","563","123","190","76","109","67","147","85","74","57","36","42","7","13","133","71","133","71","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178507113","Block Group 3, Census Tract 8507.11, Charles County, Maryland"
"912","107","692","118","309","116","146","69","120","68","78","71","39","32","0","12","220","80","160","68","60","44","0","12","0","12","0","12","0","12","0","12","1500000US240178507121","Block Group 1, Census Tract 8507.12, Charles County, Maryland"
"1026","123","762","134","243","85","236","92","103","53","107","65","54","52","19","22","264","94","242","96","22","24","0","12","0","12","0","12","0","12","0","12","1500000US240178507122","Block Group 2, Census Tract 8507.12, Charles County, Maryland"
"1325","168","973","162","301","116","250","98","363","128","27","32","14","23","18","33","352","152","268","136","84","87","0","12","0","12","0","12","0","12","0","12","1500000US240178507131","Block Group 1, Census Tract 8507.13, Charles County, Maryland"
"1388","179","1265","174","454","138","350","145","177","102","185","106","82","66","17","27","123","90","81","59","42","66","0","12","0","12","0","12","0","12","0","12","1500000US240178507132","Block Group 2, Census Tract 8507.13, Charles County, Maryland"
"338","66","331","65","82","47","96","58","33","48","52","53","58","49","10","16","7","12","7","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178508011","Block Group 1, Census Tract 8508.01, Charles County, Maryland"
"299","75","208","69","137","56","52","53","6","10","0","12","7","12","6","16","91","44","67","41","24","26","0","12","0","12","0","12","0","12","0","12","1500000US240178508012","Block Group 2, Census Tract 8508.01, Charles County, Maryland"
"440","67","390","75","146","56","72","35","116","66","56","52","0","12","0","12","50","37","43","36","0","12","7","11","0","12","0","12","0","12","0","12","1500000US240178508013","Block Group 3, Census Tract 8508.01, Charles County, Maryland"
"566","69","472","74","255","68","78","43","35","29","20","23","84","51","0","12","94","43","82","41","0","12","12","18","0","12","0","12","0","12","0","12","1500000US240178508014","Block Group 4, Census Tract 8508.01, Charles County, Maryland"
"776","113","586","111","198","74","154","75","61","42","126","89","10","18","37","38","190","70","159","68","31","29","0","12","0","12","0","12","0","12","0","12","1500000US240178508021","Block Group 1, Census Tract 8508.02, Charles County, Maryland"
"739","146","478","146","151","80","130","98","25","38","136","119","36","49","0","12","261","111","210","108","36","38","15","24","0","12","0","12","0","12","0","12","1500000US240178508022","Block Group 2, Census Tract 8508.02, Charles County, Maryland"
"431","89","351","79","152","56","104","64","46","37","30","42","0","12","19","29","80","57","73","56","0","12","7","12","0","12","0","12","0","12","0","12","1500000US240178508023","Block Group 3, Census Tract 8508.02, Charles County, Maryland"
"636","158","478","135","267","107","39","41","142","105","15","24","0","12","15","29","158","114","158","114","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178509011","Block Group 1, Census Tract 8509.01, Charles County, Maryland"
"905","167","558","162","305","147","62","63","95","66","96","79","0","12","0","12","347","122","347","122","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178509012","Block Group 2, Census Tract 8509.01, Charles County, Maryland"
"634","135","503","140","190","104","221","110","56","69","36","42","0","12","0","12","131","66","131","66","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178509013","Block Group 3, Census Tract 8509.01, Charles County, Maryland"
"778","123","453","86","174","61","77","70","127","79","47","49","11","17","17","29","325","103","299","107","26","27","0","12","0","12","0","12","0","12","0","12","1500000US240178509021","Block Group 1, Census Tract 8509.02, Charles County, Maryland"
"604","92","432","90","119","60","124","52","105","85","13","17","28","40","43","39","172","63","109","60","24","19","23","26","7","10","0","12","9","15","0","12","1500000US240178509022","Block Group 2, Census Tract 8509.02, Charles County, Maryland"
"504","116","368","114","142","82","131","77","31","34","26","30","7","12","31","34","136","88","97","75","39","51","0","12","0","12","0","12","0","12","0","12","1500000US240178509023","Block Group 3, Census Tract 8509.02, Charles County, Maryland"
"3369","167","2337","203","827","182","645","192","634","184","124","80","53","43","54","53","1032","201","916","205","116","109","0","17","0","17","0","17","0","17","0","17","1500000US240178509041","Block Group 1, Census Tract 8509.04, Charles County, Maryland"
"539","118","399","105","219","95","50","46","58","49","48","35","24","35","0","12","140","73","140","73","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178509042","Block Group 2, Census Tract 8509.04, Charles County, Maryland"
"781","105","577","106","217","71","133","66","161","82","66","70","0","12","0","12","204","81","168","77","27","30","0","12","9","16","0","12","0","12","0","12","1500000US240178509051","Block Group 1, Census Tract 8509.05, Charles County, Maryland"
"846","107","682","124","284","104","203","89","140","99","31","30","19","21","5","11","164","64","164","64","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178509052","Block Group 2, Census Tract 8509.05, Charles County, Maryland"
"845","191","300","113","113","78","52","53","103","99","12","23","20","30","0","12","545","184","476","180","36","55","33","48","0","12","0","12","0","12","0","12","1500000US240178509061","Block Group 1, Census Tract 8509.06, Charles County, Maryland"
"437","142","241","123","105","69","24","33","102","103","10","20","0","12","0","12","196","103","132","93","43","53","21","32","0","12","0","12","0","12","0","12","1500000US240178509062","Block Group 2, Census Tract 8509.06, Charles County, Maryland"
"655","152","472","141","201","117","110","57","98","75","47","68","0","12","16","34","183","88","169","86","0","12","14","22","0","12","0","12","0","12","0","12","1500000US240178509063","Block Group 3, Census Tract 8509.06, Charles County, Maryland"
"342","77","307","81","151","70","39","33","59","53","43","40","0","12","15","20","35","33","35","33","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178510011","Block Group 1, Census Tract 8510.01, Charles County, Maryland"
"895","91","657","104","277","75","207","53","117","64","46","35","10","15","0","12","238","66","189","63","49","32","0","12","0","12","0","12","0","12","0","12","1500000US240178510012","Block Group 2, Census Tract 8510.01, Charles County, Maryland"
"206","65","139","62","35","40","24","29","16","26","44","50","20","32","0","12","67","46","51","37","16","26","0","12","0","12","0","12","0","12","0","12","1500000US240178510021","Block Group 1, Census Tract 8510.02, Charles County, Maryland"
"872","192","584","131","152","82","175","103","187","106","34","37","15","25","21","34","288","142","265","136","0","12","23","35","0","12","0","12","0","12","0","12","1500000US240178510022","Block Group 2, Census Tract 8510.02, Charles County, Maryland"
"377","142","229","155","70","49","139","142","0","12","20","32","0","12","0","12","148","74","130","65","18","27","0","12","0","12","0","12","0","12","0","12","1500000US240178510023","Block Group 3, Census Tract 8510.02, Charles County, Maryland"
"448","135","173","82","87","68","36","43","50","46","0","12","0","12","0","12","275","140","220","128","24","39","31","37","0","12","0","12","0","12","0","12","1500000US240178510024","Block Group 4, Census Tract 8510.02, Charles County, Maryland"
"413","127","322","124","88","55","42","46","121","80","71","86","0","12","0","12","91","68","50","48","15","24","0","12","26","39","0","12","0","12","0","12","1500000US240178510025","Block Group 5, Census Tract 8510.02, Charles County, Maryland"
"1041","123","982","132","398","99","206","98","196","91","70","54","92","66","20","30","59","48","59","48","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178510026","Block Group 6, Census Tract 8510.02, Charles County, Maryland"
"296","96","200","72","65","34","51","58","60","46","8","14","16","23","0","12","96","70","67","53","29","45","0","12","0","12","0","12","0","12","0","12","1500000US240178511001","Block Group 1, Census Tract 8511, Charles County, Maryland"
"694","91","565","107","238","79","87","45","77","41","94","62","35","35","34","28","129","69","58","40","30","37","41","39","0","12","0","12","0","12","0","12","1500000US240178511002","Block Group 2, Census Tract 8511, Charles County, Maryland"
"544","85","394","96","203","74","85","46","53","36","40","47","0","12","13","22","150","69","140","66","10","16","0","12","0","12","0","12","0","12","0","12","1500000US240178512001","Block Group 1, Census Tract 8512, Charles County, Maryland"
"240","89","162","80","58","37","26","39","45","46","33","42","0","12","0","12","78","53","54","48","24","38","0","12","0","12","0","12","0","12","0","12","1500000US240178512002","Block Group 2, Census Tract 8512, Charles County, Maryland"
"472","70","426","71","138","55","121","58","88","56","29","31","9","14","41","51","46","31","46","31","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178512003","Block Group 3, Census Tract 8512, Charles County, Maryland"
"505","105","282","79","118","51","20","24","103","60","32","37","9","14","0","12","223","100","175","88","48","57","0","12","0","12","0","12","0","12","0","12","1500000US240178512004","Block Group 4, Census Tract 8512, Charles County, Maryland"
"653","77","587","79","147","55","178","75","97","44","69","56","37","34","59","49","66","49","66","49","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178513011","Block Group 1, Census Tract 8513.01, Charles County, Maryland"
"979","87","879","96","306","90","207","73","211","74","99","50","48","31","8","12","100","53","80","46","20","24","0","12","0","12","0","12","0","12","0","12","1500000US240178513012","Block Group 2, Census Tract 8513.01, Charles County, Maryland"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178513021","Block Group 1, Census Tract 8513.02, Charles County, Maryland"
"455","107","335","102","105","54","82","56","100","85","25","32","23","27","0","12","120","82","79","62","41","47","0","12","0","12","0","12","0","12","0","12","1500000US240178513022","Block Group 2, Census Tract 8513.02, Charles County, Maryland"
"999","110","828","111","386","86","156","71","130","61","90","45","36","43","30","46","171","75","150","73","21","24","0","12","0","12","0","12","0","12","0","12","1500000US240178513023","Block Group 3, Census Tract 8513.02, Charles County, Maryland"
"606","118","536","133","180","87","113","76","141","95","75","64","27","42","0","12","70","51","53","43","17","27","0","12","0","12","0","12","0","12","0","12","1500000US240178514001","Block Group 1, Census Tract 8514, Charles County, Maryland"
"1040","157","833","161","342","125","235","120","143","85","74","77","28","46","11","18","207","91","195","88","12","19","0","12","0","12","0","12","0","12","0","12","1500000US240178514002","Block Group 2, Census Tract 8514, Charles County, Maryland"
"524","140","434","114","197","112","173","107","26","34","38","34","0","12","0","12","90","85","14","21","76","82","0","12","0","12","0","12","0","12","0","12","1500000US240178514003","Block Group 3, Census Tract 8514, Charles County, Maryland"
"730","159","613","148","255","107","89","57","86","72","127","100","0","12","56","62","117","81","117","81","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240178514004","Block Group 4, Census Tract 8514, Charles County, Maryland"
"837","179","630","172","297","123","106","85","139","92","63","65","0","12","25","39","207","70","179","69","0","12","28","32","0","12","0","12","0","12","0","12","1500000US240178515001","Block Group 1, Census Tract 8515, Charles County, Maryland"
"1038","172","749","187","292","175","214","113","90","69","102","82","51","56","0","12","289","116","217","108","72","57","0","12","0","12","0","12","0","12","0","12","1500000US240178515002","Block Group 2, Census Tract 8515, Charles County, Maryland"
"1890","235","1003","202","297","125","355","163","232","110","26","39","93","85","0","12","887","197","683","198","204","173","0","12","0","12","0","12","0","12","0","12","1500000US240178515003","Block Group 3, Census Tract 8515, Charles County, Maryland"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240179900000","Block Group 0, Census Tract 9900, Charles County, Maryland"
"306","85","206","72","68","42","18","18","61","41","51","46","0","12","8","11","100","60","52","34","48","52","0","12","0","12","0","12","0","12","0","12","1500000US240199701001","Block Group 1, Census Tract 9701, Dorchester County, Maryland"
"348","66","263","75","115","51","99","49","26","22","23","22","0","12","0","12","85","40","73","38","12","12","0","12","0","12","0","12","0","12","0","12","1500000US240199701002","Block Group 2, Census Tract 9701, Dorchester County, Maryland"
"409","67","255","56","141","44","43","22","29","18","6","10","20","17","16","18","154","59","136","56","18","15","0","12","0","12","0","12","0","12","0","12","1500000US240199701003","Block Group 3, Census Tract 9701, Dorchester County, Maryland"
"386","110","313","98","199","79","0","12","87","62","27","34","0","12","0","12","73","48","73","48","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240199702001","Block Group 1, Census Tract 9702, Dorchester County, Maryland"
"883","143","656","118","262","83","62","40","187","92","42","37","103","79","0","12","227","117","186","107","41","38","0","12","0","12","0","12","0","12","0","12","1500000US240199702002","Block Group 2, Census Tract 9702, Dorchester County, Maryland"
"521","96","368","93","205","84","87","50","32","25","26","19","10","14","8","13","153","57","115","52","38","28","0","12","0","12","0","12","0","12","0","12","1500000US240199702003","Block Group 3, Census Tract 9702, Dorchester County, Maryland"
"441","115","159","76","64","38","51","73","19","20","11","12","14","19","0","12","282","120","232","111","50","65","0","12","0","12","0","12","0","12","0","12","1500000US240199702004","Block Group 4, Census Tract 9702, Dorchester County, Maryland"
"508","109","330","94","145","47","44","24","48","42","18","20","75","54","0","12","178","78","126","58","52","51","0","12","0","12","0","12","0","12","0","12","1500000US240199703001","Block Group 1, Census Tract 9703, Dorchester County, Maryland"
"561","110","274","83","143","77","44","28","35","24","44","43","6","12","2","3","287","91","219","75","61","63","7","11","0","12","0","12","0","12","0","12","1500000US240199703002","Block Group 2, Census Tract 9703, Dorchester County, Maryland"
"377","90","277","98","144","71","67","60","23","20","4","9","39","57","0","12","100","40","95","40","5","8","0","12","0","12","0","12","0","12","0","12","1500000US240199703003","Block Group 3, Census Tract 9703, Dorchester County, Maryland"
"363","79","262","79","127","53","59","49","61","47","0","12","15","26","0","12","101","49","101","49","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240199703004","Block Group 4, Census Tract 9703, Dorchester County, Maryland"
"417","94","208","68","143","57","24","23","16","18","25","33","0","12","0","12","209","76","192","74","17","19","0","12","0","12","0","12","0","12","0","12","1500000US240199704001","Block Group 1, Census Tract 9704, Dorchester County, Maryland"
"468","109","313","105","104","71","86","73","33","37","49","50","41","38","0","12","155","58","133","55","22","24","0","12","0","12","0","12","0","12","0","12","1500000US240199704002","Block Group 2, Census Tract 9704, Dorchester County, Maryland"
"297","76","155","62","107","54","19","20","8","13","21","26","0","12","0","12","142","60","131","61","11","16","0","12","0","12","0","12","0","12","0","12","1500000US240199704003","Block Group 3, Census Tract 9704, Dorchester County, Maryland"
"359","88","214","61","115","41","79","43","9","14","0","12","0","12","11","17","145","81","119","77","26","24","0","12","0","12","0","12","0","12","0","12","1500000US240199704004","Block Group 4, Census Tract 9704, Dorchester County, Maryland"
"298","101","58","51","38","42","0","12","20","29","0","12","0","12","0","12","240","93","240","93","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240199705001","Block Group 1, Census Tract 9705, Dorchester County, Maryland"
"730","127","350","120","162","68","102","66","77","70","9","15","0","12","0","12","380","94","376","94","0","12","0","12","4","9","0","12","0","12","0","12","1500000US240199705002","Block Group 2, Census Tract 9705, Dorchester County, Maryland"
"443","104","368","103","149","71","62","65","64","64","81","74","0","12","12","17","75","47","75","47","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240199705003","Block Group 3, Census Tract 9705, Dorchester County, Maryland"
"919","146","491","128","232","85","150","70","77","56","15","23","0","12","17","24","428","110","335","98","93","65","0","12","0","12","0","12","0","12","0","12","1500000US240199706001","Block Group 1, Census Tract 9706, Dorchester County, Maryland"
"442","107","305","94","117","59","118","70","44","52","0","12","26","39","0","12","137","64","105","52","32","36","0","12","0","12","0","12","0","12","0","12","1500000US240199706002","Block Group 2, Census Tract 9706, Dorchester County, Maryland"
"521","110","327","93","116","54","101","69","47","40","26","29","37","49","0","12","194","75","152","62","42","41","0","12","0","12","0","12","0","12","0","12","1500000US240199706003","Block Group 3, Census Tract 9706, Dorchester County, Maryland"
"320","88","215","82","139","74","22","24","31","37","23","32","0","12","0","12","105","48","105","48","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240199707021","Block Group 1, Census Tract 9707.02, Dorchester County, Maryland"
"249","68","228","72","228","72","0","12","0","12","0","12","0","12","0","12","21","21","21","21","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240199707022","Block Group 2, Census Tract 9707.02, Dorchester County, Maryland"
"404","88","315","82","254","85","39","27","0","12","0","12","22","23","0","12","89","44","85","43","4","8","0","12","0","12","0","12","0","12","0","12","1500000US240199707023","Block Group 3, Census Tract 9707.02, Dorchester County, Maryland"
"706","102","556","112","375","102","80","57","82","54","10","16","0","12","9","15","150","61","130","57","20","23","0","12","0","12","0","12","0","12","0","12","1500000US240199707024","Block Group 4, Census Tract 9707.02, Dorchester County, Maryland"
"417","82","316","76","214","60","48","32","37","42","0","12","17","21","0","12","101","45","92","43","9","13","0","12","0","12","0","12","0","12","0","12","1500000US240199708041","Block Group 1, Census Tract 9708.04, Dorchester County, Maryland"
"488","64","396","61","225","54","77","43","76","33","2","4","0","12","16","18","92","36","76","27","16","20","0","12","0","12","0","12","0","12","0","12","1500000US240199708042","Block Group 2, Census Tract 9708.04, Dorchester County, Maryland"
"292","45","161","37","83","36","50","26","20","21","8","12","0","12","0","12","131","39","112","43","19","14","0","12","0","12","0","12","0","12","0","12","1500000US240199709001","Block Group 1, Census Tract 9709, Dorchester County, Maryland"
"310","58","202","48","152","44","38","29","9","10","3","5","0","12","0","12","108","38","103","39","5","8","0","12","0","12","0","12","0","12","0","12","1500000US240199709002","Block Group 2, Census Tract 9709, Dorchester County, Maryland"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240199900000","Block Group 0, Census Tract 9900, Dorchester County, Maryland"
"280","64","158","67","84","55","64","56","0","12","10","15","0","12","0","12","122","75","65","51","17","20","40","61","0","12","0","12","0","12","0","12","1500000US240217402001","Block Group 1, Census Tract 7402, Frederick County, Maryland"
"502","67","386","69","149","61","94","46","75","42","53","35","15","17","0","12","116","49","116","49","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240217402002","Block Group 2, Census Tract 7402, Frederick County, Maryland"
"624","94","411","96","193","69","41","35","69","40","108","81","0","12","0","12","213","82","191","83","22","24","0","12","0","12","0","12","0","12","0","12","1500000US240217402003","Block Group 3, Census Tract 7402, Frederick County, Maryland"
"470","77","444","77","180","61","115","54","50","31","73","58","26","27","0","12","26","24","17","20","9","14","0","12","0","12","0","12","0","12","0","12","1500000US240217402004","Block Group 4, Census Tract 7402, Frederick County, Maryland"
"439","63","197","45","96","39","64","33","28","18","9","13","0","12","0","12","242","58","189","49","53","35","0","12","0","12","0","12","0","12","0","12","1500000US240217501001","Block Group 1, Census Tract 7501, Frederick County, Maryland"
"333","55","189","61","156","59","13","13","11","11","9","12","0","12","0","12","144","49","104","48","40","26","0","12","0","12","0","12","0","12","0","12","1500000US240217501002","Block Group 2, Census Tract 7501, Frederick County, Maryland"
"240","45","110","32","74","29","16","13","14","17","6","8","0","12","0","12","130","39","78","31","47","22","0","12","5","8","0","12","0","12","0","12","1500000US240217502001","Block Group 1, Census Tract 7502, Frederick County, Maryland"
"651","97","224","50","119","32","86","43","19","18","0","12","0","12","0","12","427","92","283","61","136","80","8","9","0","12","0","12","0","12","0","12","1500000US240217502002","Block Group 2, Census Tract 7502, Frederick County, Maryland"
"437","67","147","49","79","36","12","15","21","19","20","21","15","22","0","12","290","72","186","60","79","39","25","39","0","12","0","12","0","12","0","12","1500000US240217503001","Block Group 1, Census Tract 7503, Frederick County, Maryland"
"409","63","201","49","125","47","45","31","14","21","17","16","0","12","0","12","208","57","173","53","35","25","0","12","0","12","0","12","0","12","0","12","1500000US240217503002","Block Group 2, Census Tract 7503, Frederick County, Maryland"
"493","103","478","113","158","94","35","46","99","69","57","62","79","86","50","37","15","27","15","27","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240217505031","Block Group 1, Census Tract 7505.03, Frederick County, Maryland"
"484","156","282","163","8","14","101","87","0","12","121","137","52","70","0","12","202","81","149","82","0","12","53","73","0","12","0","12","0","12","0","12","1500000US240217505032","Block Group 2, Census Tract 7505.03, Frederick County, Maryland"
"236","121","176","123","83","101","0","12","69","84","0","12","24","42","0","12","60","59","43","50","17","28","0","12","0","12","0","12","0","12","0","12","1500000US240217505033","Block Group 3, Census Tract 7505.03, Frederick County, Maryland"
"327","154","47","55","13","30","34","49","0","12","0","12","0","12","0","12","280","166","203","164","77","77","0","12","0","12","0","12","0","12","0","12","1500000US240217505034","Block Group 4, Census Tract 7505.03, Frederick County, Maryland"
"1149","182","619","160","121","81","191","101","146","104","58","59","46","68","57","84","530","149","389","147","141","108","0","12","0","12","0","12","0","12","0","12","1500000US240217505035","Block Group 5, Census Tract 7505.03, Frederick County, Maryland"
"708","180","403","180","151","116","37","44","135","132","14","23","66","99","0","12","305","135","228","127","77","64","0","12","0","12","0","12","0","12","0","12","1500000US240217505041","Block Group 1, Census Tract 7505.04, Frederick County, Maryland"
"611","172","220","102","131","81","36","41","15","23","0","12","38","60","0","12","391","172","280","153","34","40","77","87","0","12","0","12","0","12","0","12","1500000US240217505042","Block Group 2, Census Tract 7505.04, Frederick County, Maryland"
"763","188","397","129","101","73","194","104","63","52","21","34","18","27","0","12","366","151","340","150","16","25","0","12","0","12","0","12","10","19","0","12","1500000US240217505043","Block Group 3, Census Tract 7505.04, Frederick County, Maryland"
"215","86","172","95","24","38","29","33","106","84","0","12","13","20","0","12","43","35","43","35","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240217505044","Block Group 4, Census Tract 7505.04, Frederick County, Maryland"
"1093","192","684","189","106","77","141","87","161","104","224","160","17","28","35","46","409","170","386","163","23","36","0","12","0","12","0","12","0","12","0","12","1500000US240217505051","Block Group 1, Census Tract 7505.05, Frederick County, Maryland"
"778","155","396","133","185","99","68","62","124","77","19","35","0","12","0","12","382","141","341","135","0","12","41","49","0","12","0","12","0","12","0","12","1500000US240217505052","Block Group 2, Census Tract 7505.05, Frederick County, Maryland"
"948","168","785","166","49","49","317","134","166","115","167","117","0","12","86","99","163","116","0","12","142","110","21","32","0","12","0","12","0","12","0","12","1500000US240217505053","Block Group 3, Census Tract 7505.05, Frederick County, Maryland"
"464","72","362","68","94","48","71","40","90","44","43","31","20","19","44","35","102","53","87","45","15","23","0","12","0","12","0","12","0","12","0","12","1500000US240217505061","Block Group 1, Census Tract 7505.06, Frederick County, Maryland"
"393","98","353","100","67","40","44","35","119","87","98","66","7","11","18","23","40","48","40","48","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240217505062","Block Group 2, Census Tract 7505.06, Frederick County, Maryland"
"401","73","300","73","108","52","59","37","54","32","79","57","0","12","0","12","101","47","76","41","25","28","0","12","0","12","0","12","0","12","0","12","1500000US240217505063","Block Group 3, Census Tract 7505.06, Frederick County, Maryland"
"276","55","198","54","86","36","50","29","52","50","0","12","10","17","0","12","78","38","48","34","30","26","0","12","0","12","0","12","0","12","0","12","1500000US240217506001","Block Group 1, Census Tract 7506, Frederick County, Maryland"
"256","47","192","50","101","37","66","39","16","19","0","12","9","14","0","12","64","39","58","37","6","10","0","12","0","12","0","12","0","12","0","12","1500000US240217506002","Block Group 2, Census Tract 7506, Frederick County, Maryland"
"405","77","203","73","164","66","9","14","9","14","21","28","0","12","0","12","202","67","193","67","9","15","0","12","0","12","0","12","0","12","0","12","1500000US240217506003","Block Group 3, Census Tract 7506, Frederick County, Maryland"
"798","70","662","85","198","68","206","75","96","51","65","43","66","46","31","34","136","56","127","57","9","15","0","12","0","12","0","12","0","12","0","12","1500000US240217507011","Block Group 1, Census Tract 7507.01, Frederick County, Maryland"
"650","90","537","95","232","83","102","52","73","46","87","49","43","34","0","12","113","63","63","46","14","22","36","56","0","12","0","12","0","12","0","12","1500000US240217507012","Block Group 2, Census Tract 7507.01, Frederick County, Maryland"
"396","58","322","59","191","57","60","37","47","33","0","12","24","22","0","12","74","46","61","44","13","19","0","12","0","12","0","12","0","12","0","12","1500000US240217507013","Block Group 3, Census Tract 7507.01, Frederick County, Maryland"
"916","103","350","99","149","59","79","61","68","52","41","40","13","18","0","12","566","103","518","100","26","34","22","25","0","12","0","12","0","12","0","12","1500000US240217507021","Block Group 1, Census Tract 7507.02, Frederick County, Maryland"
"334","85","210","78","66","46","89","72","22","25","31","28","2","6","0","12","124","76","94","67","21","27","0","12","0","12","9","15","0","12","0","12","1500000US240217507022","Block Group 2, Census Tract 7507.02, Frederick County, Maryland"
"340","64","268","58","103","43","101","48","31","35","33","24","0","12","0","12","72","39","55","33","17","19","0","12","0","12","0","12","0","12","0","12","1500000US240217507023","Block Group 3, Census Tract 7507.02, Frederick County, Maryland"
"347","74","146","63","102","51","32","31","12","19","0","12","0","12","0","12","201","75","173","71","28","26","0","12","0","12","0","12","0","12","0","12","1500000US240217508011","Block Group 1, Census Tract 7508.01, Frederick County, Maryland"
"784","128","322","93","151","86","70","56","86","58","0","12","15","21","0","12","462","112","290","90","155","84","0","12","17","28","0","12","0","12","0","12","1500000US240217508012","Block Group 2, Census Tract 7508.01, Frederick County, Maryland"
"337","73","165","49","111","45","34","27","10","17","10","17","0","12","0","12","172","74","147","72","25","27","0","12","0","12","0","12","0","12","0","12","1500000US240217508013","Block Group 3, Census Tract 7508.01, Frederick County, Maryland"
"964","104","580","107","282","65","184","79","92","51","22","25","0","12","0","12","384","98","274","84","82","60","28","46","0","12","0","12","0","12","0","12","1500000US240217508021","Block Group 1, Census Tract 7508.02, Frederick County, Maryland"
"371","64","274","54","105","39","55","36","81","47","0","12","33","33","0","12","97","56","97","56","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240217508022","Block Group 2, Census Tract 7508.02, Frederick County, Maryland"
