"B11016_001E","B11016_001M","B11016_002E","B11016_002M","B11016_003E","B11016_003M","B11016_004E","B11016_004M","B11016_005E","B11016_005M","B11016_006E","B11016_006M","B11016_007E","B11016_007M","B11016_008E","B11016_008M","B11016_009E","B11016_009M","B11016_010E","B11016_010M","B11016_011E","B11016_011M","B11016_012E","B11016_012M","B11016_013E","B11016_013M","B11016_014E","B11016_014M","B11016_015E","B11016_015M","B11016_016E","B11016_016M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Family households","Margin of Error!!Total!!Family households","Estimate!!Total!!Family households!!2-person household","Margin of Error!!Total!!Family households!!2-person household","Estimate!!Total!!Family households!!3-person household","Margin of Error!!Total!!Family households!!3-person household","Estimate!!Total!!Family households!!4-person household","Margin of Error!!Total!!Family households!!4-person household","Estimate!!Total!!Family households!!5-person household","Margin of Error!!Total!!Family households!!5-person household","Estimate!!Total!!Family households!!6-person household","Margin of Error!!Total!!Family households!!6-person household","Estimate!!Total!!Family households!!7-or-more person household","Margin of Error!!Total!!Family households!!7-or-more person household","Estimate!!Total!!Nonfamily households","Margin of Error!!Total!!Nonfamily households","Estimate!!Total!!Nonfamily households!!1-person household","Margin of Error!!Total!!Nonfamily households!!1-person household","Estimate!!Total!!Nonfamily households!!2-person household","Margin of Error!!Total!!Nonfamily households!!2-person household","Estimate!!Total!!Nonfamily households!!3-person household","Margin of Error!!Total!!Nonfamily households!!3-person household","Estimate!!Total!!Nonfamily households!!4-person household","Margin of Error!!Total!!Nonfamily households!!4-person household","Estimate!!Total!!Nonfamily households!!5-person household","Margin of Error!!Total!!Nonfamily households!!5-person household","Estimate!!Total!!Nonfamily households!!6-person household","Margin of Error!!Total!!Nonfamily households!!6-person household","Estimate!!Total!!Nonfamily households!!7-or-more person household","Margin of Error!!Total!!Nonfamily households!!7-or-more person household","id","Geographic Area Name"
"291","67","189","64","124","48","34","33","31","39","0","12","0","12","0","12","102","56","102","56","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240010001001","Block Group 1, Census Tract 1, Allegany County, Maryland"
"771","95","532","81","295","67","97","55","92","52","28","39","20","26","0","12","239","90","205","81","34","39","0","12","0","12","0","12","0","12","0","12","1500000US240010001002","Block Group 2, Census Tract 1, Allegany County, Maryland"
"439","88","333","85","140","64","78","52","93","59","0","12","11","17","11","16","106","52","106","52","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240010001003","Block Group 3, Census Tract 1, Allegany County, Maryland"
"372","76","290","69","184","65","49","37","42","31","0","12","15","21","0","12","82","42","72","38","10","16","0","12","0","12","0","12","0","12","0","12","1500000US240010002001","Block Group 1, Census Tract 2, Allegany County, Maryland"
"341","59","203","53","108","40","65","38","18","21","12","20","0","12","0","12","138","49","130","48","8","13","0","12","0","12","0","12","0","12","0","12","1500000US240010002002","Block Group 2, Census Tract 2, Allegany County, Maryland"
"476","80","359","98","163","62","78","44","83","81","35","39","0","12","0","12","117","59","88","51","29","28","0","12","0","12","0","12","0","12","0","12","1500000US240010002003","Block Group 3, Census Tract 2, Allegany County, Maryland"
"682","79","464","89","216","74","121","65","114","50","0","12","13","20","0","12","218","70","201","68","9","14","8","13","0","12","0","12","0","12","0","12","1500000US240010003001","Block Group 1, Census Tract 3, Allegany County, Maryland"
"277","75","228","75","99","53","68","49","46","46","15","24","0","12","0","12","49","34","49","34","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240010003002","Block Group 2, Census Tract 3, Allegany County, Maryland"
"195","48","128","50","109","45","19","24","0","12","0","12","0","12","0","12","67","36","60","34","7","12","0","12","0","12","0","12","0","12","0","12","1500000US240010003003","Block Group 3, Census Tract 3, Allegany County, Maryland"
"264","52","218","55","92","45","49","40","63","36","14","25","0","12","0","12","46","31","46","31","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240010004001","Block Group 1, Census Tract 4, Allegany County, Maryland"
"601","104","371","104","147","64","44","29","112","72","48","28","20","27","0","12","230","72","202","70","28","26","0","12","0","12","0","12","0","12","0","12","1500000US240010004002","Block Group 2, Census Tract 4, Allegany County, Maryland"
"276","56","164","48","87","39","37","35","20","24","20","24","0","12","0","12","112","49","100","45","12","19","0","12","0","12","0","12","0","12","0","12","1500000US240010004003","Block Group 3, Census Tract 4, Allegany County, Maryland"
"672","125","297","85","179","88","23","25","29","35","13","25","9","14","44","26","375","114","293","92","74","68","8","13","0","12","0","12","0","12","0","12","1500000US240010005001","Block Group 1, Census Tract 5, Allegany County, Maryland"
"364","99","90","45","65","34","15","26","10","19","0","12","0","12","0","12","274","95","216","88","27","26","0","12","31","41","0","12","0","12","0","12","1500000US240010005002","Block Group 2, Census Tract 5, Allegany County, Maryland"
"958","101","623","109","316","84","204","90","61","47","29","29","13","18","0","12","335","89","300","82","35","46","0","12","0","12","0","12","0","12","0","12","1500000US240010006001","Block Group 1, Census Tract 6, Allegany County, Maryland"
"239","79","165","61","53","29","69","46","43","41","0","12","0","12","0","12","74","60","74","60","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240010006002","Block Group 2, Census Tract 6, Allegany County, Maryland"
"817","110","376","86","189","59","120","61","19","22","28","32","20","26","0","12","441","96","419","96","22","21","0","12","0","12","0","12","0","12","0","12","1500000US240010007001","Block Group 1, Census Tract 7, Allegany County, Maryland"
"751","106","358","80","121","58","73","62","38","28","27","26","48","37","51","59","393","110","318","108","66","53","9","13","0","12","0","12","0","12","0","12","1500000US240010007002","Block Group 2, Census Tract 7, Allegany County, Maryland"
"462","80","246","64","81","37","101","51","34","29","30","30","0","12","0","12","216","65","195","67","21","16","0","12","0","12","0","12","0","12","0","12","1500000US240010008001","Block Group 1, Census Tract 8, Allegany County, Maryland"
"446","63","345","66","98","41","77","46","99","49","45","30","26","26","0","12","101","38","94","36","7","11","0","12","0","12","0","12","0","12","0","12","1500000US240010008002","Block Group 2, Census Tract 8, Allegany County, Maryland"
"671","93","433","103","187","48","161","86","15","22","70","51","0","12","0","12","238","89","227","87","11","15","0","12","0","12","0","12","0","12","0","12","1500000US240010010001","Block Group 1, Census Tract 10, Allegany County, Maryland"
"586","105","136","67","68","52","25","28","0","12","0","12","43","46","0","12","450","95","410","91","29","44","0","12","0","12","11","16","0","12","0","12","1500000US240010010002","Block Group 2, Census Tract 10, Allegany County, Maryland"
"778","87","351","78","222","63","69","38","30","27","24","20","0","12","6","9","427","93","361","82","60","42","6","8","0","12","0","12","0","12","0","12","1500000US240010011001","Block Group 1, Census Tract 11, Allegany County, Maryland"
"509","82","328","78","197","67","55","43","34","35","34","31","0","12","8","14","181","56","141","47","31","27","9","13","0","12","0","12","0","12","0","12","1500000US240010012001","Block Group 1, Census Tract 12, Allegany County, Maryland"
"439","86","321","78","134","59","99","60","64","47","24","25","0","12","0","12","118","59","86","50","32","35","0","12","0","12","0","12","0","12","0","12","1500000US240010012002","Block Group 2, Census Tract 12, Allegany County, Maryland"
"259","50","189","56","109","50","30","26","50","48","0","12","0","12","0","12","70","40","70","40","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240010012003","Block Group 3, Census Tract 12, Allegany County, Maryland"
"595","73","344","69","217","57","48","24","69","42","10","12","0","12","0","12","251","68","187","66","64","30","0","12","0","12","0","12","0","12","0","12","1500000US240010013001","Block Group 1, Census Tract 13, Allegany County, Maryland"
"341","47","217","44","100","35","33","22","66","38","12","14","6","10","0","12","124","45","95","39","29","23","0","12","0","12","0","12","0","12","0","12","1500000US240010013002","Block Group 2, Census Tract 13, Allegany County, Maryland"
"323","60","274","60","141","43","73","45","60","36","0","12","0","12","0","12","49","31","38","30","11","18","0","12","0","12","0","12","0","12","0","12","1500000US240010014011","Block Group 1, Census Tract 14.01, Allegany County, Maryland"
"684","82","498","88","272","83","108","54","57","36","48","35","13","20","0","12","186","49","161","46","25","27","0","12","0","12","0","12","0","12","0","12","1500000US240010014012","Block Group 2, Census Tract 14.01, Allegany County, Maryland"
"666","96","445","96","205","83","165","67","75","56","0","12","0","12","0","12","221","67","190","62","7","11","24","30","0","12","0","12","0","12","0","12","1500000US240010014013","Block Group 3, Census Tract 14.01, Allegany County, Maryland"
"643","71","385","78","229","67","67","40","61","36","28","21","0","12","0","12","258","81","167","56","91","67","0","12","0","12","0","12","0","12","0","12","1500000US240010014021","Block Group 1, Census Tract 14.02, Allegany County, Maryland"
"797","71","602","71","338","72","145","58","74","37","41","32","0","12","4","8","195","63","163","62","32","30","0","12","0","12","0","12","0","12","0","12","1500000US240010015021","Block Group 1, Census Tract 15.02, Allegany County, Maryland"
"247","39","160","34","107","32","17","13","20","18","9","12","7","10","0","12","87","42","52","30","35","32","0","12","0","12","0","12","0","12","0","12","1500000US240010015031","Block Group 1, Census Tract 15.03, Allegany County, Maryland"
"222","43","139","47","66","27","61","41","6","10","0","12","0","12","6","11","83","29","79","28","0","12","0","12","4","6","0","12","0","12","0","12","1500000US240010015032","Block Group 2, Census Tract 15.03, Allegany County, Maryland"
"301","43","235","48","130","36","44","38","33","24","7","12","21","17","0","12","66","32","36","20","30","27","0","12","0","12","0","12","0","12","0","12","1500000US240010015033","Block Group 3, Census Tract 15.03, Allegany County, Maryland"
"701","72","424","61","208","48","90","44","96","39","27","20","3","5","0","12","277","67","187","53","85","46","5","9","0","12","0","12","0","12","0","12","1500000US240010016001","Block Group 1, Census Tract 16, Allegany County, Maryland"
"223","83","223","83","82","42","134","84","7","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240010017001","Block Group 1, Census Tract 17, Allegany County, Maryland"
"513","147","336","141","126","87","120","104","22","33","68","76","0","12","0","12","177","81","130","65","47","48","0","12","0","12","0","12","0","12","0","12","1500000US240010017002","Block Group 2, Census Tract 17, Allegany County, Maryland"
"617","124","421","107","211","67","104","65","49","44","27","39","30","36","0","12","196","98","155","92","41","49","0","12","0","12","0","12","0","12","0","12","1500000US240010017003","Block Group 3, Census Tract 17, Allegany County, Maryland"
"717","178","165","62","81","48","63","44","21","33","0","12","0","12","0","12","552","174","436","158","0","12","116","124","0","12","0","12","0","12","0","12","1500000US240010017004","Block Group 4, Census Tract 17, Allegany County, Maryland"
"799","154","336","66","162","67","42","27","86","41","46","30","0","12","0","12","463","150","317","110","85","79","61","69","0","12","0","12","0","12","0","12","1500000US240010018001","Block Group 1, Census Tract 18, Allegany County, Maryland"
"408","86","177","62","140","60","17","27","13","22","7","15","0","12","0","12","231","84","176","90","55","49","0","12","0","12","0","12","0","12","0","12","1500000US240010018002","Block Group 2, Census Tract 18, Allegany County, Maryland"
"523","154","84","55","57","52","27","30","0","12","0","12","0","12","0","12","439","142","236","121","155","100","11","18","37","55","0","12","0","12","0","12","1500000US240010018003","Block Group 3, Census Tract 18, Allegany County, Maryland"
"551","85","409","92","145","75","136","58","34","23","31","22","53","39","10","15","142","64","109","59","33","27","0","12","0","12","0","12","0","12","0","12","1500000US240010019001","Block Group 1, Census Tract 19, Allegany County, Maryland"
"545","84","340","76","160","71","74","32","74","39","16","15","16","20","0","12","205","72","161","59","44","44","0","12","0","12","0","12","0","12","0","12","1500000US240010019002","Block Group 2, Census Tract 19, Allegany County, Maryland"
"618","94","376","96","157","68","67","50","112","77","30","46","0","12","10","15","242","85","242","85","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240010020001","Block Group 1, Census Tract 20, Allegany County, Maryland"
"1119","121","820","123","370","104","177","76","163","90","77","65","16","27","17","25","299","98","278","101","21","25","0","12","0","12","0","12","0","12","0","12","1500000US240010020002","Block Group 2, Census Tract 20, Allegany County, Maryland"
"527","107","418","109","222","103","61","59","98","58","27","42","0","12","10","18","109","57","109","57","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240010020003","Block Group 3, Census Tract 20, Allegany County, Maryland"
"842","78","569","72","217","54","147","49","105","43","77","52","10","11","13","15","273","63","222","62","41","30","10","16","0","12","0","12","0","12","0","12","1500000US240010021001","Block Group 1, Census Tract 21, Allegany County, Maryland"
"549","65","371","58","188","58","74","36","69","29","31","22","2","3","7","10","178","49","173","48","5","6","0","12","0","12","0","12","0","12","0","12","1500000US240010021002","Block Group 2, Census Tract 21, Allegany County, Maryland"
"413","78","239","47","122","46","80","41","8","15","29","29","0","12","0","12","174","86","120","59","7","12","0","12","47","59","0","12","0","12","0","12","1500000US240010022001","Block Group 1, Census Tract 22, Allegany County, Maryland"
"525","76","363","72","166","55","64","32","103","52","18","20","0","12","12","13","162","38","157","37","5","8","0","12","0","12","0","12","0","12","0","12","1500000US240010022002","Block Group 2, Census Tract 22, Allegany County, Maryland"
"545","64","350","64","194","39","67","30","75","53","10","13","4","6","0","12","195","53","156","47","39","29","0","12","0","12","0","12","0","12","0","12","1500000US240010022003","Block Group 3, Census Tract 22, Allegany County, Maryland"
"387","59","278","69","144","52","48","30","86","49","0","12","0","12","0","12","109","53","58","34","41","40","0","12","10","16","0","12","0","12","0","12","1500000US240037011011","Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland"
"293","56","207","57","92","38","48","37","61","43","6","10","0","12","0","12","86","49","61","42","12","18","13","19","0","12","0","12","0","12","0","12","1500000US240037011012","Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland"
"301","48","187","45","63","38","67","44","32","29","15","17","10","17","0","12","114","42","106","41","0","12","8","12","0","12","0","12","0","12","0","12","1500000US240037011013","Block Group 3, Census Tract 7011.01, Anne Arundel County, Maryland"
"535","78","456","80","190","53","80","42","122","56","55","47","9","14","0","12","79","42","60","37","19","22","0","12","0","12","0","12","0","12","0","12","1500000US240037011014","Block Group 4, Census Tract 7011.01, Anne Arundel County, Maryland"
"1210","157","841","156","317","97","313","118","189","107","22","31","0","12","0","12","369","120","272","90","80","77","17","28","0","12","0","12","0","12","0","12","1500000US240037011021","Block Group 1, Census Tract 7011.02, Anne Arundel County, Maryland"
"285","77","222","81","148","74","29","34","45","48","0","12","0","12","0","12","63","51","47","44","0","12","16","24","0","12","0","12","0","12","0","12","1500000US240037011022","Block Group 2, Census Tract 7011.02, Anne Arundel County, Maryland"
"601","139","483","143","145","63","171","98","91","83","45","54","31","45","0","12","118","65","92","61","26","32","0","12","0","12","0","12","0","12","0","12","1500000US240037011023","Block Group 3, Census Tract 7011.02, Anne Arundel County, Maryland"
"858","148","607","125","327","125","101","74","101","83","55","49","0","12","23","43","251","121","215","110","27","46","9","17","0","12","0","12","0","12","0","12","1500000US240037011024","Block Group 4, Census Tract 7011.02, Anne Arundel County, Maryland"
"974","116","770","126","437","116","68","52","171","84","57","46","15","25","22","34","204","109","85","54","90","84","29","43","0","12","0","12","0","12","0","12","1500000US240037012001","Block Group 1, Census Tract 7012, Anne Arundel County, Maryland"
"564","115","454","97","180","100","109","63","108","68","21","26","36","53","0","12","110","92","74","86","17","27","19","29","0","12","0","12","0","12","0","12","1500000US240037012002","Block Group 2, Census Tract 7012, Anne Arundel County, Maryland"
"708","127","382","103","115","60","110","67","127","65","30","45","0","12","0","12","326","126","293","128","33","38","0","12","0","12","0","12","0","12","0","12","1500000US240037012003","Block Group 3, Census Tract 7012, Anne Arundel County, Maryland"
"837","155","691","158","231","93","193","112","141","77","50","45","76","76","0","12","146","92","121","86","25","31","0","12","0","12","0","12","0","12","0","12","1500000US240037012004","Block Group 4, Census Tract 7012, Anne Arundel County, Maryland"
"621","92","500","95","223","79","95","62","113","80","69","52","0","12","0","12","121","65","106","60","15","25","0","12","0","12","0","12","0","12","0","12","1500000US240037013001","Block Group 1, Census Tract 7013, Anne Arundel County, Maryland"
"835","94","635","129","194","95","131","90","181","79","87","76","42","39","0","12","200","109","200","109","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037013002","Block Group 2, Census Tract 7013, Anne Arundel County, Maryland"
"460","109","460","109","276","96","123","73","50","45","0","12","11","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037013003","Block Group 3, Census Tract 7013, Anne Arundel County, Maryland"
"745","119","604","115","226","85","165","96","148","75","65","49","0","12","0","12","141","73","111","65","0","12","30","27","0","12","0","12","0","12","0","12","1500000US240037013004","Block Group 4, Census Tract 7013, Anne Arundel County, Maryland"
"471","82","348","81","211","86","77","40","36","29","0","12","0","12","24","27","123","71","111","72","12","17","0","12","0","12","0","12","0","12","0","12","1500000US240037014001","Block Group 1, Census Tract 7014, Anne Arundel County, Maryland"
"760","82","615","77","241","65","98","51","153","58","54","35","31","28","38","35","145","69","145","69","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037014002","Block Group 2, Census Tract 7014, Anne Arundel County, Maryland"
"1026","116","948","146","541","151","212","105","148","68","26","31","0","12","21","33","78","57","46","44","32","36","0","12","0","12","0","12","0","12","0","12","1500000US240037021001","Block Group 1, Census Tract 7021, Anne Arundel County, Maryland"
"332","81","213","84","116","66","14","23","30","34","0","12","53","67","0","12","119","67","119","67","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037021002","Block Group 2, Census Tract 7021, Anne Arundel County, Maryland"
"541","109","469","109","310","113","51","44","61","51","33","40","0","12","14","22","72","58","72","58","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037021003","Block Group 3, Census Tract 7021, Anne Arundel County, Maryland"
"429","81","262","92","129","85","25","29","75","41","33","37","0","12","0","12","167","62","142","65","12","19","0","12","13","20","0","12","0","12","0","12","1500000US240037021004","Block Group 4, Census Tract 7021, Anne Arundel County, Maryland"
"247","68","157","57","60","49","66","42","31","37","0","12","0","12","0","12","90","55","78","51","12","19","0","12","0","12","0","12","0","12","0","12","1500000US240037021005","Block Group 5, Census Tract 7021, Anne Arundel County, Maryland"
"788","66","692","71","280","74","136","54","149","60","108","52","19","23","0","12","96","49","96","49","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037022041","Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland"
"784","62","500","72","256","68","54","40","122","51","68","37","0","12","0","12","284","75","264","77","20","23","0","12","0","12","0","12","0","12","0","12","1500000US240037022042","Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland"
"787","105","566","100","212","79","202","93","107","87","26","24","19","29","0","12","221","95","221","95","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037022051","Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland"
"1127","132","572","142","308","135","184","98","43","45","8","16","29","32","0","12","555","137","451","137","104","92","0","12","0","12","0","12","0","12","0","12","1500000US240037022052","Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland"
"419","74","345","83","131","71","33","38","118","67","63","41","0","12","0","12","74","49","74","49","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037022053","Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland"
"841","146","699","139","196","72","227","87","155","78","90","97","21","34","10","19","142","78","76","46","66","69","0","12","0","12","0","12","0","12","0","12","1500000US240037022061","Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland"
"706","121","239","100","100","67","55","48","68","61","16","28","0","12","0","12","467","125","315","122","60","79","92","107","0","12","0","12","0","12","0","12","1500000US240037022062","Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland"
"763","143","508","162","66","48","216","123","47","42","153","84","0","12","26","38","255","151","255","151","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037022063","Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland"
"1735","176","1094","178","403","153","274","114","367","130","16","32","21","42","13","29","641","154","564","154","77","61","0","12","0","12","0","12","0","12","0","12","1500000US240037022081","Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland"
"862","135","810","131","285","118","111","61","243","105","100","81","30","34","41","41","52","42","24","29","28","41","0","12","0","12","0","12","0","12","0","12","1500000US240037022082","Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland"
"449","81","449","81","42","30","109","50","231","79","56","45","11","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037022091","Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland"
"403","85","330","76","166","59","61","45","74","52","21","31","8","13","0","12","73","56","61","56","12","17","0","12","0","12","0","12","0","12","0","12","1500000US240037022092","Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland"
"648","79","413","83","95","57","167","84","65","44","68","46","18","28","0","12","235","87","126","55","109","89","0","12","0","12","0","12","0","12","0","12","1500000US240037022093","Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland"
"233","48","169","56","50","32","60","41","35","42","14","15","10","16","0","12","64","36","64","36","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037023001","Block Group 1, Census Tract 7023, Anne Arundel County, Maryland"
"649","64","613","66","222","55","120","47","123","54","102","59","34","29","12","18","36","26","36","26","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037023002","Block Group 2, Census Tract 7023, Anne Arundel County, Maryland"
"498","65","459","70","215","61","94","60","112","48","16","16","22","19","0","12","39","31","21","23","18","21","0","12","0","12","0","12","0","12","0","12","1500000US240037023003","Block Group 3, Census Tract 7023, Anne Arundel County, Maryland"
"556","70","358","75","180","64","68","36","48","32","32","30","12","19","18","27","198","67","164","66","34","28","0","12","0","12","0","12","0","12","0","12","1500000US240037023004","Block Group 4, Census Tract 7023, Anne Arundel County, Maryland"
"1047","145","584","143","408","131","69","52","107","79","0","12","0","12","0","12","463","150","384","138","79","70","0","12","0","12","0","12","0","12","0","12","1500000US240037024021","Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland"
"1392","154","670","128","304","96","189","101","129","57","14","18","0","12","34","46","722","185","641","176","57","42","0","12","0","12","24","36","0","12","0","12","1500000US240037024022","Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland"
"839","116","426","111","328","116","58","47","33","38","7","12","0","12","0","12","413","103","391","102","22","35","0","12","0","12","0","12","0","12","0","12","1500000US240037024023","Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland"
"448","124","382","122","114","57","143","147","18","28","107","113","0","12","0","12","66","53","62","54","4","15","0","12","0","12","0","12","0","12","0","12","1500000US240037025001","Block Group 1, Census Tract 7025, Anne Arundel County, Maryland"
"432","148","226","119","116","102","59","93","38","60","0","12","13","21","0","12","206","105","196","101","10","22","0","12","0","12","0","12","0","12","0","12","1500000US240037025002","Block Group 2, Census Tract 7025, Anne Arundel County, Maryland"
"955","156","755","160","218","124","298","114","150","99","67","60","22","42","0","12","200","130","165","112","0","12","35","65","0","12","0","12","0","12","0","12","1500000US240037025003","Block Group 3, Census Tract 7025, Anne Arundel County, Maryland"
"346","143","246","133","105","68","16","26","0","12","12","24","113","115","0","12","100","91","85","96","0","12","15","29","0","12","0","12","0","12","0","12","1500000US240037025004","Block Group 4, Census Tract 7025, Anne Arundel County, Maryland"
"234","66","118","55","60","31","0","12","40","60","18","29","0","12","0","12","116","75","116","75","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037026011","Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland"
"652","112","485","119","216","88","198","105","16","26","44","51","11","17","0","12","167","90","131","81","23","36","0","12","13","25","0","12","0","12","0","12","1500000US240037026012","Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland"
"279","52","205","59","86","51","21","26","83","58","15","26","0","12","0","12","74","40","66","39","8","13","0","12","0","12","0","12","0","12","0","12","1500000US240037026013","Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland"
"410","72","363","81","214","73","65","40","48","47","36","37","0","12","0","12","47","37","40","33","7","13","0","12","0","12","0","12","0","12","0","12","1500000US240037026014","Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland"
"530","81","335","89","107","77","95","62","80","66","0","12","21","35","32","46","195","77","125","56","10","16","60","52","0","12","0","12","0","12","0","12","1500000US240037026015","Block Group 5, Census Tract 7026.01, Anne Arundel County, Maryland"
"1048","123","746","115","367","92","116","73","123","80","87","62","53","49","0","12","302","104","221","93","67","53","0","12","14","20","0","12","0","12","0","12","1500000US240037026021","Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland"
"900","132","588","97","276","81","183","86","129","82","0","12","0","12","0","12","312","93","266","101","46","41","0","12","0","12","0","12","0","12","0","12","1500000US240037026022","Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland"
"332","88","231","71","128","63","47","40","56","43","0","12","0","12","0","12","101","62","86","58","0","12","15","25","0","12","0","12","0","12","0","12","1500000US240037026023","Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland"
"548","131","225","98","79","63","87","59","0","12","59","78","0","12","0","12","323","130","115","59","173","114","0","12","35","56","0","12","0","12","0","12","1500000US240037027011","Block Group 1, Census Tract 7027.01, Anne Arundel County, Maryland"
"556","127","407","115","246","99","67","60","34","37","60","47","0","12","0","12","149","104","124","97","25","29","0","12","0","12","0","12","0","12","0","12","1500000US240037027012","Block Group 2, Census Tract 7027.01, Anne Arundel County, Maryland"
"1196","158","393","130","209","90","68","79","79","70","12","21","25","35","0","12","803","180","506","140","243","124","54","85","0","12","0","12","0","12","0","12","1500000US240037027013","Block Group 3, Census Tract 7027.01, Anne Arundel County, Maryland"
"582","113","465","106","256","90","77","57","53","42","44","45","35","36","0","12","117","66","117","66","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037027021","Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland"
"894","114","678","119","356","92","115","75","186","65","21","24","0","12","0","12","216","75","197","71","19","23","0","12","0","12","0","12","0","12","0","12","1500000US240037027022","Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland"
"774","110","396","82","225","81","154","61","17","20","0","12","0","12","0","12","378","105","267","80","75","56","8","16","28","43","0","12","0","12","0","12","1500000US240037061011","Block Group 1, Census Tract 7061.01, Anne Arundel County, Maryland"
"587","78","246","75","163","71","57","33","26","22","0","12","0","12","0","12","341","85","252","79","81","60","2","5","6","10","0","12","0","12","0","12","1500000US240037061012","Block Group 2, Census Tract 7061.01, Anne Arundel County, Maryland"
"313","101","108","75","47","57","35","35","17","20","9","17","0","12","0","12","205","73","205","73","0","12","0","12","0","12","0","12","0","12","0","12","1500000US240037061013","Block Group 3, Census Tract 7061.01, Anne Arundel County, Maryland"
"834","165","337","142","151","82","185","119","0","12","0","12","1","39","0","12","497","175","395","152","91","78","0","12","0","12","11","19","0","12","0","12","1500000US240037063011","Block Group 1, Census Tract 7063.01, Anne Arundel County, Maryland"
"930","168","376","127","185","90","34","39","140","101","0","12","17","31","0","12","554","142","545","141","0","12","9","16","0","12","0","12","0","12","0","12","1500000US240037063012","Block Group 2, Census Tract 7063.01, Anne Arundel County, Maryland"
"466","106","216","113","194","115","22","30","0","12","0","12","0","12","0","12","250","83","230","83","20","30","0","12","0","12","0","12","0","12","0","12","1500000US240037063013","Block Group 3, Census Tract 7063.01, Anne Arundel County, Maryland"
"828","123","347","118","201","98","111","76","35","39","0","12","0","12","0","12","481","106","387","100","75","46","11","17","8","14","0","12","0","12","0","12","1500000US240037063021","Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland"
"306","80","199","71","174","71","15","19","10","16","0","12","0","12","0","12","107","57","78","60","20","23","9","15","0","12","0","12","0","12","0","12","1500000US240037063022","Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland"
"544","96","330","87","202","78","58","57","44","37","26","27","0","12","0","12","214","73","149","55","58","50","7","12","0","12","0","12","0","12","0","12","1500000US240037063023","Block Group 3, Census Tract 7063.02, Anne Arundel County, Maryland"
"945","188","471","140","89","46","80","50","81","57","100","109","99","108","22","30","474","162","279","111","124","114","0","12","71","89","0","12","0","12","0","12","1500000US240037064011","Block Group 1, Census Tract 7064.01, Anne Arundel County, Maryland"
"913","234","411","213","128","67","97","61","20","25","149","186","0","12","17","28","502","164","292","146","83","70","19","32","108","118","0","12","0","12","0","12","1500000US240037064012","Block Group 2, Census Tract 7064.01, Anne Arundel County, Maryland"
