"B20017_001E","B20017_001M","B20017_002E","B20017_002M","B20017_003E","B20017_003M","B20017_004E","B20017_004M","B20017_005E","B20017_005M","B20017_006E","B20017_006M","B20017_007E","B20017_007M","GEO_ID","NAME"
"Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):","Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Male --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Male --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Male --!!Total (dollars)!!Worked full-time, year-round in the past 12 months (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Male --!!Total (dollars)!!Worked full-time, year-round in the past 12 months (dollars)","Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Male --!!Total (dollars)!!Other (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Male --!!Total (dollars)!!Other (dollars)","Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Female --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Female --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Female --!!Total (dollars)!!Worked full-time, year-round in the past 12 months (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Female --!!Total (dollars)!!Worked full-time, year-round in the past 12 months (dollars)","Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Female --!!Total (dollars)!!Other (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Female --!!Total (dollars)!!Other (dollars)","id","Geographic Area Name"
"22500","14154","53250","35096","72813","31793","15341","9739","15732","2493","-","**","-","**","1500000US240010001001","Block Group 1, Census Tract 1, Allegany County, Maryland"
"24776","5452","36429","17825","50975","5678","15208","8941","22788","9304","26071","10258","10833","1845","1500000US240010001002","Block Group 2, Census Tract 1, Allegany County, Maryland"
"37656","10238","41727","3063","44750","7171","39063","20712","29491","5676","35972","19945","-","**","1500000US240010001003","Block Group 3, Census Tract 1, Allegany County, Maryland"
"31293","15979","40139","18842","45950","19665","31094","12137","-","**","42708","14727","10888","860","1500000US240010002001","Block Group 1, Census Tract 2, Allegany County, Maryland"
"23162","10532","37946","19741","43722","9519","-","**","22060","3375","28973","23187","8333","5170","1500000US240010002002","Block Group 2, Census Tract 2, Allegany County, Maryland"
"15645","3821","15391","4106","20663","3115","-","**","27639","21207","-","**","-","**","1500000US240010002003","Block Group 3, Census Tract 2, Allegany County, Maryland"
"39107","6130","43717","7885","44397","11271","-","**","32143","11683","43929","17000","12155","4235","1500000US240010003001","Block Group 1, Census Tract 3, Allegany County, Maryland"
"26307","10543","-","**","41500","26527","-","**","27386","25548","44583","41755","-","**","1500000US240010003002","Block Group 2, Census Tract 3, Allegany County, Maryland"
"29545","28174","48636","30955","52132","16349","14213","9632","25962","18039","47750","41411","-","**","1500000US240010003003","Block Group 3, Census Tract 3, Allegany County, Maryland"
"37778","17992","50417","32627","64519","23709","-","**","32375","21355","32375","15676","-","**","1500000US240010004001","Block Group 1, Census Tract 4, Allegany County, Maryland"
"33784","2601","51300","19338","53512","3111","15625","3618","26591","10252","34567","9932","23348","15999","1500000US240010004002","Block Group 2, Census Tract 4, Allegany County, Maryland"
"31113","2602","31217","895","31433","751","-","**","30000","22338","41991","3117","8875","2885","1500000US240010004003","Block Group 3, Census Tract 4, Allegany County, Maryland"
"22754","5512","19538","8338","24286","15745","17578","15114","23973","11904","61250","50460","21681","9882","1500000US240010005001","Block Group 1, Census Tract 5, Allegany County, Maryland"
"5437","1608","5449","2518","63194","6783","4318","2294","5426","1836","-","**","5142","1687","1500000US240010005002","Block Group 2, Census Tract 5, Allegany County, Maryland"
"33611","8787","33917","17676","44511","12626","9148","5646","33229","17435","53625","21066","-","**","1500000US240010006001","Block Group 1, Census Tract 6, Allegany County, Maryland"
"29761","3247","38542","9351","47019","39605","-","**","29063","1414","29743","3258","-","**","1500000US240010006002","Block Group 2, Census Tract 6, Allegany County, Maryland"
"21629","5600","31550","9821","42969","15173","8911","2363","20313","7394","27031","8561","2,500-","***","1500000US240010007001","Block Group 1, Census Tract 7, Allegany County, Maryland"
"25306","3651","26367","6888","31172","15884","2,500-","***","23631","6902","35288","5743","-","**","1500000US240010007002","Block Group 2, Census Tract 7, Allegany County, Maryland"
"30848","4750","38005","2937","39043","2449","-","**","25515","13555","33889","4714","7045","6658","1500000US240010008001","Block Group 1, Census Tract 8, Allegany County, Maryland"
"18472","4185","25287","6391","26496","6144","11406","4362","17530","12605","19787","18144","8370","5994","1500000US240010008002","Block Group 2, Census Tract 8, Allegany County, Maryland"
"27560","6420","27321","11093","37824","9523","14276","4749","27738","6012","48006","26008","17846","3537","1500000US240010010001","Block Group 1, Census Tract 10, Allegany County, Maryland"
"16318","4701","27596","16547","27188","7379","-","**","15568","2939","-","**","13194","9543","1500000US240010010002","Block Group 2, Census Tract 10, Allegany County, Maryland"
"22200","9498","20365","15165","41607","18825","11370","2142","24313","11052","40662","6380","-","**","1500000US240010011001","Block Group 1, Census Tract 11, Allegany County, Maryland"
"40481","17048","47404","9780","62857","17363","11391","3192","27396","11666","60321","26244","14375","14093","1500000US240010012001","Block Group 1, Census Tract 12, Allegany County, Maryland"
"31417","2317","35573","8392","39250","24585","13750","11709","30605","5429","32037","13112","-","**","1500000US240010012002","Block Group 2, Census Tract 12, Allegany County, Maryland"
"56563","27691","76875","19348","112708","78795","70729","20294","30735","20676","-","**","-","**","1500000US240010012003","Block Group 3, Census Tract 12, Allegany County, Maryland"
"30430","7614","40142","4999","43191","2679","-","**","18000","3062","26688","9907","7888","2270","1500000US240010013001","Block Group 1, Census Tract 13, Allegany County, Maryland"
"31250","7616","33641","10201","47500","4910","8542","5980","26307","5516","50139","26574","12500","4992","1500000US240010013002","Block Group 2, Census Tract 13, Allegany County, Maryland"
"59028","12359","62308","8101","60962","12219","-","**","42411","24001","74091","33274","2,500-","***","1500000US240010014011","Block Group 1, Census Tract 14.01, Allegany County, Maryland"
"42292","5829","46932","23661","59886","19263","18293","3796","33371","8801","47917","17141","12500","7231","1500000US240010014012","Block Group 2, Census Tract 14.01, Allegany County, Maryland"
"42527","10741","31750","31690","54688","16368","9375","1121","43005","4575","43989","3951","-","**","1500000US240010014013","Block Group 3, Census Tract 14.01, Allegany County, Maryland"
"37262","6650","46833","7434","53523","1767","-","**","32794","3558","37604","10703","-","**","1500000US240010014021","Block Group 1, Census Tract 14.02, Allegany County, Maryland"
"25484","5592","21202","10908","41172","4334","14327","4751","27057","2883","32333","17741","16488","8107","1500000US240010015021","Block Group 1, Census Tract 15.02, Allegany County, Maryland"
"26696","6781","31771","14878","41250","18512","12250","8644","22396","10287","32411","28685","-","**","1500000US240010015031","Block Group 1, Census Tract 15.03, Allegany County, Maryland"
"28264","8733","30463","12641","38625","21539","-","**","27569","10171","31490","15096","17125","9312","1500000US240010015032","Block Group 2, Census Tract 15.03, Allegany County, Maryland"
"27000","7032","32333","6197","39375","10100","14219","11939","16053","4919","33036","19235","11083","4893","1500000US240010015033","Block Group 3, Census Tract 15.03, Allegany County, Maryland"
"29375","6173","35855","1877","42500","8127","7375","3291","23571","12083","45139","12475","10625","5410","1500000US240010016001","Block Group 1, Census Tract 16, Allegany County, Maryland"
"44226","27436","-","**","-","**","-","**","-","**","-","**","-","**","1500000US240010017001","Block Group 1, Census Tract 17, Allegany County, Maryland"
"27713","4958","43313","29321","45208","8100","-","**","26844","2986","-","**","17250","16121","1500000US240010017002","Block Group 2, Census Tract 17, Allegany County, Maryland"
"40417","14573","46667","18630","59152","15990","-","**","28895","9193","37500","18380","11439","4091","1500000US240010017003","Block Group 3, Census Tract 17, Allegany County, Maryland"
"12264","9638","36893","9947","36643","21849","-","**","10342","1837","29484","10539","8976","1673","1500000US240010017004","Block Group 4, Census Tract 17, Allegany County, Maryland"
"13472","3003","13813","3871","45250","3750","7045","5350","12543","5209","43438","9250","6442","2539","1500000US240010018001","Block Group 1, Census Tract 18, Allegany County, Maryland"
"25238","9651","-","**","-","**","5988","1270","26190","7681","40179","29371","14750","13689","1500000US240010018002","Block Group 2, Census Tract 18, Allegany County, Maryland"
"4060","863","4690","2760","36250","17785","2699","1264","3727","708","-","**","3645","718","1500000US240010018003","Block Group 3, Census Tract 18, Allegany County, Maryland"
"32482","9326","41250","12469","57375","12753","9375","8095","29875","7868","45729","8843","10508","3394","1500000US240010019001","Block Group 1, Census Tract 19, Allegany County, Maryland"
"30284","7342","39375","15489","53409","10960","10050","1468","19750","4484","31146","5358","11643","5855","1500000US240010019002","Block Group 2, Census Tract 19, Allegany County, Maryland"
"26346","12668","41174","21238","51830","26756","18492","8426","-","**","25673","22700","6597","5591","1500000US240010020001","Block Group 1, Census Tract 20, Allegany County, Maryland"
"30250","12878","42546","13203","44815","23962","10781","1565","26724","7270","37907","24499","-","**","1500000US240010020002","Block Group 2, Census Tract 20, Allegany County, Maryland"
"21006","4210","-","**","60652","13972","2,500-","***","19798","17421","67583","59961","16711","10461","1500000US240010020003","Block Group 3, Census Tract 20, Allegany County, Maryland"
"32043","4640","34844","8223","43933","2108","8945","1791","29896","6459","39583","5533","14615","5298","1500000US240010021001","Block Group 1, Census Tract 21, Allegany County, Maryland"
"26549","3532","42542","11279","52917","9948","20833","10353","23500","8065","39375","16441","16250","13914","1500000US240010021002","Block Group 2, Census Tract 21, Allegany County, Maryland"
"28611","5536","31648","18129","43690","20696","-","**","20458","16123","35114","10871","6630","4267","1500000US240010022001","Block Group 1, Census Tract 22, Allegany County, Maryland"
"22552","9571","31012","12176","43542","3633","-","**","14125","6749","27130","19322","9375","6507","1500000US240010022002","Block Group 2, Census Tract 22, Allegany County, Maryland"
"31923","13781","46429","16057","51250","5296","-","**","26833","4864","32500","20278","-","**","1500000US240010022003","Block Group 3, Census Tract 22, Allegany County, Maryland"
"60337","19287","91000","55109","99821","47916","2,500-","***","42440","26555","69286","63651","-","**","1500000US240037011011","Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland"
"63421","47860","70250","48860","74079","8357","-","**","-","**","78500","21937","26725","3691","1500000US240037011012","Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland"
"39063","19401","43977","19866","79688","39966","23750","10196","32000","22664","63269","17816","20208","9799","1500000US240037011013","Block Group 3, Census Tract 7011.01, Anne Arundel County, Maryland"
"90663","21286","96063","13822","107083","31610","-","**","55313","33149","103977","14688","-","**","1500000US240037011014","Block Group 4, Census Tract 7011.01, Anne Arundel County, Maryland"
"50343","11595","59276","26905","83245","12996","10313","7862","42604","15050","52127","31362","9706","3532","1500000US240037011021","Block Group 1, Census Tract 7011.02, Anne Arundel County, Maryland"
"50125","39250","63917","36231","63917","36231","-","**","22143","13003","53542","29229","14960","12456","1500000US240037011022","Block Group 2, Census Tract 7011.02, Anne Arundel County, Maryland"
"37486","12744","51184","17979","53750","28404","-","**","31929","7218","42721","30629","13487","7760","1500000US240037011023","Block Group 3, Census Tract 7011.02, Anne Arundel County, Maryland"
"47955","8466","49440","12875","65572","10393","-","**","44766","14876","53790","5756","20536","7782","1500000US240037011024","Block Group 4, Census Tract 7011.02, Anne Arundel County, Maryland"
"55852","13778","83125","27097","85444","18912","-","**","30963","26828","43250","32986","12171","8226","1500000US240037012001","Block Group 1, Census Tract 7012, Anne Arundel County, Maryland"
"63603","14877","64732","28138","89375","45649","-","**","62813","12850","76458","14461","-","**","1500000US240037012002","Block Group 2, Census Tract 7012, Anne Arundel County, Maryland"
"53054","3161","68507","32209","69861","39985","-","**","51087","11058","54550","8161","27583","23701","1500000US240037012003","Block Group 3, Census Tract 7012, Anne Arundel County, Maryland"
"63496","14956","86912","20186","106131","16180","2877","1079","44844","25398","65859","15431","-","**","1500000US240037012004","Block Group 4, Census Tract 7012, Anne Arundel County, Maryland"
"61367","12543","64432","28370","85446","32065","-","**","52417","20742","81172","22932","10938","7661","1500000US240037013001","Block Group 1, Census Tract 7013, Anne Arundel County, Maryland"
"87946","36508","119417","27130","160200","35679","21172","17188","50859","45031","88795","30001","-","**","1500000US240037013002","Block Group 2, Census Tract 7013, Anne Arundel County, Maryland"
"82560","22824","84222","22528","92868","36894","-","**","59266","31619","95372","42553","-","**","1500000US240037013003","Block Group 3, Census Tract 7013, Anne Arundel County, Maryland"
"49234","14993","62042","11769","68125","8884","-","**","32891","18411","60662","21177","-","**","1500000US240037013004","Block Group 4, Census Tract 7013, Anne Arundel County, Maryland"
"51667","23599","43214","16824","57500","39511","33750","33427","59135","41472","90278","56755","17500","5078","1500000US240037014001","Block Group 1, Census Tract 7014, Anne Arundel County, Maryland"
"54907","12895","64734","12115","97500","18684","10846","1672","47788","6356","77292","35074","4407","4077","1500000US240037014002","Block Group 2, Census Tract 7014, Anne Arundel County, Maryland"
"54620","9827","70688","14042","72925","11960","-","**","50592","22973","64632","18516","11000","8560","1500000US240037021001","Block Group 1, Census Tract 7021, Anne Arundel County, Maryland"
"68625","12065","70972","21489","104750","92506","-","**","67750","13525","81528","30224","-","**","1500000US240037021002","Block Group 2, Census Tract 7021, Anne Arundel County, Maryland"
"53194","49055","90208","37838","130536","104552","2,500-","***","-","**","95563","25832","6726","3958","1500000US240037021003","Block Group 3, Census Tract 7021, Anne Arundel County, Maryland"
"62143","43877","67250","65192","91406","70434","-","**","59879","50209","101696","30516","-","**","1500000US240037021004","Block Group 4, Census Tract 7021, Anne Arundel County, Maryland"
"65781","12182","94375","38385","94375","35645","-","**","34432","29930","34489","22419","-","**","1500000US240037021005","Block Group 5, Census Tract 7021, Anne Arundel County, Maryland"
"78625","15792","85571","11639","125370","38168","-","**","56696","22685","104583","26123","21053","8435","1500000US240037022041","Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland"
"57383","13468","77212","17088","86833","17424","21172","15458","50625","9115","53542","10570","16912","8928","1500000US240037022042","Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland"
"54987","21432","105401","33315","107836","2617","18250","12996","35891","12154","37422","18920","-","**","1500000US240037022051","Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland"
"75475","16978","67941","17152","68419","16121","-","**","79688","11815","84333","4571","-","**","1500000US240037022052","Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland"
"80543","24936","90982","36996","95950","24845","-","**","64423","45351","102875","28017","25144","12003","1500000US240037022053","Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland"
"49289","8174","46023","16671","66845","57145","10906","6304","51875","18272","61071","18271","-","**","1500000US240037022061","Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland"
"56219","7351","46623","13069","61926","9144","16535","4125","59201","7365","62674","12432","58295","50179","1500000US240037022062","Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland"
"58594","15103","59714","31188","88750","19334","-","**","56189","31874","100341","25268","6291","1664","1500000US240037022063","Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland"
"58793","6787","62015","15216","86786","22413","-","**","56942","9252","59838","12856","16995","6948","1500000US240037022081","Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland"
"75637","16766","94671","32358","110769","28601","-","**","56406","7678","69122","11369","35179","16343","1500000US240037022082","Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland"
"74408","17920","104583","36615","128207","27748","-","**","47438","14940","85956","27024","-","**","1500000US240037022091","Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland"
"75074","18978","93510","19030","104500","27014","6157","1741","60500","16414","82813","21609","-","**","1500000US240037022092","Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland"
"69018","17636","69448","31422","90120","30188","-","**","68682","19792","90096","33695","21910","11407","1500000US240037022093","Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland"
"71571","13998","79432","45627","79962","60652","-","**","32475","19025","44531","35531","22375","15875","1500000US240037023001","Block Group 1, Census Tract 7023, Anne Arundel County, Maryland"
"57361","20929","95833","53901","140469","76621","-","**","29375","28718","97188","13139","16071","13408","1500000US240037023002","Block Group 2, Census Tract 7023, Anne Arundel County, Maryland"
"81667","28147","96404","14173","126563","53467","-","**","68077","26347","80833","72133","-","**","1500000US240037023003","Block Group 3, Census Tract 7023, Anne Arundel County, Maryland"
"53470","4373","61364","20371","88750","28075","23583","10421","46875","24973","55066","6957","10875","7539","1500000US240037023004","Block Group 4, Census Tract 7023, Anne Arundel County, Maryland"
"53831","18287","67147","16596","76541","9922","19620","8184","45357","15371","54938","25600","14784","13880","1500000US240037024021","Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland"
"65000","19161","89583","25397","122212","28375","13611","6084","48005","11525","68825","19145","15326","9759","1500000US240037024022","Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland"
"77833","16921","67604","63648","141094","51473","8867","8201","79539","21366","95333","30843","2,500-","***","1500000US240037024023","Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland"
"43684","9418","-","**","-","**","16298","16087","36196","7644","56301","7849","21075","20325","1500000US240037025001","Block Group 1, Census Tract 7025, Anne Arundel County, Maryland"
"40268","25088","57083","24720","66685","48279","-","**","24203","7974","-","**","2,500-","***","1500000US240037025002","Block Group 2, Census Tract 7025, Anne Arundel County, Maryland"
"34291","15441","33389","11918","44908","26925","12500","7992","42943","19383","51860","18557","14461","5847","1500000US240037025003","Block Group 3, Census Tract 7025, Anne Arundel County, Maryland"
"63967","33516","160238","139297","186182","34948","-","**","60290","20510","62009","45834","30592","16899","1500000US240037025004","Block Group 4, Census Tract 7025, Anne Arundel County, Maryland"
"63984","23778","-","**","-","**","-","**","-","**","78594","59702","-","**","1500000US240037026011","Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland"
"54922","13387","65032","24852","66154","45804","-","**","53636","5810","62500","4624","-","**","1500000US240037026012","Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland"
"54659","15963","89643","53860","100673","41173","-","**","-","**","-","**","-","**","1500000US240037026013","Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland"
"86537","14978","135625","45508","140583","25010","-","**","70583","34296","85920","16061","18750","14204","1500000US240037026014","Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland"
"51268","6712","63264","41611","-","**","-","**","49286","23019","-","**","-","**","1500000US240037026015","Block Group 5, Census Tract 7026.01, Anne Arundel County, Maryland"
"90071","30070","132188","25278","143712","32267","12656","5868","61809","14909","96806","51101","-","**","1500000US240037026021","Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland"
"62933","6083","63003","24263","88833","77540","-","**","62781","6825","73555","15387","25063","10286","1500000US240037026022","Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland"
"55761","38307","56615","52512","80259","47459","11053","7318","-","**","69464","12702","-","**","1500000US240037026023","Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland"
"57765","8382","61346","16678","61538","14033","-","**","54757","11200","58068","9397","51053","41458","1500000US240037027011","Block Group 1, Census Tract 7027.01, Anne Arundel County, Maryland"
"77422","25901","113083","37047","110703","40147","-","**","53750","22016","72589","33005","-","**","1500000US240037027012","Block Group 2, Census Tract 7027.01, Anne Arundel County, Maryland"
"73190","22637","77536","15751","83558","9516","36563","24832","59615","21247","67279","38421","-","**","1500000US240037027013","Block Group 3, Census Tract 7027.01, Anne Arundel County, Maryland"
"76458","19163","125521","68329","167396","92394","-","**","49241","25527","73125","24466","-","**","1500000US240037027021","Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland"
"106806","15959","136346","42490","150739","11216","-","**","95987","23834","119853","11076","26705","20667","1500000US240037027022","Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland"
"62386","24628","91042","19535","103950","15135","40048","38017","42104","12942","59821","27661","-","**","1500000US240037061011","Block Group 1, Census Tract 7061.01, Anne Arundel County, Maryland"
"39958","12483","39813","13115","45865","25390","25074","19692","40875","31662","60344","8750","-","**","1500000US240037061012","Block Group 2, Census Tract 7061.01, Anne Arundel County, Maryland"
"25250","10554","18021","14071","-","**","17604","16635","27286","12574","34653","6253","25071","13302","1500000US240037061013","Block Group 3, Census Tract 7061.01, Anne Arundel County, Maryland"
"39626","8755","34481","8744","68819","29541","33011","25322","41902","13543","51523","19549","-","**","1500000US240037063011","Block Group 1, Census Tract 7063.01, Anne Arundel County, Maryland"
"21875","17075","31352","21080","53095","23991","10341","10278","20357","18613","63208","12903","8838","2553","1500000US240037063012","Block Group 2, Census Tract 7063.01, Anne Arundel County, Maryland"
"69405","20992","146071","71812","-","**","-","**","61250","10284","85074","11180","58225","11793","1500000US240037063013","Block Group 3, Census Tract 7063.01, Anne Arundel County, Maryland"
"53500","19876","41850","29724","60375","42681","26750","11081","58922","3462","67250","24844","-","**","1500000US240037063021","Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland"
"52321","26452","-","**","129886","49999","21250","17577","60682","19564","73750","16777","19167","9878","1500000US240037063022","Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland"
"57788","30725","127880","102533","141011","17206","-","**","53148","15518","68125","36168","28864","17138","1500000US240037063023","Block Group 3, Census Tract 7063.02, Anne Arundel County, Maryland"
"37394","6919","40476","9656","49605","16754","17104","7780","36737","5824","50673","19657","30442","16331","1500000US240037064011","Block Group 1, Census Tract 7064.01, Anne Arundel County, Maryland"
"41720","10813","48387","19609","48508","26011","-","**","27212","17883","44539","20048","16176","11231","1500000US240037064012","Block Group 2, Census Tract 7064.01, Anne Arundel County, Maryland"
"27123","14731","24601","21097","33910","16926","17114","7310","30536","17763","35729","19657","2,500-","***","1500000US240037064013","Block Group 3, Census Tract 7064.01, Anne Arundel County, Maryland"
"41000","18575","-","**","-","**","-","**","-","**","82857","69538","11683","7129","1500000US240037064021","Block Group 1, Census Tract 7064.02, Anne Arundel County, Maryland"
"36875","10128","32891","18804","54250","18586","11607","10456","37917","6452","43309","3523","-","**","1500000US240037064022","Block Group 2, Census Tract 7064.02, Anne Arundel County, Maryland"
"47689","6750","48972","14429","50000","20962","-","**","43547","11707","47679","12636","23462","10767","1500000US240037065001","Block Group 1, Census Tract 7065, Anne Arundel County, Maryland"
"52578","30177","50368","34561","-","**","-","**","54844","49961","-","**","-","**","1500000US240037065002","Block Group 2, Census Tract 7065, Anne Arundel County, Maryland"
"36098","19385","31287","18003","59063","55043","18988","4201","43708","18447","65109","19628","25957","18561","1500000US240037065003","Block Group 3, Census Tract 7065, Anne Arundel County, Maryland"
"61285","6566","88920","69372","88239","70855","121000","97277","43750","22547","65347","35710","14688","10485","1500000US240037065004","Block Group 4, Census Tract 7065, Anne Arundel County, Maryland"
"101296","13669","114773","56735","141917","37690","7946","7778","-","**","101346","41442","25000","14701","1500000US240037066001","Block Group 1, Census Tract 7066, Anne Arundel County, Maryland"
"52656","9906","53068","10122","73125","25666","-","**","50875","26143","75274","8411","14200","4026","1500000US240037066002","Block Group 2, Census Tract 7066, Anne Arundel County, Maryland"
"53750","24583","56563","27755","66818","19966","-","**","50000","46735","73875","46519","2,500-","***","1500000US240037066003","Block Group 3, Census Tract 7066, Anne Arundel County, Maryland"
"74500","31329","117500","39017","127159","7275","6250","3760","56000","28705","90072","30300","13304","7381","1500000US240037066004","Block Group 4, Census Tract 7066, Anne Arundel County, Maryland"
"20833","2397","23211","4916","35144","22289","-","**","16319","2955","-","**","11507","7560","1500000US240037066005","Block Group 5, Census Tract 7066, Anne Arundel County, Maryland"
"14370","2216","14589","4829","17185","8749","10362","4252","13766","1347","14688","2657","9097","5940","1500000US240037067001","Block Group 1, Census Tract 7067, Anne Arundel County, Maryland"
"67315","7317","75625","15704","80893","31304","-","**","55925","15564","62500","16304","-","**","1500000US240037070011","Block Group 1, Census Tract 7070.01, Anne Arundel County, Maryland"
"49044","9238","58047","14797","73214","24173","-","**","27386","17775","51302","12692","18750","8117","1500000US240037070012","Block Group 2, Census Tract 7070.01, Anne Arundel County, Maryland"
"53795","21305","87530","57728","89970","7612","22273","16286","41290","27213","61389","18222","13813","12991","1500000US240037070013","Block Group 3, Census Tract 7070.01, Anne Arundel County, Maryland"
"38617","7409","43750","8677","56786","19153","-","**","30417","7873","49250","34397","17917","3754","1500000US240037070021","Block Group 1, Census Tract 7070.02, Anne Arundel County, Maryland"
"41923","11271","75132","39497","95714","45195","17667","10399","35167","16973","42135","23508","20347","7532","1500000US240037070022","Block Group 2, Census Tract 7070.02, Anne Arundel County, Maryland"
"56286","6024","70536","13328","81313","5258","-","**","48125","16030","58401","4161","8833","3496","1500000US240037070023","Block Group 3, Census Tract 7070.02, Anne Arundel County, Maryland"
"62500","29477","84868","17084","92132","12572","14412","5847","46548","6237","75404","29178","12835","12786","1500000US240037080011","Block Group 1, Census Tract 7080.01, Anne Arundel County, Maryland"
"50766","13190","80021","22934","82146","18860","9250","7267","40781","16257","51371","13285","-","**","1500000US240037080012","Block Group 2, Census Tract 7080.01, Anne Arundel County, Maryland"
"-","**","-","**","73665","34103","2,500-","***","11056","10093","30313","27018","7857","4333","1500000US240037080041","Block Group 1, Census Tract 7080.04, Anne Arundel County, Maryland"
"41302","20304","53800","21405","63977","35895","52237","23600","32022","13604","64063","25015","10345","7702","1500000US240037080042","Block Group 2, Census Tract 7080.04, Anne Arundel County, Maryland"
"42326","10968","31450","14142","48246","12395","8617","4128","43981","2008","45242","9772","10185","9884","1500000US240037080043","Block Group 3, Census Tract 7080.04, Anne Arundel County, Maryland"
"56772","14799","63350","44628","72500","43378","-","**","49630","29394","56603","41017","26174","15717","1500000US240037301001","Block Group 1, Census Tract 7301, Anne Arundel County, Maryland"
"37234","31676","63442","17414","75352","16755","29023","8331","35891","7678","54000","37174","9316","2985","1500000US240037301002","Block Group 2, Census Tract 7301, Anne Arundel County, Maryland"
"63134","6665","80862","5657","81099","5733","-","**","52660","8027","61069","5214","15343","6699","1500000US240037301003","Block Group 3, Census Tract 7301, Anne Arundel County, Maryland"
"45325","19702","48523","15589","60543","31972","31371","7676","32010","21235","46833","13832","15861","6131","1500000US240037302031","Block Group 1, Census Tract 7302.03, Anne Arundel County, Maryland"
"42500","18145","52891","45900","-","**","-","**","38250","16808","47598","20569","-","**","1500000US240037302032","Block Group 2, Census Tract 7302.03, Anne Arundel County, Maryland"
"25498","5654","25224","6845","25429","6507","-","**","25945","11422","32476","20964","9722","4573","1500000US240037302033","Block Group 3, Census Tract 7302.03, Anne Arundel County, Maryland"
"37617","7574","39884","19543","-","**","32153","16670","32543","2552","34095","4751","9737","4814","1500000US240037302034","Block Group 4, Census Tract 7302.03, Anne Arundel County, Maryland"
"40188","7975","42000","12119","50288","21308","-","**","38092","10690","43110","15209","3682","2661","1500000US240037302041","Block Group 1, Census Tract 7302.04, Anne Arundel County, Maryland"
"42917","10125","66458","30603","86322","17359","-","**","-","**","48489","1094","-","**","1500000US240037302042","Block Group 2, Census Tract 7302.04, Anne Arundel County, Maryland"
"40000","32587","40393","33481","41000","17481","-","**","-","**","47744","23470","-","**","1500000US240037302043","Block Group 3, Census Tract 7302.04, Anne Arundel County, Maryland"
"38300","8738","52500","9714","63403","4728","26576","10102","24833","11106","56597","16799","7312","2623","1500000US240037303001","Block Group 1, Census Tract 7303, Anne Arundel County, Maryland"
