"B20017_001E","B20017_001M","B20017_002E","B20017_002M","B20017_003E","B20017_003M","B20017_004E","B20017_004M","B20017_005E","B20017_005M","B20017_006E","B20017_006M","B20017_007E","B20017_007M","GEO_ID","NAME"
"Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):","Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Male --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Male --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Male --!!Total (dollars)!!Worked full-time, year-round in the past 12 months (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Male --!!Total (dollars)!!Worked full-time, year-round in the past 12 months (dollars)","Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Male --!!Total (dollars)!!Other (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Male --!!Total (dollars)!!Other (dollars)","Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Female --!!Total (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Female --!!Total (dollars)","Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Female --!!Total (dollars)!!Worked full-time, year-round in the past 12 months (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Female --!!Total (dollars)!!Worked full-time, year-round in the past 12 months (dollars)","Estimate!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Female --!!Total (dollars)!!Other (dollars)","Margin of Error!!Median earnings in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total (dollars):!!Female --!!Total (dollars)!!Other (dollars)","id","Geographic Area Name"
"63610","13898","64617","24092","81964","27556","-","**","57148","18835","78676","22501","18462","2936","1500000US240037401032","Block Group 2, Census Tract 7401.03, Anne Arundel County, Maryland"
"55500","5983","58716","9101","55250","6994","167861","95891","52581","43861","72582","21056","21002","664","1500000US240037401033","Block Group 3, Census Tract 7401.03, Anne Arundel County, Maryland"
"68063","11859","74034","10708","79688","12299","8693","647","60234","9342","76707","15960","8906","7791","1500000US240037401034","Block Group 4, Census Tract 7401.03, Anne Arundel County, Maryland"
"58299","19191","73636","17294","84500","27226","-","**","35774","20705","75529","26087","-","**","1500000US240037401041","Block Group 1, Census Tract 7401.04, Anne Arundel County, Maryland"
"44395","10771","51063","17724","56917","11409","11346","8724","43877","17694","70875","40135","-","**","1500000US240037401042","Block Group 2, Census Tract 7401.04, Anne Arundel County, Maryland"
"48606","11865","55694","18152","62768","26430","-","**","-","**","89071","18545","25115","8358","1500000US240037401043","Block Group 3, Census Tract 7401.04, Anne Arundel County, Maryland"
"40145","6626","48854","7655","55268","9102","12065","3652","34136","4996","50083","9023","17353","11155","1500000US240037401051","Block Group 1, Census Tract 7401.05, Anne Arundel County, Maryland"
"34621","8796","46125","35945","81250","40586","-","**","33977","2689","33598","4196","-","**","1500000US240037401052","Block Group 2, Census Tract 7401.05, Anne Arundel County, Maryland"
"40556","16848","40880","16351","41944","27343","-","**","37188","32677","56375","34198","31337","15628","1500000US240037402011","Block Group 1, Census Tract 7402.01, Anne Arundel County, Maryland"
"39360","10424","47000","7457","51411","2407","-","**","28421","22159","52321","14001","-","**","1500000US240037402012","Block Group 2, Census Tract 7402.01, Anne Arundel County, Maryland"
"32992","8101","37758","12327","60144","44639","20278","19200","30550","7170","41544","2376","19321","5629","1500000US240037402013","Block Group 3, Census Tract 7402.01, Anne Arundel County, Maryland"
"31523","21194","44224","38487","54926","36675","-","**","22433","14229","47361","29270","-","**","1500000US240037402014","Block Group 4, Census Tract 7402.01, Anne Arundel County, Maryland"
"61600","8948","97174","22665","104025","6653","14727","7571","38594","20850","72833","10028","12778","9344","1500000US240037402031","Block Group 1, Census Tract 7402.03, Anne Arundel County, Maryland"
"65921","20749","89457","16187","92368","20598","-","**","46481","15056","73708","33619","-","**","1500000US240037402032","Block Group 2, Census Tract 7402.03, Anne Arundel County, Maryland"
"54833","11493","65882","30802","86034","10341","27250","18194","38750","10417","44444","22278","33900","5951","1500000US240037403031","Block Group 1, Census Tract 7403.03, Anne Arundel County, Maryland"
"54385","6857","64583","26305","76113","16785","-","**","43308","9040","46726","24376","18345","13286","1500000US240037403032","Block Group 2, Census Tract 7403.03, Anne Arundel County, Maryland"
"52658","4585","54468","6618","62310","9100","16765","12137","46283","13184","65503","17970","10729","1605","1500000US240037403041","Block Group 1, Census Tract 7403.04, Anne Arundel County, Maryland"
"70361","18292","92500","42184","96174","34192","-","**","63808","10669","72121","25055","-","**","1500000US240037403042","Block Group 2, Census Tract 7403.04, Anne Arundel County, Maryland"
"54348","14598","73031","33762","85556","30720","-","**","49396","12891","57406","13044","2,500-","***","1500000US240037403051","Block Group 1, Census Tract 7403.05, Anne Arundel County, Maryland"
"54102","3226","55328","13925","64828","27193","-","**","53912","2300","56622","4790","24976","22855","1500000US240037403052","Block Group 2, Census Tract 7403.05, Anne Arundel County, Maryland"
"49590","22502","61058","15303","65571","7090","-","**","41563","15479","48691","15789","-","**","1500000US240037403053","Block Group 3, Census Tract 7403.05, Anne Arundel County, Maryland"
"58389","17125","59012","26328","59535","22669","-","**","58098","35862","59457","26699","-","**","1500000US240037403054","Block Group 4, Census Tract 7403.05, Anne Arundel County, Maryland"
"9310","4923","11366","3750","-","**","2995","1978","3781","1949","28102","12682","2750","1209","1500000US240037404001","Block Group 1, Census Tract 7404, Anne Arundel County, Maryland"
"64587","9780","80994","7420","91029","21079","-","**","46537","15516","52015","11154","31356","8832","1500000US240037405001","Block Group 1, Census Tract 7405, Anne Arundel County, Maryland"
"63447","24150","60625","34876","62321","41064","-","**","63845","30691","71688","36676","2,500-","***","1500000US240037405002","Block Group 2, Census Tract 7405, Anne Arundel County, Maryland"
"51816","14355","51836","18993","74554","27514","20981","20406","47434","30527","68617","4391","16159","2850","1500000US240037405003","Block Group 3, Census Tract 7405, Anne Arundel County, Maryland"
"112222","8262","115882","26350","125987","26061","-","**","90500","43992","89231","40598","-","**","1500000US240037406011","Block Group 1, Census Tract 7406.01, Anne Arundel County, Maryland"
"51487","9972","52435","21711","52435","21711","-","**","-","**","-","**","2,500-","***","1500000US240037406012","Block Group 2, Census Tract 7406.01, Anne Arundel County, Maryland"
"47361","14621","50500","13364","57955","17537","-","**","22625","12651","-","**","17235","10277","1500000US240037406013","Block Group 3, Census Tract 7406.01, Anne Arundel County, Maryland"
"43250","4480","52118","21150","71146","24319","15272","14398","25117","8942","43125","19327","6523","3252","1500000US240037406014","Block Group 4, Census Tract 7406.01, Anne Arundel County, Maryland"
"43177","7338","58224","20144","60568","19052","-","**","36337","8071","46071","13990","7794","6069","1500000US240037406021","Block Group 1, Census Tract 7406.02, Anne Arundel County, Maryland"
"32394","5204","49702","16374","56397","20713","8796","3190","19102","5288","36406","9677","9773","4968","1500000US240037406022","Block Group 2, Census Tract 7406.02, Anne Arundel County, Maryland"
"14883","12652","21550","11824","22560","9529","-","**","12308","7694","-","**","-","**","1500000US240037406031","Block Group 1, Census Tract 7406.03, Anne Arundel County, Maryland"
"41964","7663","43480","11474","45898","16935","18788","8125","40855","13840","62697","30353","16513","6181","1500000US240037406032","Block Group 2, Census Tract 7406.03, Anne Arundel County, Maryland"
"77595","19292","79609","24595","83750","20448","-","**","73688","26491","78462","17620","-","**","1500000US240037407011","Block Group 1, Census Tract 7407.01, Anne Arundel County, Maryland"
"75282","6558","76845","17127","76012","14205","-","**","74353","16047","75775","10163","9792","4061","1500000US240037407012","Block Group 2, Census Tract 7407.01, Anne Arundel County, Maryland"
"51320","6395","75313","43309","77961","38135","-","**","33214","21469","51750","41689","16691","4840","1500000US240037407013","Block Group 3, Census Tract 7407.01, Anne Arundel County, Maryland"
"69685","7166","80000","13129","87408","8837","-","**","55234","18229","75858","5256","23750","15367","1500000US240037407021","Block Group 1, Census Tract 7407.02, Anne Arundel County, Maryland"
"77583","13078","92847","14166","97428","21067","11455","2809","60278","57763","78575","6301","-","**","1500000US240037407022","Block Group 2, Census Tract 7407.02, Anne Arundel County, Maryland"
"47781","7280","54722","21240","63234","18129","-","**","38036","9733","40000","3607","-","**","1500000US240037408001","Block Group 1, Census Tract 7408, Anne Arundel County, Maryland"
"53598","15412","85227","34419","108889","25865","-","**","46061","8816","68750","31818","22500","9451","1500000US240037408002","Block Group 2, Census Tract 7408, Anne Arundel County, Maryland"
"45179","14839","53148","10420","61524","5561","11786","5325","33375","11341","48818","7606","9118","3041","1500000US240037408003","Block Group 3, Census Tract 7408, Anne Arundel County, Maryland"
"40596","16322","45078","31763","73750","25341","-","**","40000","17448","44565","24601","22000","10136","1500000US240037409001","Block Group 1, Census Tract 7409, Anne Arundel County, Maryland"
"37844","29793","-","**","57711","13707","-","**","38656","20134","52734","13985","-","**","1500000US240037409002","Block Group 2, Census Tract 7409, Anne Arundel County, Maryland"
"48411","22335","64508","12111","64508","12111","-","**","21000","17185","-","**","-","**","1500000US240037409003","Block Group 3, Census Tract 7409, Anne Arundel County, Maryland"
"54727","47397","84423","54995","112857","44021","7132","1999","-","**","-","**","35234","34188","1500000US240037409004","Block Group 4, Census Tract 7409, Anne Arundel County, Maryland"
"127333","32817","136641","25286","136641","25286","-","**","93828","51267","114803","46114","-","**","1500000US240037409005","Block Group 5, Census Tract 7409, Anne Arundel County, Maryland"
"75750","11909","92679","27156","95074","8991","50250","34610","61705","27399","88333","12720","20767","888","1500000US240037410001","Block Group 1, Census Tract 7410, Anne Arundel County, Maryland"
"62092","4255","62813","11165","77353","14182","-","**","61607","5070","66667","15129","-","**","1500000US240037410002","Block Group 2, Census Tract 7410, Anne Arundel County, Maryland"
"36188","9051","52625","33366","54175","10288","35885","13085","33281","16106","36042","9015","-","**","1500000US240037501011","Block Group 1, Census Tract 7501.01, Anne Arundel County, Maryland"
"41750","15334","52931","17097","53836","10949","-","**","30814","14632","31424","28134","-","**","1500000US240037501012","Block Group 2, Census Tract 7501.01, Anne Arundel County, Maryland"
"16696","11060","63182","46204","63807","29187","13750","5950","15804","10838","-","**","-","**","1500000US240037501013","Block Group 3, Census Tract 7501.01, Anne Arundel County, Maryland"
"29839","19772","35208","26033","48750","16492","13315","6967","29677","22142","43304","22143","-","**","1500000US240037501014","Block Group 4, Census Tract 7501.01, Anne Arundel County, Maryland"
"43788","4617","43269","5275","45729","11106","-","**","45156","8507","47227","10424","8558","3868","1500000US240037501021","Block Group 1, Census Tract 7501.02, Anne Arundel County, Maryland"
"25184","11181","33611","27130","51115","15569","-","**","19904","11779","26125","18442","12768","4611","1500000US240037501022","Block Group 2, Census Tract 7501.02, Anne Arundel County, Maryland"
"53951","7575","64792","28602","77500","14077","23182","16991","29554","25632","57593","15537","16510","7303","1500000US240037502011","Block Group 1, Census Tract 7502.01, Anne Arundel County, Maryland"
"28475","11550","41037","24610","52901","15969","-","**","26125","10818","29682","6303","2,500-","***","1500000US240037502012","Block Group 2, Census Tract 7502.01, Anne Arundel County, Maryland"
"36406","6762","38712","14317","52096","2979","-","**","35066","15015","50208","12310","15368","7915","1500000US240037502021","Block Group 1, Census Tract 7502.02, Anne Arundel County, Maryland"
"27292","20527","36423","17848","58095","18540","-","**","20137","9846","-","**","-","**","1500000US240037502022","Block Group 2, Census Tract 7502.02, Anne Arundel County, Maryland"
"40565","10766","40685","8339","45250","14201","25313","15196","35625","28885","49434","3204","13750","759","1500000US240037502031","Block Group 1, Census Tract 7502.03, Anne Arundel County, Maryland"
"42245","8108","50729","22386","52578","35681","50625","23684","37267","8077","41250","11161","25500","16124","1500000US240037503001","Block Group 1, Census Tract 7503, Anne Arundel County, Maryland"
"43288","3220","44167","10108","52083","17461","14196","4338","42772","10266","55491","7525","9219","8265","1500000US240037503002","Block Group 2, Census Tract 7503, Anne Arundel County, Maryland"
"57209","5079","65962","40839","88438","28217","-","**","44205","21853","73056","39042","-","**","1500000US240037504001","Block Group 1, Census Tract 7504, Anne Arundel County, Maryland"
"54714","10687","63281","12818","80682","12097","35938","14581","51563","10970","65078","12932","37742","11016","1500000US240037504002","Block Group 2, Census Tract 7504, Anne Arundel County, Maryland"
"70781","11676","79397","32670","86103","59417","-","**","-","**","63295","59899","-","**","1500000US240037504003","Block Group 3, Census Tract 7504, Anne Arundel County, Maryland"
"47386","14478","55952","20092","70750","22646","13750","1589","36728","13690","52917","16906","-","**","1500000US240037504004","Block Group 4, Census Tract 7504, Anne Arundel County, Maryland"
"47073","14372","46372","16983","64524","27629","24950","15986","-","**","-","**","-","**","1500000US240037508011","Block Group 1, Census Tract 7508.01, Anne Arundel County, Maryland"
"46901","22576","60860","13956","61158","10278","-","**","30523","7585","64018","23483","-","**","1500000US240037508012","Block Group 2, Census Tract 7508.01, Anne Arundel County, Maryland"
"20391","18878","32583","16670","-","**","16142","9211","-","**","-","**","8219","6420","1500000US240037508013","Block Group 3, Census Tract 7508.01, Anne Arundel County, Maryland"
"50646","8122","52155","11445","56629","32622","-","**","47739","23827","67641","19852","16857","11632","1500000US240037508014","Block Group 4, Census Tract 7508.01, Anne Arundel County, Maryland"
"38547","13259","57860","6991","58761","3500","2,500-","***","26552","14588","31169","7326","9884","5065","1500000US240037508031","Block Group 1, Census Tract 7508.03, Anne Arundel County, Maryland"
"43576","3404","52885","15021","54519","17837","-","**","25000","18859","41053","5780","-","**","1500000US240037508032","Block Group 2, Census Tract 7508.03, Anne Arundel County, Maryland"
"26316","17372","20292","14265","45262","28339","15506","9902","29175","21063","50536","18114","16918","6282","1500000US240037508033","Block Group 3, Census Tract 7508.03, Anne Arundel County, Maryland"
"40617","13923","52644","16357","54351","13280","-","**","30221","13876","42083","4084","10417","7773","1500000US240037508034","Block Group 4, Census Tract 7508.03, Anne Arundel County, Maryland"
"-","**","-","**","-","**","-","**","33359","31265","-","**","-","**","1500000US240037508035","Block Group 5, Census Tract 7508.03, Anne Arundel County, Maryland"
"43370","6777","43261","23936","46250","38675","18598","10999","43478","18985","48796","8958","5968","1136","1500000US240037508041","Block Group 1, Census Tract 7508.04, Anne Arundel County, Maryland"
"39832","9584","48958","12988","55250","10711","20945","8287","30726","8525","51875","4641","15313","8689","1500000US240037508042","Block Group 2, Census Tract 7508.04, Anne Arundel County, Maryland"
"44699","4770","43418","2110","43797","7878","-","**","50469","17502","61188","9753","-","**","1500000US240037509001","Block Group 1, Census Tract 7509, Anne Arundel County, Maryland"
"41637","14465","-","**","56818","11974","20781","9492","41756","13686","55156","16724","-","**","1500000US240037509002","Block Group 2, Census Tract 7509, Anne Arundel County, Maryland"
"51544","6720","54464","14002","70714","13795","11008","4050","50331","9645","55000","6023","27708","6888","1500000US240037509003","Block Group 3, Census Tract 7509, Anne Arundel County, Maryland"
"50357","7821","49318","15198","59583","18870","26422","13112","50750","9347","63548","11617","6714","2918","1500000US240037510001","Block Group 1, Census Tract 7510, Anne Arundel County, Maryland"
"35134","22125","-","**","50625","18476","-","**","35938","14032","57014","19054","9318","6184","1500000US240037510002","Block Group 2, Census Tract 7510, Anne Arundel County, Maryland"
"31157","9314","35364","9110","41146","18003","31389","29251","22346","19006","32037","20999","-","**","1500000US240037510003","Block Group 3, Census Tract 7510, Anne Arundel County, Maryland"
"44348","12572","52894","6543","55500","7192","12118","8481","39969","5187","58750","29547","-","**","1500000US240037511021","Block Group 1, Census Tract 7511.02, Anne Arundel County, Maryland"
"39872","15075","51106","16345","55568","30941","-","**","31806","22865","57708","27518","10164","9552","1500000US240037511022","Block Group 2, Census Tract 7511.02, Anne Arundel County, Maryland"
"49120","16015","65613","9575","67264","6107","-","**","36033","25887","47768","12868","13077","6406","1500000US240037511031","Block Group 1, Census Tract 7511.03, Anne Arundel County, Maryland"
"41929","19437","92639","78912","110306","42863","-","**","28082","8592","29332","16367","7222","6484","1500000US240037511032","Block Group 2, Census Tract 7511.03, Anne Arundel County, Maryland"
"38543","3456","40463","5718","61696","26025","-","**","37956","5186","38911","14324","-","**","1500000US240037511033","Block Group 3, Census Tract 7511.03, Anne Arundel County, Maryland"
"58036","10078","59754","7339","62857","7371","54155","42890","40664","8759","40078","12059","-","**","1500000US240037511034","Block Group 4, Census Tract 7511.03, Anne Arundel County, Maryland"
"40943","6402","40083","25248","75882","28378","23487","14647","41774","14602","54310","12817","-","**","1500000US240037512001","Block Group 1, Census Tract 7512, Anne Arundel County, Maryland"
"53625","12624","65556","12718","79769","15271","-","**","41014","5272","53281","15043","21458","16339","1500000US240037512002","Block Group 2, Census Tract 7512, Anne Arundel County, Maryland"
"50786","14470","59300","12798","68011","28950","29188","14077","45882","10857","47073","45503","35625","16198","1500000US240037512003","Block Group 3, Census Tract 7512, Anne Arundel County, Maryland"
"56875","12679","57917","17493","72250","21532","-","**","55625","25506","68869","53207","-","**","1500000US240037514001","Block Group 1, Census Tract 7514, Anne Arundel County, Maryland"
"46250","16062","52375","17774","54716","36960","9250","2853","34265","18821","47344","22743","-","**","1500000US240037514002","Block Group 2, Census Tract 7514, Anne Arundel County, Maryland"
"52404","26275","85114","30749","105688","8000","-","**","32232","29299","77525","36461","-","**","1500000US240037514003","Block Group 3, Census Tract 7514, Anne Arundel County, Maryland"
"43226","18708","40662","25145","43790","13904","-","**","45657","30780","46175","8351","2,500-","***","1500000US240037515001","Block Group 1, Census Tract 7515, Anne Arundel County, Maryland"
"37103","6723","37409","15422","41346","15944","22262","20453","35833","17797","41545","4189","-","**","1500000US240037515002","Block Group 2, Census Tract 7515, Anne Arundel County, Maryland"
"34091","10244","36410","9515","37010","17873","22917","20053","21782","8737","21605","15120","-","**","1500000US240037515003","Block Group 3, Census Tract 7515, Anne Arundel County, Maryland"
"53866","27544","51944","37131","68411","19577","2,500-","***","54215","33647","54273","37809","-","**","1500000US240037515004","Block Group 4, Census Tract 7515, Anne Arundel County, Maryland"
"52500","8278","52604","13170","53594","53456","-","**","52308","23382","-","**","-","**","1500000US240037516001","Block Group 1, Census Tract 7516, Anne Arundel County, Maryland"
"58176","15961","71424","27809","96292","20949","23153","6149","-","**","81875","9905","-","**","1500000US240037516002","Block Group 2, Census Tract 7516, Anne Arundel County, Maryland"
"64605","39500","122500","65965","146645","12498","-","**","-","**","89145","35286","6514","1752","1500000US240037516003","Block Group 3, Census Tract 7516, Anne Arundel County, Maryland"
"54737","13514","64255","23779","127955","72461","12130","4224","43942","14646","72604","21284","12750","11390","1500000US240037517001","Block Group 1, Census Tract 7517, Anne Arundel County, Maryland"
"64405","20042","88750","66374","158750","31132","11250","1127","59135","9751","77188","28136","23696","8841","1500000US240037517002","Block Group 2, Census Tract 7517, Anne Arundel County, Maryland"
"-","**","-","**","-","**","-","**","-","**","-","**","-","**","1500000US240039800001","Block Group 1, Census Tract 9800, Anne Arundel County, Maryland"
"-","**","-","**","-","**","-","**","-","**","-","**","-","**","1500000US240039900000","Block Group 0, Census Tract 9900, Anne Arundel County, Maryland"
"44254","10050","52097","4430","54729","11572","-","**","39071","6372","39824","9123","-","**","1500000US240054001001","Block Group 1, Census Tract 4001, Baltimore County, Maryland"
"-","**","-","**","-","**","-","**","-","**","-","**","-","**","1500000US240054001002","Block Group 2, Census Tract 4001, Baltimore County, Maryland"
"35398","1904","35293","17459","-","**","-","**","35658","8014","36389","23225","32500","30112","1500000US240054001003","Block Group 3, Census Tract 4001, Baltimore County, Maryland"
"43333","9271","52500","7034","56940","10123","47589","39749","33182","17261","45694","25181","5898","4051","1500000US240054002001","Block Group 1, Census Tract 4002, Baltimore County, Maryland"
"50950","5170","46210","9227","62961","13813","7625","4863","55833","7938","68068","13603","24028","6788","1500000US240054002002","Block Group 2, Census Tract 4002, Baltimore County, Maryland"
"53375","30467","63421","31051","76333","33428","5741","1861","40000","34277","95625","73032","-","**","1500000US240054004001","Block Group 1, Census Tract 4004, Baltimore County, Maryland"
"54872","23047","74896","6306","74896","6306","-","**","50333","9491","53654","14170","-","**","1500000US240054004002","Block Group 2, Census Tract 4004, Baltimore County, Maryland"
"69118","26473","101316","52139","111607","27155","-","**","63879","26644","67721","46549","-","**","1500000US240054004003","Block Group 3, Census Tract 4004, Baltimore County, Maryland"
"88333","19971","-","**","-","**","-","**","90263","16544","93077","5688","64130","34606","1500000US240054004004","Block Group 4, Census Tract 4004, Baltimore County, Maryland"
"72500","25458","81103","45921","105036","55329","-","**","64837","26598","88750","22775","-","**","1500000US240054004005","Block Group 5, Census Tract 4004, Baltimore County, Maryland"
"76726","9457","99250","17645","118839","17322","-","**","59375","5875","86518","18004","12969","8211","1500000US240054005001","Block Group 1, Census Tract 4005, Baltimore County, Maryland"
"52228","9246","42120","12010","51750","15094","-","**","62717","11874","75568","19623","2,500-","***","1500000US240054006001","Block Group 1, Census Tract 4006, Baltimore County, Maryland"
"42528","12184","44276","23463","63977","22938","-","**","38750","14151","57656","11690","9301","5055","1500000US240054006002","Block Group 2, Census Tract 4006, Baltimore County, Maryland"
"73550","14024","74250","18110","77188","23761","-","**","63971","33243","84583","4828","12250","11357","1500000US240054006003","Block Group 3, Census Tract 4006, Baltimore County, Maryland"
"50331","6997","56739","7930","60291","6277","34643","17915","32328","11431","51739","42575","15893","6218","1500000US240054007011","Block Group 1, Census Tract 4007.01, Baltimore County, Maryland"
"36186","12474","35606","12164","62443","13177","-","**","42762","18189","44535","7157","-","**","1500000US240054007012","Block Group 2, Census Tract 4007.01, Baltimore County, Maryland"
"51938","5752","59063","6407","75179","12188","-","**","41694","10800","62150","11705","17321","10150","1500000US240054007021","Block Group 1, Census Tract 4007.02, Baltimore County, Maryland"
"39675","5778","38924","3461","42143","21870","13125","6954","43185","6703","44798","3880","30375","16439","1500000US240054008001","Block Group 1, Census Tract 4008, Baltimore County, Maryland"
"65160","17969","67339","11595","66694","6355","76538","55612","46250","17541","53646","47321","20682","14998","1500000US240054008002","Block Group 2, Census Tract 4008, Baltimore County, Maryland"
"49853","9198","58828","6028","69844","31574","14327","7282","44322","3914","52679","16738","21458","12632","1500000US240054009001","Block Group 1, Census Tract 4009, Baltimore County, Maryland"
"34661","6402","40938","16878","51705","26091","-","**","33092","2031","43000","26377","15833","5100","1500000US240054010001","Block Group 1, Census Tract 4010, Baltimore County, Maryland"
"64219","11622","98333","33780","109107","17139","15000","2717","55208","27160","68000","34289","-","**","1500000US240054010002","Block Group 2, Census Tract 4010, Baltimore County, Maryland"
"29806","5138","37328","15786","41304","6068","9836","9190","28320","5623","-","**","-","**","1500000US240054011011","Block Group 1, Census Tract 4011.01, Baltimore County, Maryland"
"19718","12139","16742","12984","37370","16756","6663","6633","-","**","64000","32601","12632","12410","1500000US240054011012","Block Group 2, Census Tract 4011.01, Baltimore County, Maryland"
"37106","5191","42099","18902","55478","21077","29138","24166","36091","6138","36756","3557","14240","8963","1500000US240054011013","Block Group 3, Census Tract 4011.01, Baltimore County, Maryland"
"57016","16492","-","**","-","**","-","**","58676","7841","60096","5586","-","**","1500000US240054011014","Block Group 4, Census Tract 4011.01, Baltimore County, Maryland"
"41616","3260","42226","9611","53024","7089","14250","8088","-","**","44470","3062","9861","8302","1500000US240054011021","Block Group 1, Census Tract 4011.02, Baltimore County, Maryland"
"38418","6028","38952","4638","57926","34785","17644","7524","33906","12027","41935","14044","-","**","1500000US240054012001","Block Group 1, Census Tract 4012, Baltimore County, Maryland"
"48209","6730","47557","12183","63967","14863","9798","7081","48528","12066","62026","20280","6694","2426","1500000US240054012002","Block Group 2, Census Tract 4012, Baltimore County, Maryland"
"41893","6306","45861","9573","46806","12914","20588","6381","32269","18162","44471","3923","9089","2052","1500000US240054013011","Block Group 1, Census Tract 4013.01, Baltimore County, Maryland"
"42083","27228","51142","25408","55288","15198","2,500-","***","29659","14903","32778","28187","-","**","1500000US240054013012","Block Group 2, Census Tract 4013.01, Baltimore County, Maryland"
"31577","10110","-","**","48625","15674","-","**","38814","8620","46016","16773","-","**","1500000US240054013013","Block Group 3, Census Tract 4013.01, Baltimore County, Maryland"
"39038","13301","41979","30283","59069","5312","19167","9989","38125","11097","45572","10093","15865","10858","1500000US240054013021","Block Group 1, Census Tract 4013.02, Baltimore County, Maryland"
"39549","4690","37292","5483","39792","24200","-","**","42321","6922","46902","11004","14931","12790","1500000US240054013022","Block Group 2, Census Tract 4013.02, Baltimore County, Maryland"
"56733","9922","65074","6374","78705","8173","13125","11629","52604","20116","78359","13488","8438","5175","1500000US240054014001","Block Group 1, Census Tract 4014, Baltimore County, Maryland"
"80882","12236","110172","24333","118844","11117","2,500-","***","55781","15618","73667","21132","16793","16126","1500000US240054015031","Block Group 1, Census Tract 4015.03, Baltimore County, Maryland"
"79517","11975","107788","38841","116118","45774","-","**","-","**","69625","17880","19688","8530","1500000US240054015032","Block Group 2, Census Tract 4015.03, Baltimore County, Maryland"
"57560","13011","67059","7587","65551","9851","-","**","43672","13101","49792","13749","2,500-","***","1500000US240054015033","Block Group 3, Census Tract 4015.03, Baltimore County, Maryland"
"58589","4762","58594","26217","59174","45297","-","**","58571","32552","87961","53151","25292","8934","1500000US240054015034","Block Group 4, Census Tract 4015.03, Baltimore County, Maryland"
"64677","14351","80585","14476","81277","9111","-","**","39479","4147","65380","26847","-","**","1500000US240054015035","Block Group 5, Census Tract 4015.03, Baltimore County, Maryland"
"45574","7871","45493","10690","61473","14758","11344","1926","45982","22391","68333","15569","2,500-","***","1500000US240054015041","Block Group 1, Census Tract 4015.04, Baltimore County, Maryland"
"40340","16864","41848","27664","66563","17548","13525","9829","40033","25438","47000","20790","-","**","1500000US240054015042","Block Group 2, Census Tract 4015.04, Baltimore County, Maryland"
"42391","18521","53505","8202","57604","9706","2,500-","***","23618","20447","45966","42370","20417","18662","1500000US240054015043","Block Group 3, Census Tract 4015.04, Baltimore County, Maryland"
"33589","10470","34679","25191","59688","38141","12125","8323","23681","11561","-","**","17135","4827","1500000US240054015051","Block Group 1, Census Tract 4015.05, Baltimore County, Maryland"
"31540","5082","32060","30999","68750","28932","6853","6850","31078","6391","49712","17387","-","**","1500000US240054015052","Block Group 2, Census Tract 4015.05, Baltimore County, Maryland"
"51042","14628","52917","26261","67054","8364","14609","3487","49688","12666","53750","9361","16625","10978","1500000US240054015053","Block Group 3, Census Tract 4015.05, Baltimore County, Maryland"
"39393","3782","42234","11459","42447","14945","-","**","38190","11819","39202","7369","13977","1000","1500000US240054015061","Block Group 1, Census Tract 4015.06, Baltimore County, Maryland"
"46262","7973","49712","15183","62991","16314","-","**","44055","11242","45339","13577","25278","18494","1500000US240054015062","Block Group 2, Census Tract 4015.06, Baltimore County, Maryland"
"43929","15179","42222","14700","50750","10138","-","**","44107","23805","54750","16820","11250","10336","1500000US240054015063","Block Group 3, Census Tract 4015.06, Baltimore County, Maryland"
"31790","11650","36136","22687","-","**","-","**","28420","12045","29198","21195","-","**","1500000US240054015071","Block Group 1, Census Tract 4015.07, Baltimore County, Maryland"
"30024","11771","21628","18853","-","**","20450","7294","32394","11200","38274","3807","15833","10507","1500000US240054015072","Block Group 2, Census Tract 4015.07, Baltimore County, Maryland"
"31938","19182","38375","33839","39938","35781","-","**","31558","16375","37552","37524","31069","14088","1500000US240054015073","Block Group 3, Census Tract 4015.07, Baltimore County, Maryland"
"35181","18846","36486","12242","42434","15815","-","**","23043","20075","52760","21847","-","**","1500000US240054015074","Block Group 4, Census Tract 4015.07, Baltimore County, Maryland"
