"B11005_001E","B11005_001M","B11005_002E","B11005_002M","B11005_003E","B11005_003M","B11005_004E","B11005_004M","B11005_005E","B11005_005M","B11005_006E","B11005_006M","B11005_007E","B11005_007M","B11005_008E","B11005_008M","B11005_009E","B11005_009M","B11005_010E","B11005_010M","B11005_011E","B11005_011M","B11005_012E","B11005_012M","B11005_013E","B11005_013M","B11005_014E","B11005_014M","B11005_015E","B11005_015M","B11005_016E","B11005_016M","B11005_017E","B11005_017M","B11005_018E","B11005_018M","B11005_019E","B11005_019M","GEO_ID","NAME"
"1242","174","578","160","578","160","308","154","270","146","124","123","146","99","0","12","0","12","0","12","664","148","378","112","283","86","95","75","0","12","95","75","286","122","214","122","72","53","1500000US240276023023","Block Group 3, Census Tract 6023.02, Howard County, Maryland"
"507","70","286","72","280","73","272","73","8","13","0","12","8","13","6","9","0","12","6","9","221","68","164","65","138","49","26","40","0","12","26","40","57","37","38","31","19","21","1500000US240276023031","Block Group 1, Census Tract 6023.03, Howard County, Maryland"
"297","57","67","35","67","35","67","35","0","12","0","12","0","12","0","12","0","12","0","12","230","54","214","55","204","53","10","17","0","12","10","17","16","15","16","15","0","12","1500000US240276023032","Block Group 2, Census Tract 6023.03, Howard County, Maryland"
"413","68","159","54","159","54","159","54","0","12","0","12","0","12","0","12","0","12","0","12","254","62","234","66","234","66","0","12","0","12","0","12","20","19","14","16","6","11","1500000US240276023033","Block Group 3, Census Tract 6023.03, Howard County, Maryland"
"455","54","196","68","196","68","196","68","0","12","0","12","0","12","0","12","0","12","0","12","259","58","184","51","151","45","33","26","9","13","24","23","75","45","35","31","40","30","1500000US240276023041","Block Group 1, Census Tract 6023.04, Howard County, Maryland"
"649","54","323","72","323","72","290","72","33","28","33","28","0","12","0","12","0","12","0","12","326","65","279","61","263","60","16","17","0","12","16","17","47","35","28","26","19","22","1500000US240276023042","Block Group 2, Census Tract 6023.04, Howard County, Maryland"
"553","55","219","60","219","60","180","54","39","30","8","13","31","27","0","12","0","12","0","12","334","64","256","62","223","57","33","28","0","12","33","28","78","47","30","27","48","38","1500000US240276023043","Block Group 3, Census Tract 6023.04, Howard County, Maryland"
"489","53","182","57","182","57","173","56","9","14","9","14","0","12","0","12","0","12","0","12","307","58","263","55","244","51","19","22","13","18","6","10","44","36","21","24","23","26","1500000US240276023051","Block Group 1, Census Tract 6023.05, Howard County, Maryland"
"856","53","373","57","360","59","302","54","58","49","58","49","0","12","13","19","0","12","13","19","483","58","389","65","373","69","16","19","5","8","11","18","94","45","8","14","86","43","1500000US240276023052","Block Group 2, Census Tract 6023.05, Howard County, Maryland"
"723","107","330","98","330","98","258","76","72","73","0","12","72","73","0","12","0","12","0","12","393","104","252","79","206","73","46","46","27","33","19","29","141","77","63","52","78","82","1500000US240276023061","Block Group 1, Census Tract 6023.06, Howard County, Maryland"
"1432","136","434","129","434","129","294","113","140","92","41","36","99","86","0","12","0","12","0","12","998","155","509","148","394","126","115","82","48","45","67","68","489","140","172","110","317","127","1500000US240276023062","Block Group 2, Census Tract 6023.06, Howard County, Maryland"
"1243","201","242","104","242","104","218","101","24","35","0","12","24","35","0","12","0","12","0","12","1001","192","370","124","370","124","0","12","0","12","0","12","631","197","260","137","371","147","1500000US240276026001","Block Group 1, Census Tract 6026, Howard County, Maryland"
"316","104","119","62","119","62","83","63","36","40","0","12","36","40","0","12","0","12","0","12","197","86","126","63","94","54","32","35","10","16","22","31","71","79","71","79","0","12","1500000US240276026002","Block Group 2, Census Tract 6026, Howard County, Maryland"
"1454","232","889","207","889","207","774","207","115","70","24","38","91","62","0","12","0","12","0","12","565","191","205","112","163","104","42","49","0","12","42","49","360","176","166","124","194","144","1500000US240276026003","Block Group 3, Census Tract 6026, Howard County, Maryland"
"972","82","290","63","280","63","213","59","67","44","8","12","59","41","10","15","10","15","0","12","682","87","430","98","407","96","23","23","9","13","14","18","252","78","78","54","174","63","1500000US240276027001","Block Group 1, Census Tract 6027, Howard County, Maryland"
"943","78","456","86","456","86","439","85","17","20","8","14","9","14","0","12","0","12","0","12","487","99","409","101","356","99","53","34","17","20","36","26","78","43","48","35","30","25","1500000US240276027002","Block Group 2, Census Tract 6027, Howard County, Maryland"
"594","94","339","104","339","104","279","97","60","54","18","30","42","46","0","12","0","12","0","12","255","93","169","68","145","61","24","26","0","12","24","26","86","62","48","43","38","44","1500000US240276028001","Block Group 1, Census Tract 6028, Howard County, Maryland"
"466","104","239","85","224","84","202","82","22","27","0","12","22","27","15","24","15","24","0","12","227","85","123","49","104","43","19","29","19","29","0","12","104","75","83","71","21","24","1500000US240276028002","Block Group 2, Census Tract 6028, Howard County, Maryland"
"993","114","392","96","392","96","332","87","60","54","19","30","41","43","0","12","0","12","0","12","601","118","411","117","372","118","39","37","0","12","39","37","190","70","51","36","139","67","1500000US240276028003","Block Group 3, Census Tract 6028, Howard County, Maryland"
"696","103","221","71","221","71","207","71","14","23","0","12","14","23","0","12","0","12","0","12","475","88","156","68","119","49","37","46","0","12","37","46","319","80","91","58","228","71","1500000US240276029001","Block Group 1, Census Tract 6029, Howard County, Maryland"
"1350","146","560","129","560","129","419","112","141","74","18","21","123","71","0","12","0","12","0","12","790","116","382","86","346","89","36","36","28","34","8","14","408","106","132","61","276","100","1500000US240276029002","Block Group 2, Census Tract 6029, Howard County, Maryland"
"696","93","209","81","209","81","195","80","14","21","0","12","14","21","0","12","0","12","0","12","487","82","365","89","365","89","0","12","0","12","0","12","122","66","53","44","69","52","1500000US240276030011","Block Group 1, Census Tract 6030.01, Howard County, Maryland"
"484","85","298","85","298","85","270","85","28","33","0","12","28","33","0","12","0","12","0","12","186","81","133","69","120","65","13","20","0","12","13","20","53","55","0","12","53","55","1500000US240276030012","Block Group 2, Census Tract 6030.01, Howard County, Maryland"
"1140","139","355","80","338","81","263","80","75","36","30","32","45","30","17","26","0","12","17","26","785","134","437","103","399","101","38","44","24","39","14","22","348","118","69","54","279","107","1500000US240276030013","Block Group 3, Census Tract 6030.01, Howard County, Maryland"
"801","66","242","45","242","45","204","48","38","29","21","21","17","21","0","12","0","12","0","12","559","74","464","80","421","80","43","33","9","14","34","30","95","57","37","27","58","52","1500000US240276030031","Block Group 1, Census Tract 6030.03, Howard County, Maryland"
"535","68","249","50","249","50","232","49","17","19","7","11","10","14","0","12","0","12","0","12","286","69","205","47","181","48","24","25","0","12","24","25","81","55","45","49","36","29","1500000US240276030032","Block Group 2, Census Tract 6030.03, Howard County, Maryland"
"792","117","303","91","303","91","293","95","10","16","0","12","10","16","0","12","0","12","0","12","489","116","379","108","379","108","0","12","0","12","0","12","110","60","50","45","60","51","1500000US240276030041","Block Group 1, Census Tract 6030.04, Howard County, Maryland"
"1089","111","344","89","344","89","344","89","0","12","0","12","0","12","0","12","0","12","0","12","745","129","485","94","425","102","60","50","11","20","49","45","260","110","93","78","167","91","1500000US240276030042","Block Group 2, Census Tract 6030.04, Howard County, Maryland"
"332","74","149","70","149","70","149","70","0","12","0","12","0","12","0","12","0","12","0","12","183","69","130","70","130","70","0","12","0","12","0","12","53","48","0","12","53","48","1500000US240276030043","Block Group 3, Census Tract 6030.04, Howard County, Maryland"
"700","108","177","73","177","73","149","68","28","33","18","28","10","17","0","12","0","12","0","12","523","96","393","101","349","98","44","40","17","27","27","30","130","73","85","63","45","46","1500000US240276040011","Block Group 1, Census Tract 6040.01, Howard County, Maryland"
"606","88","296","92","296","92","296","92","0","12","0","12","0","12","0","12","0","12","0","12","310","86","216","83","206","80","10","19","0","12","10","19","94","60","38","43","56","43","1500000US240276040012","Block Group 2, Census Tract 6040.01, Howard County, Maryland"
"667","116","186","75","186","75","162","67","24","35","0","12","24","35","0","12","0","12","0","12","481","122","359","117","301","111","58","59","0","12","58","59","122","91","50","48","72","74","1500000US240276040013","Block Group 3, Census Tract 6040.01, Howard County, Maryland"
"459","68","88","58","88","58","88","58","0","12","0","12","0","12","0","12","0","12","0","12","371","79","287","71","262","70","25","28","13","21","12","20","84","60","35","39","49","46","1500000US240276040021","Block Group 1, Census Tract 6040.02, Howard County, Maryland"
"528","97","210","79","210","79","210","79","0","12","0","12","0","12","0","12","0","12","0","12","318","91","250","77","250","77","0","12","0","12","0","12","68","56","0","12","68","56","1500000US240276040022","Block Group 2, Census Tract 6040.02, Howard County, Maryland"
"1016","108","397","102","397","102","331","102","66","52","18","20","48","43","0","12","0","12","0","12","619","127","461","115","428","119","33","35","16","25","17","27","158","101","68","58","90","79","1500000US240276040023","Block Group 3, Census Tract 6040.02, Howard County, Maryland"
"717","93","399","91","399","91","381","88","18","28","0","12","18","28","0","12","0","12","0","12","318","84","254","84","235","78","19","30","0","12","19","30","64","47","15","23","49","43","1500000US240276040024","Block Group 4, Census Tract 6040.02, Howard County, Maryland"
"754","105","345","112","345","112","308","103","37","40","16","26","21","30","0","12","0","12","0","12","409","88","338","88","326","88","12","20","12","20","0","12","71","52","29","33","42","41","1500000US240276051021","Block Group 1, Census Tract 6051.02, Howard County, Maryland"
"824","114","400","105","400","105","390","105","10","19","10","19","0","12","0","12","0","12","0","12","424","115","376","107","348","109","28","31","28","31","0","12","48","43","31","34","17","25","1500000US240276051022","Block Group 2, Census Tract 6051.02, Howard County, Maryland"
"1282","144","601","134","601","134","490","123","111","69","37","45","74","50","0","12","0","12","0","12","681","133","452","119","399","117","53","45","24","29","29","34","229","87","58","38","171","85","1500000US240276051023","Block Group 3, Census Tract 6051.02, Howard County, Maryland"
"571","70","238","74","238","74","221","79","17","26","0","12","17","26","0","12","0","12","0","12","333","78","275","83","233","82","42","30","15","23","27","20","58","42","13","21","45","36","1500000US240276051024","Block Group 4, Census Tract 6051.02, Howard County, Maryland"
"710","69","235","64","235","64","191","58","44","29","10","14","34","29","0","12","0","12","0","12","475","79","387","74","387","74","0","12","0","12","0","12","88","48","41","32","47","37","1500000US240276051031","Block Group 1, Census Tract 6051.03, Howard County, Maryland"
"980","78","349","71","349","71","328","70","21","23","0","12","21","23","0","12","0","12","0","12","631","64","491","65","435","68","56","37","0","12","56","37","140","52","55","35","85","41","1500000US240276051032","Block Group 2, Census Tract 6051.03, Howard County, Maryland"
"736","83","392","86","392","86","348","91","44","36","21","22","23","29","0","12","0","12","0","12","344","68","312","65","292","64","20","22","12","18","8","12","32","22","5","8","27","21","1500000US240276051041","Block Group 1, Census Tract 6051.04, Howard County, Maryland"
"896","87","430","84","430","84","363","84","67","46","29","34","38","31","0","12","0","12","0","12","466","94","345","71","336","72","9","14","9","14","0","12","121","87","79","84","42","27","1500000US240276051042","Block Group 2, Census Tract 6051.04, Howard County, Maryland"
"1163","160","249","123","249","123","85","57","164","116","69","90","95","85","0","12","0","12","0","12","914","152","131","81","88","65","43","48","0","12","43","48","783","158","337","143","446","169","1500000US240276054011","Block Group 1, Census Tract 6054.01, Howard County, Maryland"
"277","79","97","65","97","65","97","65","0","12","0","12","0","12","0","12","0","12","0","12","180","70","103","66","69","57","34","42","0","12","34","42","77","46","26","29","51","38","1500000US240276054012","Block Group 2, Census Tract 6054.01, Howard County, Maryland"
"642","119","130","86","130","86","21","37","109","72","35","57","74","54","0","12","0","12","0","12","512","113","127","67","127","67","0","12","0","12","0","12","385","120","155","107","230","85","1500000US240276054013","Block Group 3, Census Tract 6054.01, Howard County, Maryland"
"329","81","124","63","124","63","105","60","19","31","0","12","19","31","0","12","0","12","0","12","205","64","144","63","144","63","0","12","0","12","0","12","61","38","46","33","15","19","1500000US240276054014","Block Group 4, Census Tract 6054.01, Howard County, Maryland"
"534","112","268","84","227","82","54","41","173","80","0","12","173","80","41","60","0","12","41","60","266","102","90","73","62","75","28","37","0","12","28","37","176","82","60","57","116","81","1500000US240276054021","Block Group 1, Census Tract 6054.02, Howard County, Maryland"
"1176","159","242","100","242","100","143","74","99","61","24","38","75","61","0","12","0","12","0","12","934","143","361","102","268","83","93","68","57","59","36","39","573","135","134","85","439","119","1500000US240276054022","Block Group 2, Census Tract 6054.02, Howard County, Maryland"
"593","99","44","40","44","40","44","40","0","12","0","12","0","12","0","12","0","12","0","12","549","103","187","81","156","76","31","36","17","27","14","25","362","112","104","68","258","109","1500000US240276054023","Block Group 3, Census Tract 6054.02, Howard County, Maryland"
"1203","157","136","81","136","81","39","39","97","78","0","12","97","78","0","12","0","12","0","12","1067","164","320","130","274","119","46","55","0","12","46","55","747","158","363","129","384","119","1500000US240276054024","Block Group 4, Census Tract 6054.02, Howard County, Maryland"
"917","144","165","110","165","110","150","107","15","23","0","12","15","23","0","12","0","12","0","12","752","130","563","129","474","101","89","87","51","74","38","42","189","97","126","69","63","64","1500000US240276055021","Block Group 1, Census Tract 6055.02, Howard County, Maryland"
"955","121","226","113","226","113","75","74","151","105","0","12","151","105","0","12","0","12","0","12","729","130","410","116","306","108","104","73","29","34","75","64","319","121","91","61","228","120","1500000US240276055022","Block Group 2, Census Tract 6055.02, Howard County, Maryland"
"417","99","136","94","136","94","108","82","28","46","0","12","28","46","0","12","0","12","0","12","281","80","195","68","185","68","10","21","0","12","10","21","86","48","45","43","41","33","1500000US240276055023","Block Group 3, Census Tract 6055.02, Howard County, Maryland"
"364","80","98","61","98","61","98","61","0","12","0","12","0","12","0","12","0","12","0","12","266","74","159","63","134","63","25","28","0","12","25","28","107","64","36","44","71","50","1500000US240276055031","Block Group 1, Census Tract 6055.03, Howard County, Maryland"
"986","146","201","88","201","88","172","78","29","32","0","12","29","32","0","12","0","12","0","12","785","129","347","118","273","100","74","63","0","12","74","63","438","126","193","98","245","98","1500000US240276055032","Block Group 2, Census Tract 6055.03, Howard County, Maryland"
"1082","154","571","157","571","157","337","157","234","137","49","65","185","131","0","12","0","12","0","12","511","130","293","113","133","80","160","104","28","45","132","102","218","94","96","50","122","93","1500000US240276055033","Block Group 3, Census Tract 6055.03, Howard County, Maryland"
"761","31","448","34","448","34","424","32","24","16","3","6","21","16","0","12","0","12","0","12","313","30","301","34","284","33","17","16","0","12","17","16","12","14","5","9","7","10","1500000US240276055041","Block Group 1, Census Tract 6055.04, Howard County, Maryland"
"1238","81","627","108","627","108","564","105","63","52","0","12","63","52","0","12","0","12","0","12","611","98","397","84","335","74","62","56","6","11","56","54","214","79","138","75","76","45","1500000US240276055051","Block Group 1, Census Tract 6055.05, Howard County, Maryland"
"711","65","386","71","386","71","350","69","36","31","18","22","18","21","0","12","0","12","0","12","325","59","298","55","290","53","8","14","0","12","8","14","27","23","0","12","27","23","1500000US240276055052","Block Group 2, Census Tract 6055.05, Howard County, Maryland"
"998","191","352","161","352","161","148","117","204","129","0","12","204","129","0","12","0","12","0","12","646","163","158","88","121","82","37","43","0","12","37","43","488","140","286","114","202","88","1500000US240276056011","Block Group 1, Census Tract 6056.01, Howard County, Maryland"
"807","182","118","78","118","78","81","61","37","43","0","12","37","43","0","12","0","12","0","12","689","193","249","123","151","91","98","100","0","12","98","100","440","180","266","154","174","93","1500000US240276056012","Block Group 2, Census Tract 6056.01, Howard County, Maryland"
"407","95","162","70","162","70","162","70","0","12","0","12","0","12","0","12","0","12","0","12","245","87","224","86","197","81","27","29","16","24","11","17","21","32","0","12","21","32","1500000US240276056013","Block Group 3, Census Tract 6056.01, Howard County, Maryland"
"384","94","162","72","162","72","152","70","10","19","0","12","10","19","0","12","0","12","0","12","222","86","140","64","117","65","23","28","0","12","23","28","82","63","0","12","82","63","1500000US240276056014","Block Group 4, Census Tract 6056.01, Howard County, Maryland"
"755","147","184","94","184","94","122","72","62","69","0","12","62","69","0","12","0","12","0","12","571","149","159","71","93","59","66","52","37","43","29","34","412","142","220","115","192","108","1500000US240276056021","Block Group 1, Census Tract 6056.02, Howard County, Maryland"
"1146","142","383","139","383","139","247","111","136","110","12","20","124","108","0","12","0","12","0","12","763","137","598","105","518","104","80","64","0","12","80","64","165","88","75","70","90","65","1500000US240276056022","Block Group 2, Census Tract 6056.02, Howard County, Maryland"
"605","85","140","72","140","72","110","62","30","36","19","30","11","17","0","12","0","12","0","12","465","86","289","83","241","81","48","44","0","12","48","44","176","78","37","40","139","66","1500000US240276056023","Block Group 3, Census Tract 6056.02, Howard County, Maryland"
"584","91","283","87","283","87","264","89","19","30","18","28","1","8","0","12","0","12","0","12","301","97","225","78","194","75","31","35","0","12","31","35","76","59","15","23","61","54","1500000US240276056024","Block Group 4, Census Tract 6056.02, Howard County, Maryland"
"541","68","182","56","172","55","122","51","50","52","31","43","19","24","10","16","0","12","10","16","359","57","295","57","263","54","32","26","0","12","32","26","64","38","21","25","43","27","1500000US240276066011","Block Group 1, Census Tract 6066.01, Howard County, Maryland"
"449","63","143","43","143","43","113","40","30","25","14","19","16","19","0","12","0","12","0","12","306","59","224","59","168","50","56","45","0","12","56","45","82","37","18","21","64","33","1500000US240276066012","Block Group 2, Census Tract 6066.01, Howard County, Maryland"
"884","176","248","120","248","120","134","103","114","69","21","33","93","63","0","12","0","12","0","12","636","163","210","89","174","89","36","41","0","12","36","41","426","163","275","138","151","96","1500000US240276066031","Block Group 1, Census Tract 6066.03, Howard County, Maryland"
"715","125","303","126","303","126","165","92","138","80","62","73","76","56","0","12","0","12","0","12","412","118","147","71","127","74","20","33","0","12","20","33","265","116","152","98","113","78","1500000US240276066032","Block Group 2, Census Tract 6066.03, Howard County, Maryland"
"429","84","198","94","198","94","171","89","27","34","0","12","27","34","0","12","0","12","0","12","231","78","116","63","116","63","0","12","0","12","0","12","115","67","79","63","36","40","1500000US240276066033","Block Group 3, Census Tract 6066.03, Howard County, Maryland"
"366","95","118","66","118","66","95","65","23","37","0","12","23","37","0","12","0","12","0","12","248","99","144","76","109","69","35","38","35","38","0","12","104","76","48","53","56","53","1500000US240276066034","Block Group 4, Census Tract 6066.03, Howard County, Maryland"
"586","115","283","95","283","95","155","80","128","93","46","72","82","57","0","12","0","12","0","12","303","121","162","77","162","77","0","12","0","12","0","12","141","99","91","90","50","54","1500000US240276066035","Block Group 5, Census Tract 6066.03, Howard County, Maryland"
"758","92","218","75","218","75","118","48","100","59","23","23","77","55","0","12","0","12","0","12","540","98","277","89","162","57","115","73","21","26","94","68","263","91","119","74","144","67","1500000US240276066041","Block Group 1, Census Tract 6066.04, Howard County, Maryland"
"851","71","271","69","271","69","225","61","46","34","8","14","38","29","0","12","0","12","0","12","580","85","382","79","336","78","46","35","23","25","23","26","198","69","103","52","95","60","1500000US240276066042","Block Group 2, Census Tract 6066.04, Howard County, Maryland"
"1010","129","271","101","271","101","116","74","155","69","28","39","127","70","0","12","0","12","0","12","739","121","327","82","177","67","150","76","91","72","59","39","412","108","249","101","163","65","1500000US240276066061","Block Group 1, Census Tract 6066.06, Howard County, Maryland"
"1051","113","376","123","376","123","242","101","134","84","6","11","128","83","0","12","0","12","0","12","675","83","294","80","189","74","105","53","16","20","89","50","381","91","244","80","137","56","1500000US240276066062","Block Group 2, Census Tract 6066.06, Howard County, Maryland"
"790","85","339","71","339","71","223","72","116","67","32","40","84","55","0","12","0","12","0","12","451","83","324","75","324","75","0","12","0","12","0","12","127","63","74","52","53","33","1500000US240276066071","Block Group 1, Census Tract 6066.07, Howard County, Maryland"
"844","102","297","119","297","119","171","85","126","90","28","29","98","87","0","12","0","12","0","12","547","108","302","100","183","69","119","89","85","86","34","30","245","87","138","74","107","50","1500000US240276066072","Block Group 2, Census Tract 6066.07, Howard County, Maryland"
"490","39","179","47","179","47","163","45","16","13","0","12","16","13","0","12","0","12","0","12","311","46","242","43","227","43","15","12","5","8","10","10","69","31","31","21","38","23","1500000US240276067011","Block Group 1, Census Tract 6067.01, Howard County, Maryland"
"459","38","168","32","168","32","144","28","24","22","7","10","17","18","0","12","0","12","0","12","291","40","209","40","197","42","12","13","0","12","12","13","82","32","49","26","33","21","1500000US240276067012","Block Group 2, Census Tract 6067.01, Howard County, Maryland"
"855","131","262","109","262","109","193","107","69","61","39","47","30","38","0","12","0","12","0","12","593","120","353","108","280","103","73","52","23","32","50","44","240","89","95","66","145","68","1500000US240276067041","Block Group 1, Census Tract 6067.04, Howard County, Maryland"
"1141","161","372","101","372","101","176","93","196","99","58","61","138","86","0","12","0","12","0","12","769","144","236","108","161","77","75","92","75","92","0","12","533","150","159","81","374","131","1500000US240276067042","Block Group 2, Census Tract 6067.04, Howard County, Maryland"
"683","123","147","69","147","69","134","74","13","20","0","12","13","20","0","12","0","12","0","12","536","115","264","120","168","92","96","82","67","70","29","45","272","94","134","78","138","70","1500000US240276067043","Block Group 3, Census Tract 6067.04, Howard County, Maryland"
"783","50","218","37","218","37","174","38","44","27","22","20","22","23","0","12","0","12","0","12","565","62","318","53","297","54","21","17","8","11","13","13","247","60","105","41","142","50","1500000US240276067051","Block Group 1, Census Tract 6067.05, Howard County, Maryland"
"412","72","119","52","119","52","80","42","39","36","18","26","21","24","0","12","0","12","0","12","293","70","65","37","52","37","13","14","0","12","13","14","228","65","93","46","135","52","1500000US240276067061","Block Group 1, Census Tract 6067.06, Howard County, Maryland"
"1038","110","384","88","384","88","284","79","100","54","0","12","100","54","0","12","0","12","0","12","654","94","424","93","350","74","74","50","21","27","53","41","230","67","66","38","164","60","1500000US240276067062","Block Group 2, Census Tract 6067.06, Howard County, Maryland"
"458","94","228","80","228","80","228","80","0","12","0","12","0","12","0","12","0","12","0","12","230","82","145","53","117","50","28","22","0","12","28","22","85","71","17","19","68","71","1500000US240276067063","Block Group 3, Census Tract 6067.06, Howard County, Maryland"
"1021","137","255","62","255","62","163","52","92","55","0","12","92","55","0","12","0","12","0","12","766","139","171","63","138","58","33","30","11","15","22","25","595","132","268","111","327","104","1500000US240276067071","Block Group 1, Census Tract 6067.07, Howard County, Maryland"
"485","87","96","68","96","68","68","61","28","28","22","25","6","11","0","12","0","12","0","12","389","92","228","72","166","65","62","52","40","45","22","23","161","80","81","63","80","46","1500000US240276067072","Block Group 2, Census Tract 6067.07, Howard County, Maryland"
"1095","163","336","102","336","102","235","82","101","64","0","12","101","64","0","12","0","12","0","12","759","160","296","109","266","102","30","30","12","20","18","21","463","165","173","140","290","117","1500000US240276068031","Block Group 1, Census Tract 6068.03, Howard County, Maryland"
"1024","179","270","144","270","144","107","72","163","146","0","12","163","146","0","12","0","12","0","12","754","135","305","97","268","93","37","34","0","12","37","34","449","126","209","90","240","106","1500000US240276068032","Block Group 2, Census Tract 6068.03, Howard County, Maryland"
"403","120","208","95","208","95","102","51","106","84","0","12","106","84","0","12","0","12","0","12","195","106","96","67","85","64","11","19","0","12","11","19","99","99","69","95","30","29","1500000US240276068033","Block Group 3, Census Tract 6068.03, Howard County, Maryland"
"970","75","374","83","374","83","235","85","139","66","20","22","119","66","0","12","0","12","0","12","596","93","287","74","170","58","117","64","0","12","117","64","309","82","144","70","165","51","1500000US240276068041","Block Group 1, Census Tract 6068.04, Howard County, Maryland"
"348","48","91","38","91","38","77","39","14","23","0","12","14","23","0","12","0","12","0","12","257","48","198","48","198","48","0","12","0","12","0","12","59","34","10","15","49","31","1500000US240276068042","Block Group 2, Census Tract 6068.04, Howard County, Maryland"
"519","54","328","68","328","68","271","55","57","56","45","54","12","13","0","12","0","12","0","12","191","60","129","51","98","46","31","28","21","23","10","16","62","39","13","19","49","37","1500000US240276068051","Block Group 1, Census Tract 6068.05, Howard County, Maryland"
"349","43","142","39","142","39","133","38","9","15","9","15","0","12","0","12","0","12","0","12","207","54","194","53","186","52","8","14","0","12","8","14","13","19","0","12","13","19","1500000US240276068052","Block Group 2, Census Tract 6068.05, Howard County, Maryland"
"587","51","122","47","122","47","88","38","34","39","34","39","0","12","0","12","0","12","0","12","465","61","381","63","331","64","50","40","30","34","20","24","84","45","44","29","40","35","1500000US240276068053","Block Group 3, Census Tract 6068.05, Howard County, Maryland"
"1448","120","717","113","685","122","580","112","105","74","0","12","105","74","32","38","32","38","0","12","731","125","442","118","363","109","79","55","49","43","30","24","289","108","87","64","202","89","1500000US240276068061","Block Group 1, Census Tract 6068.06, Howard County, Maryland"
"753","92","318","87","318","87","216","77","102","69","35","43","67","52","0","12","0","12","0","12","435","98","279","88","206","72","73","67","62","63","11","18","156","68","33","36","123","59","1500000US240276068062","Block Group 2, Census Tract 6068.06, Howard County, Maryland"
"436","74","100","68","100","68","100","68","0","12","0","12","0","12","0","12","0","12","0","12","336","80","221","69","176","75","45","44","0","12","45","44","115","65","115","65","0","12","1500000US240276068063","Block Group 3, Census Tract 6068.06, Howard County, Maryland"
"783","177","346","135","346","135","118","72","228","125","27","42","201","114","0","12","0","12","0","12","437","158","106","70","106","70","0","12","0","12","0","12","331","151","145","138","186","99","1500000US240276069011","Block Group 1, Census Tract 6069.01, Howard County, Maryland"
"295","114","132","91","132","91","64","63","68","64","24","38","44","55","0","12","0","12","0","12","163","68","89","46","45","38","44","46","14","27","30","35","74","59","59","55","15","25","1500000US240276069012","Block Group 2, Census Tract 6069.01, Howard County, Maryland"
"840","126","279","99","279","99","224","99","55","56","0","12","55","56","0","12","0","12","0","12","561","132","347","113","245","91","102","72","19","31","83","68","214","92","69","64","145","72","1500000US240276069013","Block Group 3, Census Tract 6069.01, Howard County, Maryland"
"443","94","214","76","214","76","178","85","36","47","36","47","0","12","0","12","0","12","0","12","229","85","17","33","10","19","7","25","0","12","7","25","212","90","118","72","94","56","1500000US240276069014","Block Group 4, Census Tract 6069.01, Howard County, Maryland"
"523","77","224","73","224","73","224","73","0","12","0","12","0","12","0","12","0","12","0","12","299","72","172","56","125","49","47","39","15","23","32","31","127","54","42","38","85","41","1500000US240276069041","Block Group 1, Census Tract 6069.04, Howard County, Maryland"
"324","50","193","50","193","50","140","42","53","38","9","15","44","35","0","12","0","12","0","12","131","41","103","36","80","37","23","25","0","12","23","25","28","24","15","19","13","13","1500000US240276069042","Block Group 2, Census Tract 6069.04, Howard County, Maryland"
"616","87","421","95","421","95","355","101","66","48","0","12","66","48","0","12","0","12","0","12","195","70","115","55","73","41","42","35","7","11","35","33","80","47","63","43","17","20","1500000US240276069043","Block Group 3, Census Tract 6069.04, Howard County, Maryland"
"602","110","285","100","285","100","182","97","103","78","30","35","73","67","0","12","0","12","0","12","317","110","178","65","160","59","18","29","0","12","18","29","139","95","112","89","27","31","1500000US240276069051","Block Group 1, Census Tract 6069.05, Howard County, Maryland"
"646","136","168","89","168","89","122","72","46","62","0","12","46","62","0","12","0","12","0","12","478","134","235","84","204","87","31","36","0","12","31","36","243","119","158","111","85","62","1500000US240276069052","Block Group 2, Census Tract 6069.05, Howard County, Maryland"
"1338","137","525","137","525","137","370","99","155","99","0","12","155","99","0","12","0","12","0","12","813","152","463","138","319","116","144","88","29","34","115","89","350","135","261","130","89","69","1500000US240276069053","Block Group 3, Census Tract 6069.05, Howard County, Maryland"
"1060","100","569","84","569","84","493","86","76","45","0","12","76","45","0","12","0","12","0","12","491","98","217","71","179","66","38","33","0","12","38","33","274","92","134","60","140","72","1500000US240276069061","Block Group 1, Census Tract 6069.06, Howard County, Maryland"
"968","112","347","103","347","103","246","61","101","86","0","12","101","86","0","12","0","12","0","12","621","109","371","93","237","66","134","85","32","40","102","74","250","104","129","77","121","80","1500000US240276069062","Block Group 2, Census Tract 6069.06, Howard County, Maryland"
"565","147","293","126","293","126","260","118","33","38","0","12","33","38","0","12","0","12","0","12","272","95","200","82","132","75","68","54","9","23","59","51","72","66","41","58","31","37","1500000US240276069071","Block Group 1, Census Tract 6069.07, Howard County, Maryland"
"797","159","366","125","346","123","297","106","49","58","22","38","27","43","20","32","0","12","20","32","431","152","134","99","80","68","54","77","0","12","54","77","297","143","157","123","140","113","1500000US240276069072","Block Group 2, Census Tract 6069.07, Howard County, Maryland"
"771","146","324","122","324","122","198","91","126","98","0","12","126","98","0","12","0","12","0","12","447","135","235","114","128","100","107","88","59","53","48","69","212","101","103","73","109","76","1500000US240276069073","Block Group 3, Census Tract 6069.07, Howard County, Maryland"
