"GEO_ID","NAME","B25004_001E","B25004_001M","B25004_001MA","B25004_001EA","B25004_002E","B25004_002EA","B25004_002M","B25004_002MA","B25004_003E","B25004_003EA","B25004_003M","B25004_003MA","B25004_004E","B25004_004M","B25004_004MA","B25004_004EA","B25004_005E","B25004_005M","B25004_005MA","B25004_005EA","B25004_006E","B25004_006EA","B25004_006M","B25004_006MA","B25004_007E","B25004_007M","B25004_007MA","B25004_007EA","B25004_008E","B25004_008M","B25004_008MA","B25004_008EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!For rent","Annotation of Estimate!!Total!!For rent","Margin of Error!!Total!!For rent","Annotation of Margin of Error!!Total!!For rent","Estimate!!Total!!Rented, not occupied","Annotation of Estimate!!Total!!Rented, not occupied","Margin of Error!!Total!!Rented, not occupied","Annotation of Margin of Error!!Total!!Rented, not occupied","Estimate!!Total!!For sale only","Margin of Error!!Total!!For sale only","Annotation of Margin of Error!!Total!!For sale only","Annotation of Estimate!!Total!!For sale only","Estimate!!Total!!Sold, not occupied","Margin of Error!!Total!!Sold, not occupied","Annotation of Margin of Error!!Total!!Sold, not occupied","Annotation of Estimate!!Total!!Sold, not occupied","Estimate!!Total!!For seasonal, recreational, or occasional use","Annotation of Estimate!!Total!!For seasonal, recreational, or occasional use","Margin of Error!!Total!!For seasonal, recreational, or occasional use","Annotation of Margin of Error!!Total!!For seasonal, recreational, or occasional use","Estimate!!Total!!For migrant workers","Margin of Error!!Total!!For migrant workers","Annotation of Margin of Error!!Total!!For migrant workers","Annotation of Estimate!!Total!!For migrant workers","Estimate!!Total!!Other vacant","Margin of Error!!Total!!Other vacant","Annotation of Margin of Error!!Total!!Other vacant","Annotation of Estimate!!Total!!Other vacant",
"1500000US240199707021","Block Group 1, Census Tract 9707.02, Dorchester County, Maryland","61","48","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","61","48","null","null",
"1500000US240199707022","Block Group 2, Census Tract 9707.02, Dorchester County, Maryland","208","83","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","111","null","61","null","0","12","null","null","97","63","null","null",
"1500000US240199707023","Block Group 3, Census Tract 9707.02, Dorchester County, Maryland","234","92","null","null","0","null","12","null","0","null","12","null","9","14","null","null","0","12","null","null","185","null","87","null","0","12","null","null","40","50","null","null",
"1500000US240199707024","Block Group 4, Census Tract 9707.02, Dorchester County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240199708041","Block Group 1, Census Tract 9708.04, Dorchester County, Maryland","410","84","null","null","0","null","12","null","0","null","12","null","5","7","null","null","0","12","null","null","349","null","78","null","0","12","null","null","56","47","null","null",
"1500000US240199708042","Block Group 2, Census Tract 9708.04, Dorchester County, Maryland","101","42","null","null","0","null","12","null","0","null","12","null","5","7","null","null","0","12","null","null","74","null","41","null","0","12","null","null","22","22","null","null",
"1500000US240199709001","Block Group 1, Census Tract 9709, Dorchester County, Maryland","108","56","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","40","null","36","null","0","12","null","null","68","51","null","null",
"1500000US240199709002","Block Group 2, Census Tract 9709, Dorchester County, Maryland","205","73","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","143","null","64","null","0","12","null","null","62","52","null","null",
"1500000US240199900000","Block Group 0, Census Tract 9900, Dorchester County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217402001","Block Group 1, Census Tract 7402, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217402002","Block Group 2, Census Tract 7402, Frederick County, Maryland","30","47","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","30","47","null","null",
"1500000US240217402003","Block Group 3, Census Tract 7402, Frederick County, Maryland","35","54","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","35","null","54","null","0","12","null","null","0","12","null","null",
"1500000US240217402004","Block Group 4, Census Tract 7402, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217501001","Block Group 1, Census Tract 7501, Frederick County, Maryland","10","14","null","null","10","null","14","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217501002","Block Group 2, Census Tract 7501, Frederick County, Maryland","7","8","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","2","null","4","null","0","12","null","null","5","6","null","null",
"1500000US240217502001","Block Group 1, Census Tract 7502, Frederick County, Maryland","82","71","null","null","0","null","12","null","15","null","23","null","46","63","null","null","0","12","null","null","0","null","12","null","0","12","null","null","21","24","null","null",
"1500000US240217502002","Block Group 2, Census Tract 7502, Frederick County, Maryland","47","42","null","null","14","null","24","null","18","null","27","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","15","23","null","null",
"1500000US240217503001","Block Group 1, Census Tract 7503, Frederick County, Maryland","44","32","null","null","11","null","17","null","0","null","12","null","33","34","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217503002","Block Group 2, Census Tract 7503, Frederick County, Maryland","33","32","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","33","32","null","null",
"1500000US240217505031","Block Group 1, Census Tract 7505.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217505032","Block Group 2, Census Tract 7505.03, Frederick County, Maryland","40","67","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","40","67","null","null",
"1500000US240217505033","Block Group 3, Census Tract 7505.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217505034","Block Group 4, Census Tract 7505.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217505035","Block Group 5, Census Tract 7505.03, Frederick County, Maryland","185","146","null","null","53","null","86","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","132","121","null","null",
"1500000US240217505041","Block Group 1, Census Tract 7505.04, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217505042","Block Group 2, Census Tract 7505.04, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217505043","Block Group 3, Census Tract 7505.04, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217505044","Block Group 4, Census Tract 7505.04, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217505051","Block Group 1, Census Tract 7505.05, Frederick County, Maryland","132","122","null","null","82","null","94","null","0","null","12","null","50","78","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217505052","Block Group 2, Census Tract 7505.05, Frederick County, Maryland","17","26","null","null","0","null","12","null","0","null","12","null","17","26","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217505053","Block Group 3, Census Tract 7505.05, Frederick County, Maryland","93","101","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","93","101","null","null",
"1500000US240217505061","Block Group 1, Census Tract 7505.06, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217505062","Block Group 2, Census Tract 7505.06, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217505063","Block Group 3, Census Tract 7505.06, Frederick County, Maryland","45","52","null","null","0","null","12","null","0","null","12","null","27","42","null","null","0","12","null","null","0","null","12","null","0","12","null","null","18","29","null","null",
"1500000US240217506001","Block Group 1, Census Tract 7506, Frederick County, Maryland","13","21","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","13","21","null","null",
"1500000US240217506002","Block Group 2, Census Tract 7506, Frederick County, Maryland","32","34","null","null","0","null","12","null","0","null","12","null","0","12","null","null","19","26","null","null","0","null","12","null","0","12","null","null","13","20","null","null",
"1500000US240217506003","Block Group 3, Census Tract 7506, Frederick County, Maryland","33","34","null","null","14","null","22","null","0","null","12","null","0","12","null","null","0","12","null","null","19","null","28","null","0","12","null","null","0","12","null","null",
"1500000US240217507011","Block Group 1, Census Tract 7507.01, Frederick County, Maryland","62","69","null","null","0","null","12","null","0","null","12","null","29","44","null","null","0","12","null","null","0","null","12","null","0","12","null","null","33","52","null","null",
"1500000US240217507012","Block Group 2, Census Tract 7507.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217507013","Block Group 3, Census Tract 7507.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217507021","Block Group 1, Census Tract 7507.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217507022","Block Group 2, Census Tract 7507.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217507023","Block Group 3, Census Tract 7507.02, Frederick County, Maryland","33","50","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","33","50","null","null",
"1500000US240217508011","Block Group 1, Census Tract 7508.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217508012","Block Group 2, Census Tract 7508.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217508013","Block Group 3, Census Tract 7508.01, Frederick County, Maryland","51","72","null","null","51","null","72","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217508021","Block Group 1, Census Tract 7508.02, Frederick County, Maryland","38","36","null","null","0","null","12","null","0","null","12","null","19","30","null","null","0","12","null","null","9","null","14","null","0","12","null","null","10","16","null","null",
"1500000US240217508022","Block Group 2, Census Tract 7508.02, Frederick County, Maryland","30","46","null","null","0","null","12","null","0","null","12","null","30","46","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217508023","Block Group 3, Census Tract 7508.02, Frederick County, Maryland","55","57","null","null","31","null","40","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","24","37","null","null",
"1500000US240217508031","Block Group 1, Census Tract 7508.03, Frederick County, Maryland","47","72","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","47","72","null","null",
"1500000US240217508032","Block Group 2, Census Tract 7508.03, Frederick County, Maryland","45","76","null","null","0","null","12","null","0","null","12","null","45","76","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217508033","Block Group 3, Census Tract 7508.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217510011","Block Group 1, Census Tract 7510.01, Frederick County, Maryland","13","21","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","13","null","21","null","0","12","null","null","0","12","null","null",
"1500000US240217510021","Block Group 1, Census Tract 7510.02, Frederick County, Maryland","86","106","null","null","0","null","12","null","0","null","12","null","76","113","null","null","10","17","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217510022","Block Group 2, Census Tract 7510.02, Frederick County, Maryland","43","58","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","43","58","null","null",
"1500000US240217510023","Block Group 3, Census Tract 7510.02, Frederick County, Maryland","128","135","null","null","95","null","131","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","33","54","null","null",
"1500000US240217510024","Block Group 4, Census Tract 7510.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217510031","Block Group 1, Census Tract 7510.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217510032","Block Group 2, Census Tract 7510.03, Frederick County, Maryland","38","60","null","null","38","null","60","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217510033","Block Group 3, Census Tract 7510.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217510041","Block Group 1, Census Tract 7510.04, Frederick County, Maryland","57","63","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","57","63","null","null",
"1500000US240217510042","Block Group 2, Census Tract 7510.04, Frederick County, Maryland","134","90","null","null","25","null","41","null","27","null","39","null","0","12","null","null","0","12","null","null","14","null","22","null","0","12","null","null","68","69","null","null",
"1500000US240217512011","Block Group 1, Census Tract 7512.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217512012","Block Group 2, Census Tract 7512.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217512013","Block Group 3, Census Tract 7512.01, Frederick County, Maryland","43","54","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","43","54","null","null",
"1500000US240217512021","Block Group 1, Census Tract 7512.02, Frederick County, Maryland","27","41","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","27","null","41","null","0","12","null","null","0","12","null","null",
"1500000US240217512022","Block Group 2, Census Tract 7512.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217512023","Block Group 3, Census Tract 7512.02, Frederick County, Maryland","40","53","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","40","53","null","null",
"1500000US240217512024","Block Group 4, Census Tract 7512.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217512031","Block Group 1, Census Tract 7512.03, Frederick County, Maryland","16","26","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","16","26","null","null",
"1500000US240217512032","Block Group 2, Census Tract 7512.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217512033","Block Group 3, Census Tract 7512.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217513011","Block Group 1, Census Tract 7513.01, Frederick County, Maryland","145","83","null","null","0","null","12","null","0","null","12","null","61","66","null","null","0","12","null","null","0","null","12","null","0","12","null","null","84","75","null","null",
"1500000US240217513012","Block Group 2, Census Tract 7513.01, Frederick County, Maryland","25","39","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","25","39","null","null",
"1500000US240217513021","Block Group 1, Census Tract 7513.02, Frederick County, Maryland","63","52","null","null","11","null","19","null","0","null","12","null","0","12","null","null","7","13","null","null","0","null","12","null","0","12","null","null","45","49","null","null",
"1500000US240217513022","Block Group 2, Census Tract 7513.02, Frederick County, Maryland","72","62","null","null","0","null","12","null","0","null","12","null","13","20","null","null","0","12","null","null","0","null","12","null","0","12","null","null","59","60","null","null",
"1500000US240217516001","Block Group 1, Census Tract 7516, Frederick County, Maryland","74","52","null","null","0","null","12","null","0","null","12","null","0","12","null","null","26","39","null","null","0","null","12","null","0","12","null","null","48","45","null","null",
"1500000US240217516002","Block Group 2, Census Tract 7516, Frederick County, Maryland","41","41","null","null","0","null","12","null","0","null","12","null","33","40","null","null","0","12","null","null","0","null","12","null","0","12","null","null","8","12","null","null",
"1500000US240217517011","Block Group 1, Census Tract 7517.01, Frederick County, Maryland","7","10","null","null","0","null","12","null","0","null","12","null","7","10","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217517012","Block Group 2, Census Tract 7517.01, Frederick County, Maryland","12","14","null","null","6","null","11","null","0","null","12","null","6","10","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217517013","Block Group 3, Census Tract 7517.01, Frederick County, Maryland","8","11","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","8","11","null","null",
"1500000US240217517021","Block Group 1, Census Tract 7517.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217517022","Block Group 2, Census Tract 7517.02, Frederick County, Maryland","8","14","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","8","14","null","null",
"1500000US240217517023","Block Group 3, Census Tract 7517.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217518011","Block Group 1, Census Tract 7518.01, Frederick County, Maryland","41","39","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","41","39","null","null",
"1500000US240217518012","Block Group 2, Census Tract 7518.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217518013","Block Group 3, Census Tract 7518.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217518014","Block Group 4, Census Tract 7518.01, Frederick County, Maryland","15","15","null","null","0","null","12","null","0","null","12","null","7","10","null","null","0","12","null","null","0","null","12","null","0","12","null","null","8","11","null","null",
"1500000US240217518021","Block Group 1, Census Tract 7518.02, Frederick County, Maryland","31","45","null","null","0","null","12","null","0","null","12","null","0","12","null","null","31","45","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217518022","Block Group 2, Census Tract 7518.02, Frederick County, Maryland","14","23","null","null","0","null","12","null","0","null","12","null","0","12","null","null","14","23","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217518023","Block Group 3, Census Tract 7518.02, Frederick County, Maryland","37","44","null","null","0","null","12","null","0","null","12","null","0","12","null","null","25","40","null","null","0","null","12","null","0","12","null","null","12","19","null","null",
"1500000US240217519011","Block Group 1, Census Tract 7519.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217519012","Block Group 2, Census Tract 7519.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217519013","Block Group 3, Census Tract 7519.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217519021","Block Group 1, Census Tract 7519.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217519022","Block Group 2, Census Tract 7519.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217519023","Block Group 3, Census Tract 7519.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217519031","Block Group 1, Census Tract 7519.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217519032","Block Group 2, Census Tract 7519.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217519033","Block Group 3, Census Tract 7519.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217519034","Block Group 4, Census Tract 7519.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217519035","Block Group 5, Census Tract 7519.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217519036","Block Group 6, Census Tract 7519.03, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217519041","Block Group 1, Census Tract 7519.04, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217519042","Block Group 2, Census Tract 7519.04, Frederick County, Maryland","27","42","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","27","42","null","null",
"1500000US240217520011","Block Group 1, Census Tract 7520.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217520012","Block Group 2, Census Tract 7520.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217520013","Block Group 3, Census Tract 7520.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217521011","Block Group 1, Census Tract 7521.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217521012","Block Group 2, Census Tract 7521.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217521021","Block Group 1, Census Tract 7521.02, Frederick County, Maryland","41","42","null","null","32","null","46","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","9","14","null","null",
"1500000US240217521022","Block Group 2, Census Tract 7521.02, Frederick County, Maryland","8","13","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","8","13","null","null",
"1500000US240217521023","Block Group 3, Census Tract 7521.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217521024","Block Group 4, Census Tract 7521.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217522011","Block Group 1, Census Tract 7522.01, Frederick County, Maryland","15","24","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","15","24","null","null",
"1500000US240217522012","Block Group 2, Census Tract 7522.01, Frederick County, Maryland","19","25","null","null","0","null","12","null","0","null","12","null","15","23","null","null","0","12","null","null","0","null","12","null","0","12","null","null","4","8","null","null",
"1500000US240217522021","Block Group 1, Census Tract 7522.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217522022","Block Group 2, Census Tract 7522.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217522023","Block Group 3, Census Tract 7522.02, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217522041","Block Group 1, Census Tract 7522.04, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217522042","Block Group 2, Census Tract 7522.04, Frederick County, Maryland","10","17","null","null","0","null","12","null","0","null","12","null","10","17","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217522043","Block Group 3, Census Tract 7522.04, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217522044","Block Group 4, Census Tract 7522.04, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217523011","Block Group 1, Census Tract 7523.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1500000US240217523012","Block Group 2, Census Tract 7523.01, Frederick County, Maryland","21","31","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","21","31","null","null",
"1500000US240217523013","Block Group 3, Census Tract 7523.01, Frederick County, Maryland","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null",
