"B14007_001E","B14007_001M","B14007_002E","B14007_002M","B14007_003E","B14007_003M","B14007_004E","B14007_004M","B14007_005E","B14007_005M","B14007_006E","B14007_006M","B14007_007E","B14007_007M","B14007_008E","B14007_008M","B14007_009E","B14007_009M","B14007_010E","B14007_010M","B14007_011E","B14007_011M","B14007_012E","B14007_012M","B14007_013E","B14007_013M","B14007_014E","B14007_014M","B14007_015E","B14007_015M","B14007_016E","B14007_016M","B14007_017E","B14007_017M","B14007_018E","B14007_018M","B14007_019E","B14007_019M","GEO_ID","NAME"
"896","219","259","140","41","28","16","17","0","12","0","12","7","11","7","11","7","11","0","12","0","12","14","21","0","12","9","15","9","14","21","23","93","68","35","44","637","111","1500000US240135078022","Block Group 2, Census Tract 5078.02, Carroll County, Maryland"
"1308","236","296","101","19","20","0","12","39","30","41","49","8","13","8","13","10","15","0","12","17","20","0","12","18","22","11","17","26","22","0","12","91","50","8","13","1012","168","1500000US240135078023","Block Group 3, Census Tract 5078.02, Carroll County, Maryland"
"1036","152","254","79","0","12","21","22","7","11","0","12","24","19","26","19","10","14","18","20","10","15","18","20","26","23","8","12","8","14","0","12","59","49","19","20","782","114","1500000US240135078024","Block Group 4, Census Tract 5078.02, Carroll County, Maryland"
"1695","261","381","119","52","45","0","12","62","43","20","29","0","12","14","15","0","12","7","11","23","24","7","10","0","12","23","20","31","28","12","18","99","55","31","27","1314","182","1500000US240135081011","Block Group 1, Census Tract 5081.01, Carroll County, Maryland"
"1322","286","300","104","12","18","11","17","10","15","0","12","19","21","10","14","18","21","0","12","18","20","12","18","24","24","6","9","51","46","9","15","82","55","18","19","1022","245","1500000US240135081012","Block Group 2, Census Tract 5081.01, Carroll County, Maryland"
"1610","298","565","187","7","11","17","21","20","21","40","45","17","18","57","53","26","23","39","45","47","46","14","15","34","27","33","33","17","20","70","54","52","43","75","91","1045","163","1500000US240135081013","Block Group 3, Census Tract 5081.01, Carroll County, Maryland"
"1736","279","309","98","39","41","10","14","1","4","19","28","7","11","0","12","18","18","0","12","23","30","28","25","35","50","18","20","21","22","20","18","56","41","14","20","1427","238","1500000US240135081021","Block Group 1, Census Tract 5081.02, Carroll County, Maryland"
"1212","324","400","150","19","24","16","24","42","40","47","51","16","24","0","12","13","20","12","22","0","12","0","12","17","18","39","52","66","54","0","12","100","69","13","20","812","221","1500000US240135081022","Block Group 2, Census Tract 5081.02, Carroll County, Maryland"
"517","169","86","57","0","12","0","12","0","12","13","22","0","12","0","12","13","21","0","12","0","12","13","21","13","19","15","25","0","12","0","12","19","31","0","12","431","130","1500000US240135082001","Block Group 1, Census Tract 5082, Carroll County, Maryland"
"2205","480","775","281","0","12","22","28","35","37","39","45","86","89","56","47","15","23","77","69","30","34","62","66","39","62","84","69","65","71","31","37","134","92","0","12","1430","306","1500000US240135082002","Block Group 2, Census Tract 5082, Carroll County, Maryland"
"1007","325","138","70","0","12","0","12","32","34","0","12","15","25","0","12","0","12","20","32","0","12","0","12","0","12","14","23","15","24","15","23","27","31","0","12","869","297","1500000US240135082003","Block Group 3, Census Tract 5082, Carroll County, Maryland"
"1740","422","381","152","18","26","0","12","0","12","28","34","12","20","11","20","29","44","29","34","17","27","0","12","17","26","11","19","39","45","36","44","102","68","32","40","1359","340","1500000US240135082004","Block Group 4, Census Tract 5082, Carroll County, Maryland"
"1532","330","391","198","19","31","18","29","78","80","0","12","0","12","0","12","0","12","0","12","34","38","17","27","0","12","0","12","68","49","19","31","138","123","0","12","1141","193","1500000US240135082005","Block Group 5, Census Tract 5082, Carroll County, Maryland"
"1568","234","420","130","23","24","11","18","11","18","11","17","12","18","0","12","24","25","32","24","42","32","50","38","0","12","61","33","12","20","33","23","79","55","19","21","1148","160","1500000US240135090011","Block Group 1, Census Tract 5090.01, Carroll County, Maryland"
"2604","359","591","228","59","46","5","9","28","27","40","42","37","41","9","14","22","22","34","38","80","50","18","29","33","31","19","21","59","34","55","35","68","41","25","23","2013","215","1500000US240135090012","Block Group 2, Census Tract 5090.01, Carroll County, Maryland"
"1331","186","276","106","7","11","0","12","6","10","24","22","7","11","0","12","7","11","25","25","0","12","7","11","10","14","29","35","5","7","10","15","83","54","56","55","1055","137","1500000US240135090021","Block Group 1, Census Tract 5090.02, Carroll County, Maryland"
"1360","199","532","155","47","34","18","19","42","33","29","30","6","11","15","17","40","38","7","11","29","21","7","11","31","22","26","23","54","36","36","26","123","78","22","21","828","106","1500000US240135090022","Block Group 2, Census Tract 5090.02, Carroll County, Maryland"
"1466","128","337","70","11","16","0","12","9","15","16","16","10","12","37","25","0","12","10","12","16","16","9","12","30","25","63","42","42","26","26","29","58","29","0","12","1129","100","1500000US240135100001","Block Group 1, Census Tract 5100, Carroll County, Maryland"
"1524","201","431","123","57","41","13","17","27","18","26","28","39","19","28","23","51","27","18","14","0","12","20","21","7","7","23","18","26","31","38","26","58","39","0","12","1093","123","1500000US240135110001","Block Group 1, Census Tract 5110, Carroll County, Maryland"
"1151","140","301","80","18","19","21","25","9","13","14","15","9","15","17","16","24","20","0","12","29","27","13","16","0","12","8","12","7","11","28","24","96","45","8","12","850","108","1500000US240135110002","Block Group 2, Census Tract 5110, Carroll County, Maryland"
"830","134","171","59","7","8","4","4","2","4","6","6","0","12","4","5","11","9","7","6","7","8","22","16","12","8","5","6","9","8","5","6","62","40","8","12","659","115","1500000US240135110003","Block Group 3, Census Tract 5110, Carroll County, Maryland"
"838","112","186","52","9","8","16","10","11","11","9","7","15","15","10","8","4","6","15","16","36","31","9","8","15","15","5","5","6","8","0","12","21","13","5","6","652","79","1500000US240135120001","Block Group 1, Census Tract 5120, Carroll County, Maryland"
"539","74","120","45","4","6","10","10","8","9","4","6","14","11","8","9","7","8","5","6","6","11","0","12","0","12","7","11","5","5","0","12","42","21","0","12","419","52","1500000US240135120002","Block Group 2, Census Tract 5120, Carroll County, Maryland"
"2583","274","887","132","108","46","54","46","120","49","21","19","55","36","31","26","0","12","89","53","42","26","60","37","10","14","27","26","32","25","88","57","138","61","12","18","1696","210","1500000US240135130011","Block Group 1, Census Tract 5130.01, Carroll County, Maryland"
"465","118","132","89","12","21","6","10","0","12","6","10","20","35","0","12","6","9","20","34","10","15","0","12","16","18","0","12","13","14","6","10","17","20","0","12","333","84","1500000US240135130012","Block Group 2, Census Tract 5130.01, Carroll County, Maryland"
"1453","203","296","115","40","34","0","12","9","14","0","12","0","12","16","18","22","20","36","34","0","12","14","16","19","19","0","12","10","16","0","12","112","63","18","21","1157","151","1500000US240135130013","Block Group 3, Census Tract 5130.01, Carroll County, Maryland"
"1649","225","586","157","4","8","5","9","37","27","33","28","17","21","26","22","56","35","32","31","33","24","51","36","35","30","44","33","60","39","47","31","73","51","33","28","1063","141","1500000US240135130021","Block Group 1, Census Tract 5130.02, Carroll County, Maryland"
"1422","280","385","136","30","23","43","53","6","11","28","27","14","21","22","27","0","12","0","12","44","53","6","11","0","12","14","17","37","34","23","30","73","53","45","32","1037","195","1500000US240135130022","Block Group 2, Census Tract 5130.02, Carroll County, Maryland"
"2282","290","810","229","88","49","16","14","20","19","48","31","55","48","39","28","50","48","23","26","72","48","39","29","37","32","20","22","66","47","55","34","128","81","54","50","1472","148","1500000US240135130023","Block Group 3, Census Tract 5130.02, Carroll County, Maryland"
"1401","288","334","129","44","34","9","13","15","23","20","18","0","12","5","8","0","12","23","27","27","21","0","12","0","12","38","48","9","14","9","16","60","53","75","46","1067","206","1500000US240135141001","Block Group 1, Census Tract 5141, Carroll County, Maryland"
"590","175","114","79","0","12","0","12","0","12","34","41","0","12","10","12","9","19","16","19","7","9","9","17","0","12","7","11","0","12","0","12","22","28","0","12","476","125","1500000US240135141002","Block Group 2, Census Tract 5141, Carroll County, Maryland"
"1461","190","358","100","26","21","11","12","18","16","0","12","8","10","19","21","22","18","5","8","29","21","29","25","21","18","23","23","0","12","47","33","89","65","11","18","1103","133","1500000US240135141003","Block Group 3, Census Tract 5141, Carroll County, Maryland"
"1297","238","266","104","9","11","0","12","0","12","6","9","4","8","0","12","0","12","35","28","5","9","20","19","0","12","32","24","30","26","45","28","74","55","6","10","1031","198","1500000US240135142011","Block Group 1, Census Tract 5142.01, Carroll County, Maryland"
"2329","302","705","179","15","16","11","17","49","44","0","12","8","13","51","49","34","42","19","22","91","49","65","41","80","50","34","27","38","25","40","25","152","93","18","21","1624","195","1500000US240135142012","Block Group 2, Census Tract 5142.01, Carroll County, Maryland"
"1306","255","256","114","0","12","16","26","0","12","26","41","8","14","18","19","15","16","0","12","8","14","0","12","54","46","8","12","14","16","0","12","56","37","33","39","1050","206","1500000US240135142013","Block Group 3, Census Tract 5142.01, Carroll County, Maryland"
"1825","283","445","164","0","12","6","10","8","14","19","22","45","46","72","78","43","42","10","16","26","37","31","26","0","12","0","12","32","26","28","40","91","67","34","42","1380","159","1500000US240135142021","Block Group 1, Census Tract 5142.02, Carroll County, Maryland"
"1546","207","381","100","8","13","90","69","18","20","24","26","39","37","0","12","29","26","41","25","7","13","10","17","30","25","19","19","12","22","12","22","24","27","18","22","1165","166","1500000US240135142022","Block Group 2, Census Tract 5142.02, Carroll County, Maryland"
"1078","348","248","171","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","22","34","0","12","47","54","0","12","29","37","150","116","0","12","830","263","1500000US240150301001","Block Group 1, Census Tract 301, Cecil County, Maryland"
"1601","436","376","210","0","12","23","25","9","14","17","21","64","63","0","12","74","69","4","6","0","12","75","65","9","15","9","15","19","22","0","12","49","37","24","33","1225","323","1500000US240150301002","Block Group 2, Census Tract 301, Cecil County, Maryland"
"1958","487","460","243","12","19","42","64","0","12","23","37","0","12","0","12","79","72","22","35","0","12","23","39","60","68","31","47","74","64","0","12","94","81","0","12","1498","345","1500000US240150301003","Block Group 3, Census Tract 301, Cecil County, Maryland"
"993","263","166","93","0","12","0","12","0","12","0","12","0","12","0","12","0","12","4","9","0","12","0","12","17","25","0","12","0","12","37","44","108","72","0","12","827","224","1500000US240150302001","Block Group 1, Census Tract 302, Cecil County, Maryland"
"1072","277","229","131","4","6","9","16","6","10","4","6","0","12","15","22","23","34","2","4","7","11","54","58","45","51","2","5","13","16","35","34","10","10","0","12","843","188","1500000US240150302002","Block Group 2, Census Tract 302, Cecil County, Maryland"
"1643","434","539","281","0","12","47","71","23","31","0","12","47","41","46","71","23","31","0","12","16","27","18","25","0","12","2","5","132","97","16","22","143","131","26","42","1104","260","1500000US240150302003","Block Group 3, Census Tract 302, Cecil County, Maryland"
"625","319","127","120","0","12","0","12","0","12","18","30","3","5","0","12","38","42","0","12","3","5","23","35","4","6","28","37","7","9","0","12","0","12","3","5","498","255","1500000US240150302004","Block Group 4, Census Tract 302, Cecil County, Maryland"
"547","209","122","80","15","23","0","12","0","12","0","12","0","12","17","25","0","12","14","23","6","13","0","12","0","12","0","12","0","12","52","73","18","30","0","12","425","163","1500000US240150302005","Block Group 5, Census Tract 302, Cecil County, Maryland"
"978","316","180","123","11","17","7","13","11","17","8","13","0","12","9","15","20","34","0","12","0","12","15","27","0","12","0","12","0","12","50","80","37","54","12","19","798","287","1500000US240150304001","Block Group 1, Census Tract 304, Cecil County, Maryland"
"1265","391","204","147","16","25","0","12","0","12","0","12","14","23","54","72","44","59","12","19","0","12","0","12","13","21","0","12","0","12","5","13","46","36","0","12","1061","323","1500000US240150304002","Block Group 2, Census Tract 304, Cecil County, Maryland"
"1666","462","430","224","38","36","0","12","0","12","47","69","53","57","0","12","0","12","19","23","16","26","23","29","84","91","39","61","37","38","2","4","68","82","4","18","1236","307","1500000US240150304003","Block Group 3, Census Tract 304, Cecil County, Maryland"
"1122","435","120","86","13","20","0","12","65","72","9","16","0","12","0","12","11","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","22","30","0","12","1002","408","1500000US240150304004","Block Group 4, Census Tract 304, Cecil County, Maryland"
"1770","261","327","111","18","20","0","12","0","12","7","13","23","24","34","30","0","12","39","27","10","16","40","31","34","34","55","51","0","12","6","10","44","37","17","26","1443","198","1500000US240150305011","Block Group 1, Census Tract 305.01, Cecil County, Maryland"
"2158","354","437","134","60","44","35","39","58","59","40","37","40","45","8","13","0","12","10","15","21","24","10","16","0","12","9","14","17","20","26","23","73","41","30","27","1721","313","1500000US240150305012","Block Group 2, Census Tract 305.01, Cecil County, Maryland"
"990","278","217","157","8","18","0","12","0","12","0","12","31","39","0","12","16","30","40","50","0","12","18","28","0","12","27","45","0","12","0","12","50","56","27","31","773","200","1500000US240150305031","Block Group 1, Census Tract 305.03, Cecil County, Maryland"
"1697","478","258","173","45","44","0","12","0","12","14","24","0","12","27","45","32","43","9","17","33","42","0","12","11","22","40","54","14","23","0","12","31","37","2","4","1439","424","1500000US240150305032","Block Group 2, Census Tract 305.03, Cecil County, Maryland"
"1878","551","747","320","0","12","8","18","52","68","137","123","64","80","24","43","54","86","24","43","0","12","11","18","0","12","0","12","0","12","76","109","171","122","126","105","1131","304","1500000US240150305033","Block Group 3, Census Tract 305.03, Cecil County, Maryland"
"763","334","123","91","0","12","25","42","0","12","0","12","0","12","0","12","0","12","24","42","12","21","0","12","21","33","0","12","0","12","0","12","41","55","0","12","640","333","1500000US240150305034","Block Group 4, Census Tract 305.03, Cecil County, Maryland"
"2512","349","641","173","21","23","22","24","15","24","71","59","64","49","0","12","33","31","32","34","28","29","0","12","16","24","56","46","58","47","55","65","103","67","67","42","1871","301","1500000US240150305051","Block Group 1, Census Tract 305.05, Cecil County, Maryland"
"1296","300","389","189","16","26","71","65","19","25","50","55","0","12","23","30","21","32","0","12","0","12","19","25","0","12","21","28","0","12","50","51","99","65","0","12","907","229","1500000US240150305052","Block Group 2, Census Tract 305.05, Cecil County, Maryland"
"2151","548","939","331","0","12","28","36","34","51","42","57","94","96","152","103","42","57","0","12","0","12","0","12","17","27","202","191","30","44","53","60","160","128","85","91","1212","303","1500000US240150305061","Block Group 1, Census Tract 305.06, Cecil County, Maryland"
"2938","523","865","379","0","12","51","55","52","56","32","36","30","49","61","57","153","113","19","30","0","12","76","76","20","34","75","68","43","41","0","12","216","126","37","47","2073","340","1500000US240150305062","Block Group 2, Census Tract 305.06, Cecil County, Maryland"
"2214","532","520","305","89","83","0","12","13","24","36","42","15","25","26","33","0","12","0","12","0","12","62","76","2","4","2","4","1","4","61","74","121","112","92","84","1694","353","1500000US240150305063","Block Group 3, Census Tract 305.06, Cecil County, Maryland"
"1301","323","232","114","12","19","23","38","0","12","0","12","0","12","11","18","13","20","19","30","12","19","19","20","9","13","11","20","22","24","20","22","53","47","8","12","1069","261","1500000US240150306011","Block Group 1, Census Tract 306.01, Cecil County, Maryland"
"1533","270","398","151","22","25","24","20","49","57","46","31","0","12","43","50","0","12","0","12","15","22","29","44","0","12","22","28","52","63","27","39","50","45","19","21","1135","183","1500000US240150306012","Block Group 2, Census Tract 306.01, Cecil County, Maryland"
"802","238","186","150","0","12","0","12","0","12","0","12","13","22","0","12","12","18","0","12","22","34","13","22","36","44","12","20","4","7","0","12","74","80","0","12","616","218","1500000US240150306013","Block Group 3, Census Tract 306.01, Cecil County, Maryland"
"1809","293","405","171","12","19","26","30","41","52","0","12","0","12","24","27","23","25","14","23","50","46","0","12","39","33","11","17","18","21","21","23","93","53","33","37","1404","219","1500000US240150306021","Block Group 1, Census Tract 306.02, Cecil County, Maryland"
"3209","406","1157","264","104","82","77","70","97","64","62","34","47","44","9","14","10","17","65","64","97","90","119","91","12","20","59","54","142","88","8","12","161","94","88","49","2052","262","1500000US240150306022","Block Group 2, Census Tract 306.02, Cecil County, Maryland"
"1554","254","324","113","24","22","0","12","23","28","7","11","42","28","26","24","19","20","32","29","11","17","27","25","54","40","11","18","21","25","17","20","10","17","0","12","1230","216","1500000US240150307001","Block Group 1, Census Tract 307, Cecil County, Maryland"
"1958","328","479","104","8","12","37","43","56","45","31","25","24","21","27","26","37","34","7","11","7","12","15","17","37","39","60","42","37","39","16","18","57","39","23","21","1479","283","1500000US240150307002","Block Group 2, Census Tract 307, Cecil County, Maryland"
"1414","327","356","174","0","12","6","11","15","16","42","44","18","21","0","12","44","49","44","49","53","41","25","24","38","44","40","44","0","12","6","11","25","22","0","12","1058","215","1500000US240150307003","Block Group 3, Census Tract 307, Cecil County, Maryland"
"1988","442","441","214","17","27","13","22","30","35","14","23","0","12","49","49","35","38","49","71","0","12","0","12","78","67","67","61","0","12","16","25","61","56","12","21","1547","365","1500000US240150309031","Block Group 1, Census Tract 309.03, Cecil County, Maryland"
"3596","661","802","379","105","92","54","60","57","67","18","29","59","61","49","48","39","60","33","38","127","111","64","92","46","42","0","12","0","12","50","64","85","76","16","27","2794","526","1500000US240150309032","Block Group 2, Census Tract 309.03, Cecil County, Maryland"
"700","226","149","96","0","12","0","12","13","23","0","12","0","12","16","27","0","12","0","12","17","27","47","71","13","21","0","12","0","12","0","12","21","33","22","33","551","176","1500000US240150309041","Block Group 1, Census Tract 309.04, Cecil County, Maryland"
"1149","470","254","159","36","49","10","16","0","12","0","12","61","83","0","12","0","12","0","12","35","54","36","59","34","54","0","12","16","26","0","12","0","12","26","31","895","403","1500000US240150309042","Block Group 2, Census Tract 309.04, Cecil County, Maryland"
"1868","471","570","256","30","35","100","144","22","35","28","38","18","29","20","25","29","38","49","78","18","29","0","12","65","86","0","12","32","34","64","83","62","53","33","33","1298","256","1500000US240150309043","Block Group 3, Census Tract 309.04, Cecil County, Maryland"
"1388","301","396","192","15","19","41","37","48","74","19","22","0","12","30","30","33","38","21","27","27","31","46","50","15","24","16","26","13","19","0","12","72","93","0","12","992","207","1500000US240150309044","Block Group 4, Census Tract 309.04, Cecil County, Maryland"
"1931","380","613","174","71","80","45","43","0","12","33","39","31","35","76","85","32","40","26","29","13","24","21","33","34","37","62","74","47","45","0","12","109","85","13","21","1318","278","1500000US240150309045","Block Group 5, Census Tract 309.04, Cecil County, Maryland"
"988","310","203","105","34","33","9","15","7","15","28","23","12","19","0","12","20","42","0","12","0","12","0","12","0","12","6","14","17","19","13","19","57","37","0","12","785","282","1500000US240150309051","Block Group 1, Census Tract 309.05, Cecil County, Maryland"
"1862","314","445","166","119","65","20","24","63","52","20","23","34","41","21","24","29","35","11","16","22","23","10","16","0","12","18","27","0","12","69","36","9","14","0","12","1417","209","1500000US240150309052","Block Group 2, Census Tract 309.05, Cecil County, Maryland"
"3548","660","652","224","41","32","35","30","37","34","40","39","21","25","68","52","12","20","9","8","6","8","44","38","22","27","92","90","24","23","19","22","137","75","45","40","2896","617","1500000US240150309061","Block Group 1, Census Tract 309.06, Cecil County, Maryland"
"1063","309","232","188","39","55","0","12","0","12","18","29","0","12","0","12","0","12","0","12","0","12","37","41","0","12","35","41","0","12","0","12","103","150","0","12","831","207","1500000US240150309062","Block Group 2, Census Tract 309.06, Cecil County, Maryland"
"3902","719","1123","329","42","39","114","113","86","75","58","42","56","52","146","88","0","12","72","59","23","27","0","12","89","76","68","44","16","27","16","27","288","134","49","40","2779","490","1500000US240150309063","Block Group 3, Census Tract 309.06, Cecil County, Maryland"
"1136","408","412","181","35","41","17","28","0","12","56","54","62","71","50","50","0","12","90","77","0","12","0","12","0","12","21","35","55","87","0","12","26","30","0","12","724","252","1500000US240150309064","Block Group 4, Census Tract 309.06, Cecil County, Maryland"
"1744","479","400","170","0","12","33","34","0","12","0","12","0","12","111","81","80","92","35","41","0","12","34","37","0","12","26","23","0","12","28","35","53","47","0","12","1344","393","1500000US240150312011","Block Group 1, Census Tract 312.01, Cecil County, Maryland"
"2282","509","517","245","14","20","46","43","20","29","0","12","0","12","21","32","51","58","50","48","0","12","72","56","62","72","30","32","34","37","30","31","87","64","0","12","1765","393","1500000US240150312012","Block Group 2, Census Tract 312.01, Cecil County, Maryland"
"1761","396","356","158","39","33","14","21","4","7","4","6","7","9","18","24","14","11","61","84","15","21","21","25","22","30","0","12","4","6","7","8","122","101","4","8","1405","300","1500000US240150312013","Block Group 3, Census Tract 312.01, Cecil County, Maryland"
"1710","375","274","131","24","38","10","22","9","16","0","12","0","12","0","12","0","12","42","47","0","12","41","61","16","24","18","25","0","12","19","23","77","84","18","28","1436","305","1500000US240150312021","Block Group 1, Census Tract 312.02, Cecil County, Maryland"
"1457","397","277","162","0","12","71","67","0","12","18","28","0","12","12","22","12","22","17","28","0","12","0","12","0","12","51","49","0","12","0","12","60","57","36","40","1180","349","1500000US240150312022","Block Group 2, Census Tract 312.02, Cecil County, Maryland"
"2071","455","441","251","0","12","51","60","0","12","30","45","21","32","63","70","31","46","21","32","86","95","0","12","0","12","27","40","18","30","0","12","79","87","14","25","1630","337","1500000US240150312023","Block Group 3, Census Tract 312.02, Cecil County, Maryland"
"1751","258","435","156","0","12","12","17","19","29","35","29","20","27","53","42","47","35","42","33","36","32","27","23","35","31","49","36","7","12","0","12","53","48","0","12","1316","184","1500000US240150313011","Block Group 1, Census Tract 313.01, Cecil County, Maryland"
"1603","238","310","111","0","12","11","16","34","32","0","12","10","15","14","22","46","55","42","34","0","12","31","32","10","20","16","24","0","12","41","37","55","46","0","12","1293","198","1500000US240150313012","Block Group 2, Census Tract 313.01, Cecil County, Maryland"
"2612","388","818","204","44","37","38","38","68","52","80","55","7","12","140","69","87","51","40","37","14","22","53","71","59","51","33","30","34","36","47","40","63","45","11","14","1794","253","1500000US240150313021","Block Group 1, Census Tract 313.02, Cecil County, Maryland"
"1923","293","473","117","14","20","42","38","7","10","30","30","33","41","19","23","47","43","28","33","36","29","50","43","25","27","82","59","6","10","17","21","18","15","19","17","1450","239","1500000US240150313022","Block Group 2, Census Tract 313.02, Cecil County, Maryland"
"2144","415","649","223","11","12","31","41","28","30","0","12","12","18","17","21","6","11","0","12","0","12","30","27","80","57","87","91","6","11","124","92","144","67","73","76","1495","268","1500000US240150313023","Block Group 3, Census Tract 313.02, Cecil County, Maryland"
"2036","319","413","138","67","50","0","12","46","37","16","19","15","21","28","23","15","21","11","14","13","21","0","12","45","34","20","17","11","13","10","13","116","53","0","12","1623","247","1500000US240150314001","Block Group 1, Census Tract 314, Cecil County, Maryland"
"2010","328","492","118","19","20","0","12","26","26","39","30","46","30","33","28","23","26","30","24","24","23","32","29","31","26","38","45","38","46","0","12","93","55","20","20","1518","263","1500000US240150314002","Block Group 2, Census Tract 314, Cecil County, Maryland"
"2866","446","890","207","57","41","65","42","17","15","0","12","31","31","27","25","20","23","10","16","34","32","137","119","53","40","20","32","49","48","89","52","232","130","49","53","1976","322","1500000US240178501011","Block Group 1, Census Tract 8501.01, Charles County, Maryland"
"2778","544","907","286","31","36","90","78","97","86","62","52","29","30","35","39","56","54","8","13","22","24","39","48","20","25","41","49","9","14","53","43","212","103","103","74","1871","363","1500000US240178501012","Block Group 2, Census Tract 8501.01, Charles County, Maryland"
"1299","203","332","90","13","19","3","7","37","30","32","24","4","7","24","23","11","11","17","16","19","18","16","14","14","15","27","24","14","14","30","23","71","38","0","12","967","158","1500000US240178501021","Block Group 1, Census Tract 8501.02, Charles County, Maryland"
"1021","157","148","60","22","31","13","18","13","20","4","8","3","5","19","18","7","10","0","12","10","16","6","8","24","29","4","7","13","22","0","12","5","8","5","8","873","128","1500000US240178501022","Block Group 2, Census Tract 8501.02, Charles County, Maryland"
"963","280","337","122","24","26","17","19","18","18","49","37","6","11","23","26","30","25","18","16","0","12","17","27","0","12","0","12","1","4","9","10","98","44","27","25","626","242","1500000US240178502011","Block Group 1, Census Tract 8502.01, Charles County, Maryland"
"1549","353","505","222","25","29","0","12","16","18","13","21","71","60","0","12","13","16","19","22","55","55","43","45","45","51","21","34","71","56","0","12","80","82","33","32","1044","187","1500000US240178502021","Block Group 1, Census Tract 8502.02, Charles County, Maryland"
"1299","242","307","164","6","11","0","12","36","31","0","12","82","86","12","19","33","52","0","12","34","39","0","12","33","48","5","11","0","12","0","12","66","61","0","12","992","171","1500000US240178502022","Block Group 2, Census Tract 8502.02, Charles County, Maryland"
"1797","315","569","166","33","51","26","25","22","25","10","16","31","25","84","70","30","38","80","71","7","11","65","54","0","12","18","21","31","27","64","56","61","62","7","12","1228","223","1500000US240178502023","Block Group 3, Census Tract 8502.02, Charles County, Maryland"
"1263","198","249","118","15","13","3","11","15","15","0","12","23","28","4","11","27","31","15","13","13","16","24","32","20","17","8","13","31","35","4","7","27","25","20","32","1014","134","1500000US240178503001","Block Group 1, Census Tract 8503, Charles County, Maryland"
"816","187","245","100","22","19","7","9","11","12","14","15","6","8","3","5","20","23","17","17","0","12","4","6","20","20","14","13","9","10","17","18","81","43","0","12","571","115","1500000US240178503002","Block Group 2, Census Tract 8503, Charles County, Maryland"
"454","167","71","72","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","11","18","11","17","0","12","25","29","0","12","0","12","12","20","12","18","383","152","1500000US240178504001","Block Group 1, Census Tract 8504, Charles County, Maryland"
"1580","388","391","199","21","35","12","19","14","22","13","19","73","61","12","19","42","52","16","24","0","12","18","21","0","12","68","49","0","12","81","54","21","18","0","12","1189","247","1500000US240178504002","Block Group 2, Census Tract 8504, Charles County, Maryland"
"1624","349","408","197","0","12","78","66","8","15","25","38","25","26","9","16","21","25","10","15","0","12","13","15","33","41","13","14","50","47","13","19","84","59","26","41","1216","206","1500000US240178504003","Block Group 3, Census Tract 8504, Charles County, Maryland"
"1441","238","335","128","0","12","0","12","15","20","19","22","19","14","28","20","16","21","17","13","55","41","19","22","15","17","0","12","12","19","35","34","64","43","21","25","1106","177","1500000US240178505001","Block Group 1, Census Tract 8505, Charles County, Maryland"
"1257","244","324","139","0","12","0","12","0","12","10","15","48","50","9","15","0","12","7","11","50","50","11","16","17","19","13","20","29","34","14","18","98","59","18","16","933","170","1500000US240178505002","Block Group 2, Census Tract 8505, Charles County, Maryland"
"1764","317","619","178","40","35","13","15","28","26","0","12","20","29","32","28","20","24","22","21","49","41","34","30","70","58","8","13","62","50","31","29","147","116","43","41","1145","200","1500000US240178506001","Block Group 1, Census Tract 8506, Charles County, Maryland"
"1150","226","277","107","32","27","0","12","22","24","9","15","12","20","0","12","0","12","10","15","8","14","9","17","25","26","19","22","0","12","29","24","76","50","26","24","873","171","1500000US240178506002","Block Group 2, Census Tract 8506, Charles County, Maryland"
"1836","247","351","135","34","30","19","21","16","17","41","29","25","26","0","12","31","24","9","15","10","16","18","21","0","12","39","26","0","12","22","26","60","41","27","26","1485","174","1500000US240178506003","Block Group 3, Census Tract 8506, Charles County, Maryland"
"4029","424","1339","281","37","36","56","32","105","72","90","56","71","62","128","64","87","58","66","46","120","74","26","26","53","34","67","39","109","64","62","41","188","74","74","51","2690","294","1500000US240178507061","Block Group 1, Census Tract 8507.06, Charles County, Maryland"
"1136","227","333","102","36","26","5","9","0","12","35","31","0","12","0","12","0","12","24","23","16","18","44","47","13","14","28","29","33","31","29","31","40","35","30","32","803","161","1500000US240178507062","Block Group 2, Census Tract 8507.06, Charles County, Maryland"
"2373","403","659","218","8","13","39","51","53","54","59","64","54","36","0","12","0","12","63","53","30","45","24","26","25","26","0","12","49","44","91","80","123","59","41","34","1714","271","1500000US240178507081","Block Group 1, Census Tract 8507.08, Charles County, Maryland"
"2877","429","819","280","72","52","27","25","0","12","28","25","26","24","10","16","81","68","0","12","54","46","47","38","77","72","8","13","75","81","77","67","209","103","28","26","2058","258","1500000US240178507082","Block Group 2, Census Tract 8507.08, Charles County, Maryland"
"3169","536","1068","334","70","58","96","95","33","28","12","21","0","12","44","63","68","91","0","12","15","27","214","122","20","35","15","26","10","16","162","100","242","232","67","52","2101","484","1500000US240178507091","Block Group 1, Census Tract 8507.09, Charles County, Maryland"
"1083","557","422","368","57","87","22","35","20","27","25","39","0","12","0","12","14","25","69","73","19","26","69","73","24","38","48","63","18","28","0","12","37","47","0","12","661","253","1500000US240178507092","Block Group 2, Census Tract 8507.09, Charles County, Maryland"
